survey_year,gender,state,sport,schools,participants
2006-07,Girls,Alabama,Basketball,403.0,5411.0
2006-07,Girls,Alabama,Cross Country,140.0,962.0
2006-07,Girls,Alaska,Basketball,139.0,1849.0
2006-07,Girls,Alaska,Bowling,,70.0
2006-07,Girls,Alaska,Competitive Spirit Squads,21.0,314.0
2006-07,Girls,Alaska,Cross Country,106.0,807.0
2006-07,Girls,Arizona,Basketball,236.0,6634.0
2006-07,Girls,Arizona,Competitive Spirit Squads,113.0,3626.0
2006-07,Girls,Arizona,Cross Country,181.0,2242.0
2006-07,Girls,Arkansas,Basketball,234.0,4320.0
2006-07,Girls,Arkansas,Bowling,43.0,431.0
2006-07,Girls,Arkansas,Competitive Spirit Squads,99.0,1622.0
2006-07,Girls,Arkansas,Cross Country,92.0,681.0
2006-07,Girls,California,Basketball,1275.0,34991.0
2006-07,Girls,California,Bowling,,177.0
2006-07,Girls,California,Competitive Spirit Squads,355.0,
2006-07,Girls,California,Cross Country,1085.0,
2006-07,Girls,Colorado,Basketball,323.0,7606.0
2006-07,Girls,Colorado,Competitive Spirit Squads,193.0,5706.0
2006-07,Girls,Colorado,Cross Country,205.0,3207.0
2006-07,Girls,Connecticut,Basketball,178.0,4157.0
2006-07,Girls,Connecticut,Competitive Spirit Squads,153.0,
2006-07,Girls,Connecticut,Cross Country,165.0,2669.0
2006-07,Girls,Delaware,Basketball,49.0,1041.0
2006-07,Girls,Delaware,Competitive Spirit Squads,17.0,335.0
2006-07,Girls,Delaware,Cross Country,40.0,623.0
2006-07,Girls,District of Columbia,Basketball,15.0,205.0
2006-07,Girls,District of Columbia,Competitive Spirit Squads,14.0,133.0
2006-07,Girls,District of Columbia,Cross Country,11.0,65.0
2006-07,Girls,Florida,Basketball,605.0,10793.0
2006-07,Girls,Florida,Bowling,173.0,1391.0
2006-07,Girls,Florida,Cross Country,495.0,6104.0
2006-07,Girls,Georgia,Basketball,383.0,9322.0
2006-07,Girls,Georgia,Competitive Spirit Squads,225.0,5050.0
2006-07,Girls,Georgia,Cross Country,343.0,4343.0
2006-07,Girls,Hawaii,Basketball,65.0,1390.0
2006-07,Girls,Hawaii,Bowling,53.0,527.0
2006-07,Girls,Hawaii,Competitive Spirit Squads,49.0,673.0
2006-07,Girls,Hawaii,Cross Country,65.0,895.0
2006-07,Girls,Idaho,Basketball,142.0,3341.0
2006-07,Girls,Idaho,Competitive Spirit Squads,86.0,1391.0
2006-07,Girls,Idaho,Cross Country,107.0,1082.0
2006-07,Girls,Illinois,Basketball,680.0,17428.0
2006-07,Girls,Illinois,Bowling,211.0,3164.0
2006-07,Girls,Illinois,Competitive Spirit Squads,293.0,6622.0
2006-07,Girls,Illinois,Cross Country,501.0,8891.0
2006-07,Girls,Indiana,Basketball,387.0,10080.0
2006-07,Girls,Indiana,Cross Country,374.0,4551.0
2006-07,Girls,Iowa,Basketball,392.0,9375.0
2006-07,Girls,Iowa,Bowling,89.0,776.0
2006-07,Girls,Iowa,Cross Country,309.0,3989.0
2006-07,Girls,Kansas,Basketball,352.0,7803.0
2006-07,Girls,Kansas,Bowling,34.0,427.0
2006-07,Girls,Kansas,Cross Country,237.0,2432.0
2006-07,Girls,Kentucky,Basketball,272.0,6205.0
2006-07,Girls,Kentucky,Bowling,30.0,331.0
2006-07,Girls,Kentucky,Competitive Spirit Squads,269.0,
2006-07,Girls,Kentucky,Cross Country,226.0,2305.0
2006-07,Girls,Louisiana,Basketball,397.0,9925.0
2006-07,Girls,Louisiana,Bowling,53.0,530.0
2006-07,Girls,Louisiana,Cross Country,280.0,1530.0
