survey_year,gender,state,sport,schools,participants
2009-10,Boys,Alabama,Baseball,389.0,8966.0
2009-10,Boys,Alabama,Basketball,413.0,11899.0
2009-10,Boys,Alaska,Baseball,26.0,646.0
2009-10,Boys,Alaska,Basketball,134.0,2188.0
2009-10,Boys,Alaska,Bowling,8.0,96.0
2009-10,Boys,Alaska,Competitive Spirit Squads,17.0,43.0
2009-10,Boys,Arizona,Baseball,233.0,8252.0
2009-10,Boys,Arizona,Basketball,246.0,8359.0
2009-10,Boys,Arkansas,Baseball,239.0,4806.0
2009-10,Boys,Arkansas,Basketball,277.0,5526.0
2009-10,Boys,Arkansas,Bowling,60.0,728.0
2009-10,Boys,Arkansas,Competitive Spirit Squads,36.0,180.0
2009-10,Boys,California,Baseball,1221.0,42064.0
2009-10,Boys,California,Basketball,1300.0,42521.0
2009-10,Boys,California,Bowling,13.0,230.0
2009-10,Boys,California,Competitive Spirit Squads,108.0,728.0
2009-10,Boys,Colorado,Baseball,273.0,7538.0
2009-10,Boys,Colorado,Basketball,328.0,8396.0
2009-10,Boys,Colorado,Competitive Spirit Squads,,226.0
2009-10,Boys,Connecticut,Baseball,172.0,6084.0
2009-10,Boys,Connecticut,Basketball,178.0,5154.0
2009-10,Boys,Connecticut,Competitive Spirit Squads,,272.0
2009-10,Boys,Delaware,Baseball,48.0,1456.0
2009-10,Boys,Delaware,Basketball,50.0,1456.0
2009-10,Boys,Delaware,Competitive Spirit Squads,3.0,14.0
2009-10,Boys,Florida,Baseball,582.0,14396.0
2009-10,Boys,Florida,Basketball,582.0,14172.0
2009-10,Boys,Florida,Bowling,125.0,948.0
2009-10,Boys,Florida,Competitive Spirit Squads,,186.0
2009-10,Boys,Georgia,Baseball,402.0,12115.0
2009-10,Boys,Georgia,Basketball,415.0,11959.0
2009-10,Boys,Georgia,Competitive Spirit Squads,25.0,82.0
2009-10,Boys,Hawaii,Baseball,54.0,1727.0
2009-10,Boys,Hawaii,Basketball,70.0,1832.0
2009-10,Boys,Hawaii,Bowling,58.0,543.0
2009-10,Boys,Hawaii,Competitive Spirit Squads,15.0,33.0
2009-10,Boys,Idaho,Baseball,98.0,2571.0
2009-10,Boys,Idaho,Basketball,148.0,3939.0
2009-10,Boys,Idaho,Competitive Spirit Squads,30.0,77.0
2009-10,Boys,Illinois,Baseball,674.0,23659.0
2009-10,Boys,Illinois,Basketball,734.0,23855.0
2009-10,Boys,Illinois,Bowling,194.0,2833.0
2009-10,Boys,Indiana,Baseball,388.0,11350.0
2009-10,Boys,Indiana,Basketball,403.0,12032.0
2009-10,Boys,Iowa,Baseball,369.0,11268.0
2009-10,Boys,Iowa,Basketball,381.0,11133.0
2009-10,Boys,Iowa,Bowling,87.0,1353.0
2009-10,Boys,Kansas,Baseball,230.0,5950.0
2009-10,Boys,Kansas,Basketball,355.0,9111.0
2009-10,Boys,Kansas,Bowling,69.0,955.0
2009-10,Boys,Kentucky,Baseball,260.0,7404.0
2009-10,Boys,Kentucky,Basketball,264.0,6836.0
2009-10,Boys,Kentucky,Bowling,55.0,806.0
2009-10,Boys,Kentucky,Competitive Spirit Squads,46.0,299.0
2009-10,Boys,Louisiana,Baseball,331.0,8541.0
2009-10,Boys,Louisiana,Basketball,372.0,6103.0
2009-10,Boys,Louisiana,Bowling,55.0,392.0
2009-10,Boys,Maine,Baseball,139.0,3555.0
2009-10,Boys,Maine,Basketball,146.0,3945.0
2009-10,Boys,Maine,Bowling,4.0,60.0
2009-10,Boys,Maine,Competitive Spirit Squads,30.0,67.0
2009-10,Boys,Maryland,Baseball,188.0,5731.0
2009-10,Boys,Maryland,Basketball,190.0,5619.0
2009-10,Boys,Maryland,Bowling,26.0,139.0
2009-10,Boys,Massachusetts,Baseball,351.0,13267.0
2009-10,Boys,Massachusetts,Basketball,362.0,12155.0
2009-10,Boys,Michigan,Baseball,640.0,18397.0
2009-10,Boys,Michigan,Basketball,743.0,22550.0
2009-10,Boys,Michigan,Bowling,328.0,3716.0
2009-10,Boys,Minnesota,Baseball,435.0,14152.0
2009-10,Boys,Minnesota,Basketball,470.0,13491.0
2009-10,Boys,Mississippi,Baseball,248.0,7214.0
2009-10,Boys,Mississippi,Basketball,261.0,8525.0
2009-10,Boys,Mississippi,Bowling,48.0,273.0
2009-10,Boys,Mississippi,Competitive Spirit Squads,29.0,143.0
2009-10,Boys,Missouri,Baseball,593.0,14437.0
2009-10,Boys,Missouri,Basketball,574.0,14230.0
2009-10,Boys,Montana,Baseball,,174.0
2009-10,Boys,Montana,Basketball,174.0,3622.0
2009-10,Boys,Nebraska,Baseball,60.0,2172.0
2009-10,Boys,Nebraska,Basketball,308.0,7782.0
2009-10,Boys,Nevada,Baseball,92.0,2455.0
2009-10,Boys,Nevada,Basketball,104.0,3128.0
2009-10,Boys,Nevada,Bowling,33.0,291.0
