survey_year,gender,state,sport,schools,participants
2000-01,Girls,Alaska,Golf,,412.0
2000-01,Girls,Alaska,Cross Country,,736.0
2000-01,Girls,Alabama,Basketball,,5921.0
2000-01,Girls,Alabama,Cross Country,,436.0
2000-01,Girls,Alabama,Golf,,294.0
2000-01,Girls,Alabama,Competitive Spirit Squads,,1022.0
2000-01,Girls,Arkansas,Golf,,638.0
2000-01,Girls,Arkansas,Cross Country,,1655.0
2000-01,Girls,Arizona,Basketball,,6072.0
2000-01,Girls,Arizona,Cross Country,,16060.0
2000-01,Girls,Arizona,Field Hockey,,2629.0
2000-01,Girls,Arizona,Golf,,4588.0
2000-01,Girls,Arizona,Skiing Cross Country,,29.0
2000-01,Girls,Arizona,Competitive Spirit Squads,,13372.0
2000-01,Girls,California,Skiing Cross Country,,14.0
2000-01,Girls,California,Cross Country,,2202.0
2000-01,Girls,California,Field Hockey,,536.0
2000-01,Girls,California,Golf,,1291.0
2000-01,Girls,California,Basketball,,7897.0
2000-01,Girls,California,Competitive Spirit Squads,,2977.0
2000-01,Girls,Colorado,Cross Country,,2011.0
2000-01,Girls,Colorado,Field Hockey,,3016.0
2000-01,Girls,Colorado,Golf,,139.0
2000-01,Girls,Connecticut,Basketball,,3868.0
2000-01,Girls,Connecticut,Skiing Cross Country,,10.0
2000-01,Girls,Connecticut,Cross Country,,79.0
2000-01,Girls,Connecticut,Competitive Spirit Squads,,175.0
2000-01,Girls,District of Columbia,Competitive Spirit Squads,,448.0
2000-01,Girls,District of Columbia,Cross Country,,504.0
2000-01,Girls,District of Columbia,Field Hockey,,1598.0
2000-01,Girls,Delaware,Basketball,,1012.0
2000-01,Girls,Delaware,Cross Country,,5288.0
2000-01,Girls,Florida,Cross Country,,3547.0
2000-01,Girls,Florida,Basketball,,9295.0
2000-01,Girls,Florida,Competitive Spirit Squads,,4199.0
2000-01,Girls,Georgia,Skiing Cross Country,,0.0
2000-01,Girls,Georgia,Basketball,,1671.0
2000-01,Girls,Georgia,Competitive Spirit Squads,,785.0
2000-01,Girls,Georgia,Cross Country,,733.0
2000-01,Girls,Hawaii,Cross Country,,3481.0
2000-01,Girls,Hawaii,Basketball,,9355.0
2000-01,Girls,Hawaii,Competitive Spirit Squads,,1637.0
2000-01,Girls,Iowa,Cross Country,,843.0
2000-01,Girls,Idaho,Basketball,,3669.0
2000-01,Girls,Idaho,Cross Country,,7060.0
2000-01,Girls,Illinois,Cross Country,,4041.0
