survey_year,gender,state,sport,schools,participants
2004-05,Girls,Alabama,Basketball,409.0,492.0
2004-05,Girls,Alabama,Field Hockey,128.0,838.0
2004-05,Girls,Alaska,Basketball,108.0,1715.0
2004-05,Girls,Alaska,Competitive Spirit Squads,,64.0
2004-05,Girls,Alaska,Cross Country,,478.0
2004-05,Girls,Alaska,Field Hockey,85.0,733.0
2004-05,Girls,Arizona,Basketball,224.0,6292.0
2004-05,Girls,Arizona,Cross Country,108.0,3253.0
2004-05,Girls,Arizona,Field Hockey,175.0,2119.0
2004-05,Girls,Arkansas,Basketball,238.0,4217.0
2004-05,Girls,Arkansas,Cross Country,81.0,1286.0
2004-05,Girls,Arkansas,Field Hockey,85.0,671.0
2004-05,Girls,California,Basketball,1207.0,33596.0
2004-05,Girls,California,Competitive Spirit Squads,13.0,192.0
2004-05,Girls,California,Cross Country,374.0,10899.0
2004-05,Girls,California,Field Hockey,994.0,18159.0
2004-05,Girls,Colorado,Basketball,315.0,7923.0
2004-05,Girls,Colorado,Cross Country,227.0,
2004-05,Girls,Connecticut,Basketball,174.0,4162.0
2004-05,Girls,Connecticut,Cross Country,143.0,
2004-05,Girls,Connecticut,Field Hockey,159.0,
2004-05,Girls,Delaware,Basketball,49.0,615.0
2004-05,Girls,Delaware,Cross Country,24.0,198.0
2004-05,Girls,Delaware,Field Hockey,,358.0
2004-05,Girls,District of Columbia,Basketball,16.0,218.0
2004-05,Girls,District of Columbia,Cross Country,13.0,225.0
2004-05,Girls,District of Columbia,Field Hockey,,115.0
2004-05,Girls,Florida,Basketball,581.0,10998.0
2004-05,Girls,Florida,Competitive Spirit Squads,144.0,1469.0
2004-05,Girls,Georgia,Basketball,374.0,9171.0
2004-05,Girls,Georgia,Cross Country,232.0,4929.0
2004-05,Girls,Georgia,Field Hockey,329.0,3869.0
2004-05,Girls,Hawaii,Basketball,64.0,1585.0
2004-05,Girls,Hawaii,Competitive Spirit Squads,52.0,507.0
2004-05,Girls,Hawaii,Cross Country,49.0,574.0
2004-05,Girls,Hawaii,Field Hockey,66.0,889.0
2004-05,Girls,Indiana,Basketball,383.0,70316.0
2004-05,Girls,Indiana,Field Hockey,371.0,4484.0
2004-05,Girls,Indiana,Competitive Spirit Squads,70.0,668.0
2004-05,Girls,Indiana,Cross Country,,2535.0
2004-05,Girls,Kansas,Basketball,360.0,7975.0
2004-05,Girls,Kansas,Competitive Spirit Squads,27.0,162.0
2004-05,Girls,Kansas,Field Hockey,237.0,
2004-05,Girls,Kentucky,Basketball,268.0,6113.0
2004-05,Girls,Kentucky,Competitive Spirit Squads,30.0,331.0
2004-05,Girls,Kentucky,Cross Country,254.0,4827.0
2004-05,Girls,Kentucky,Field Hockey,217.0,2123.0
2004-05,Girls,Louisiana,Basketball,397.0,9925.0
2004-05,Girls,Louisiana,Competitive Spirit Squads,53.0,530.0
2004-05,Girls,Louisiana,Field Hockey,280.0,1530.0
2004-05,Girls,Louisiana,Cross Country,87.0,1876.0
2004-05,Girls,Maryland,Basketball,184.0,4678.0
2004-05,Girls,Maryland,Competitive Spirit Squads,20.0,135.0
2004-05,Girls,Maryland,Field Hockey,171.0,2142.0
2004-05,Girls,Massachusetts,Basketball,340.0,10396.0
2004-05,Girls,Massachusetts,Field Hockey,274.0,4341.0
2004-05,Girls,Michigan,Basketball,720.0,
2004-05,Girls,Michigan,Competitive Spirit Squads,194.0,1042.0
2004-05,Girls,Michigan,Cross Country,187.0,4628.0
2004-05,Girls,Michigan,Field Hockey,580.0,7063.0
2004-05,Girls,Minnesota,Basketball,454.0,13229.0
2004-05,Girls,Minnesota,Field Hockey,325.0,4573.0
2004-05,Girls,Mississippi,Basketball,257.0,6307.0
2004-05,Girls,Mississippi,Competitive Spirit Squads,50.0,521.0
2004-05,Girls,Mississippi,Field Hockey,130.0,1460.0
2004-05,Girls,Missouri,Basketball,535.0,12432.0
2004-05,Girls,Missouri,Cross Country,160.0,
2004-05,Girls,Missouri,Field Hockey,295.0,4100.0
2004-05,Girls,Montana,Basketball,182.0,3433.0
2004-05,Girls,Montana,Field Hockey,80.0,783.0
2004-05,Girls,Nebraska,Basketball,314.0,7172.0
2004-05,Girls,Nebraska,Field Hockey,183.0,1738.0
2004-05,Girls,Nevada,Basketball,92.0,2439.0
