survey_year,gender,state,sport,schools,participants
2017-18,Boys,Alabama,Baseball,396.0,15096
2017-18,Boys,Alabama,Basketball,413.0,13698
2017-18,Boys,Alabama,Bowling,97.0,734
2017-18,Boys,Alaska,Baseball,32.0,713
2017-18,Boys,Alaska,Basketball,146.0,2258
2017-18,Boys,Alaska,Bowling,8.0,70
2017-18,Boys,Alaska,Competitive Spirit Squads,1.0,14
2017-18,Boys,Arizona,Baseball,241.0,7536
2017-18,Boys,Arizona,Basketball,258.0,8551
2017-18,Boys,Arizona,Bowling,,101
2017-18,Boys,Arizona,Competitive Spirit Squads,101.0,261
2017-18,Boys,Arkansas,Baseball,258.0,5571
2017-18,Boys,Arkansas,Basketball,277.0,5446
2017-18,Boys,Arkansas,Bowling,69.0,712
2017-18,Boys,Arkansas,Competitive Spirit Squads,24.0,88
2017-18,Boys,Colorado,Baseball,286.0,8121
2017-18,Boys,Colorado,Basketball,336.0,9204
2017-18,Boys,Colorado,Bowling,,69
2017-18,Boys,Colorado,Competitive Spirit Squads,69.0,181
2017-18,Boys,Connecticut,Baseball,177.0,5698
2017-18,Boys,Connecticut,Basketball,183.0,5374
2017-18,Boys,Connecticut,Bowling,,41
2017-18,Boys,Connecticut,Competitive Spirit Squads,41.0,173
2017-18,Boys,Delaware,Baseball,53.0,1469
2017-18,Boys,Delaware,Basketball,59.0,1775
2017-18,Boys,Delaware,Competitive Spirit Squads,,1
2017-18,Boys,District of Columbia,Baseball,29.0,669
2017-18,Boys,District of Columbia,Basketball,41.0,1045
2017-18,Boys,Florida,Baseball,643.0,20417
2017-18,Boys,Florida,Basketball,742.0,22262
2017-18,Boys,Florida,Bowling,190.0,1559
2017-18,Boys,Florida,Competitive Spirit Squads,,333
2017-18,Boys,Georgia,Baseball,429.0,12493
2017-18,Boys,Georgia,Basketball,444.0,13021
2017-18,Boys,Georgia,Bowling,,32
2017-18,Boys,Georgia,Competitive Spirit Squads,32.0,89
2017-18,Boys,Hawaii,Baseball,60.0,1656
2017-18,Boys,Hawaii,Basketball,66.0,1727
2017-18,Boys,Hawaii,Bowling,50.0,492
2017-18,Boys,Hawaii,Competitive Spirit Squads,17.0,34
2017-18,Boys,Idaho,Baseball,105.0,2556
2017-18,Boys,Idaho,Basketball,154.0,3824
2017-18,Boys,Idaho,Bowling,,48
2017-18,Boys,Idaho,Competitive Spirit Squads,48.0,128
2017-18,Boys,Illinois,Baseball,646.0,22289
2017-18,Boys,Illinois,Basketball,739.0,24244
2017-18,Boys,Illinois,Bowling,203.0,2789
2017-18,Boys,Iowa,Baseball,340.0,10463
2017-18,Boys,Iowa,Basketball,355.0,11441
2017-18,Boys,Iowa,Bowling,104.0,1848
2017-18,Boys,Kansas,Baseball,251.0,6671
2017-18,Boys,Kansas,Basketball,352.0,8829
2017-18,Boys,Kansas,Bowling,76.0,964
2017-18,Boys,Kentucky,Baseball,261.0,7230
2017-18,Boys,Kentucky,Basketball,270.0,7061
2017-18,Boys,Kentucky,Bowling,99.0,1086
2017-18,Boys,Kentucky,Competitive Spirit Squads,,175
2017-18,Boys,Louisiana,Baseball,353.0,8640
2017-18,Boys,Louisiana,Basketball,381.0,7890
2017-18,Boys,Louisiana,Bowling,98.0,630
2017-18,Boys,Maine,Baseball,131.0,3086
2017-18,Boys,Maine,Basketball,138.0,3536
2017-18,Boys,Maine,Bowling,4.0,21
2017-18,Boys,Maine,Competitive Spirit Squads,34.0,43
2017-18,Boys,Maryland,Baseball,186.0,5200
2017-18,Boys,Maryland,Basketball,195.0,5650
2017-18,Boys,Maryland,Bowling,16.0,139
2017-18,Boys,Michigan,Baseball,642.0,17668
2017-18,Boys,Michigan,Basketball,730.0,21367
2017-18,Boys,Michigan,Bowling,385.0,4098
2017-18,Boys,Minnesota,Baseball,437.0,13736
2017-18,Boys,Minnesota,Basketball,472.0,13847
2017-18,Boys,Minnesota,Bowling,62.0,709
2017-18,Boys,Minnesota,Competitive Spirit Squads,20.0,130
2017-18,Boys,Missouri,Baseball,606.0,14914
2017-18,Boys,Missouri,Basketball,560.0,14313
2017-18,Boys,Missouri,Bowling,9.0,38
2017-18,Boys,Montana,Baseball,,174
2017-18,Boys,Montana,Basketball,174.0,3410
2017-18,Boys,Nebraska,Baseball,81.0,2500
2017-18,Boys,Nebraska,Basketball,299.0,7208
2017-18,Boys,Nevada,Baseball,93.0,2482
2017-18,Boys,Nevada,Basketball,107.0,3057
2017-18,Boys,Nevada,Bowling,37.0,342
2017-18,Boys,New Hampshire,Baseball,84.0,2352
2017-18,Boys,New Hampshire,Basketball,87.0,2542
2017-18,Boys,New Hampshire,Bowling,15.0,142
2017-18,Boys,New Hampshire,Competitive Spirit Squads,89.0,29
2017-18,Boys,New Jersey,Baseball,392.0,15103
2017-18,Boys,New Jersey,Basketball,409.0,15365
2017-18,Boys,New Jersey,Bowling,233.0,2875
2017-18,Boys,New Jersey,Competitive Spirit Squads,76.0,122
2017-18,Boys,New York,Baseball,692.0,19104
2017-18,Boys,New York,Basketball,750.0,20078
2017-18,Boys,New York,Bowling,381.0,4300
2017-18,Boys,New York,Competitive Spirit Squads,,120
2017-18,Boys,North Carolina,Baseball,401.0,10959
2017-18,Boys,North Carolina,Basketball,412.0,11063
2017-18,Boys,North Dakota,Baseball,119.0,1571
2017-18,Boys,North Dakota,Basketball,163.0,2977
2017-18,Boys,Ohio,Baseball,775.0,22580
2017-18,Boys,Ohio,Basketball,791.0,23111
2017-18,Boys,Ohio,Bowling,418.0,5216
2017-18,Boys,Ohio,Competitive Spirit Squads,,595
2017-18,Boys,Oklahoma,Baseball,450.0,8685
2017-18,Boys,Oklahoma,Basketball,474.0,10093
2017-18,Boys,Oklahoma,Bowling,,71
2017-18,Boys,Oklahoma,Competitive Spirit Squads,71.0,117
2017-18,Boys,Oregon,Baseball,226.0,5596
2017-18,Boys,Oregon,Basketball,288.0,7620
2017-18,Boys,Oregon,Competitive Spirit Squads,,168
2017-18,Boys,Oregon,Bowling,150.0,1500
2017-18,Boys,Rhode Island,Baseball,48.0,1476
2017-18,Boys,Rhode Island,Basketball,48.0,1847
2017-18,Boys,Rhode Island,Competitive Spirit Squads,,10
2017-18,Boys,South Carolina,Baseball,206.0,6924
2017-18,Boys,South Carolina,Basketball,214.0,6720
2017-18,Boys,Tennessee,Baseball,375.0,8877
2017-18,Boys,Tennessee,Basketball,396.0,9034
2017-18,Boys,Tennessee,Bowling,151.0,1501
2017-18,Boys,Texas,Baseball,1276.0,48706
2017-18,Boys,Texas,Basketball,1523.0,65977
2017-18,Boys,Utah,Baseball,129.0,3687
2017-18,Boys,Utah,Basketball,139.0,3883
2017-18,Boys,Vermont,Baseball,28.0,597
2017-18,Boys,Vermont,Basketball,33.0,823
2017-18,Boys,Vermont,Bowling,6.0,33
2017-18,Boys,Vermont,Competitive Spirit Squads,2.0,13
2017-18,Boys,Virginia,Baseball,309.0,9097
2017-18,Boys,Virginia,Basketball,315.0,9387
2017-18,Boys,Virginia,Bowling,,48
2017-18,Boys,Virginia,Competitive Spirit Squads,48.0,72
2017-18,Boys,Washington,Baseball,346.0,10164
2017-18,Boys,Washington,Basketball,370.0,12023
2017-18,Boys,Wisconsin,Baseball,439.0,12428
2017-18,Boys,Wisconsin,Basketball,486.0,14343
2017-18,Boys,Wyoming,Baseball,,71
2017-18,Boys,Wyoming,Basketball,71.0,1793
2017-18,Boys,Wyoming,Bowling,,34
2017-18,Boys,Wyoming,Competitive Spirit Squads,34.0,44
2017-18,Boys,Alabama,Cross Country,256.0,3667
2017-18,Boys,Alabama,Football 11-player,386.0,30882
2017-18,Boys,Alabama,Golf,286.0,1648
2017-18,Boys,Arizona,Cross Country,228.0,3556
2017-18,Boys,Arizona,Football 11-player,205.0,17510
2017-18,Boys,Arizona,Golf,199.0,1658
2017-18,Boys,California,Cross Country,1311.0,32951
2017-18,Boys,California,Football 11-player,877.0,94286
2017-18,Boys,California,Golf,986.0,10672
2017-18,Boys,California,Gymnastics,1.0,1
2017-18,Boys,Connecticut,Cross Country,174.0,4106
2017-18,Boys,Connecticut,Football 11-player,144.0,9196
2017-18,Boys,Connecticut,Golf,55.0,1568
2017-18,Boys,Delaware,Cross Country,51.0,1139
2017-18,Boys,Delaware,Football 11-player,45.0,2868
2017-18,Boys,Delaware,Golf,45.0,398
2017-18,Boys,District of Columbia,Cross Country,27.0,478
2017-18,Boys,District of Columbia,Football 11-player,25.0,1346
2017-18,Boys,District of Columbia,Golf,13.0,130
2017-18,Boys,Florida,Cross Country,595.0,8706
2017-18,Boys,Florida,Football 11-player,597.0,41852
2017-18,Boys,Florida,Golf,513.0,4145
2017-18,Boys,Georgia,Cross Country,417.0,8264
2017-18,Boys,Georgia,Football 11-player,415.0,33027
2017-18,Boys,Georgia,Golf,388.0,3241
2017-18,Boys,Hawaii,Cross Country,70.0,1170
2017-18,Boys,Hawaii,Football 11-player,54.0,4167
2017-18,Boys,Hawaii,Golf,53.0,348
2017-18,Boys,Idaho,Cross Country,118.0,2011
2017-18,Boys,Idaho,Football 11-player,86.0,6730
2017-18,Boys,Idaho,Golf,101.0,980
2017-18,Boys,Illinois,Cross Country,533.0,11665
2017-18,Boys,Illinois,Football 11-player,539.0,40111
2017-18,Boys,Illinois,Golf,505.0,7275
2017-18,Boys,Illinois,Gymnastics,53.0,1380
2017-18,Boys,Indiana,Cross Country,395.0,5543
2017-18,Boys,Indiana,Football 11-player,326.0,20849
2017-18,Boys,Indiana,Golf,354.0,3613
2017-18,Boys,Iowa,Cross Country,323.0,5689
2017-18,Boys,Iowa,Football 11-player,272.0,16785
2017-18,Boys,Iowa,Golf,330.0,4804
2017-18,Boys,Kansas,Cross Country,295.0,3993
2017-18,Boys,Kansas,Football 11-player,229.0,12792
2017-18,Boys,Kansas,Golf,236.0,2621
2017-18,Boys,Kentucky,Cross Country,242.0,3195
2017-18,Boys,Kentucky,Football 11-player,221.0,13271
2017-18,Boys,Kentucky,Golf,239.0,2035
2017-18,Boys,Louisiana,Cross Country,319.0,2859
2017-18,Boys,Louisiana,Football 11-player,299.0,19690
2017-18,Boys,Louisiana,Golf,239.0,965
2017-18,Boys,Louisiana,Gymnastics,39.0,41
2017-18,Boys,Maine,Cross Country,109.0,1396
2017-18,Boys,Maine,Football 11-player,86.0,3443
2017-18,Boys,Maine,Golf,96.0,1018
2017-18,Boys,Maryland,Cross Country,181.0,3824
2017-18,Boys,Maryland,Football 11-player,179.0,12928
2017-18,Boys,Maryland,Golf,157.0,1161
2017-18,Boys,Massachusetts,Cross Country,312.0,7108
2017-18,Boys,Massachusetts,Football 11-player,330.0,18926
2017-18,Boys,Massachusetts,Golf,289.0,4364
2017-18,Boys,Massachusetts,Gymnastics,8.0,162
2017-18,Boys,Minnesota,Cross Country,407.0,7545
2017-18,Boys,Minnesota,Football 11-player,346.0,23205
2017-18,Boys,Minnesota,Golf,370.0,5491
2017-18,Boys,Missouri,Cross Country,406.0,6055
2017-18,Boys,Missouri,Football 11-player,331.0,20891
2017-18,Boys,Missouri,Golf,325.0,3848
2017-18,Boys,Nebraska,Cross Country,240.0,3375
2017-18,Boys,Nebraska,Football 11-player,153.0,9046
2017-18,Boys,Nebraska,Golf,245.0,2608
2017-18,Boys,New Hampshire,Cross Country,73.0,1210
2017-18,Boys,New Hampshire,Football 11-player,58.0,3339
2017-18,Boys,New Hampshire,Golf,64.0,816
2017-18,Boys,New Hampshire,Gymnastics,,26
2017-18,Boys,New Mexico,Cross Country,116.0,1572
2017-18,Boys,New Mexico,Football 11-player,121.0,6698
2017-18,Boys,New Mexico,Golf,79.0,661
2017-18,Boys,New York,Cross Country,585.0,10388
2017-18,Boys,New York,Football 11-player,536.0,30210
2017-18,Boys,New York,Golf,545.0,6698
2017-18,Boys,New York,Gymnastics,,4
2017-18,Boys,North Carolina,Cross Country,386.0,6632
2017-18,Boys,North Carolina,Football 11-player,378.0,28600
2017-18,Boys,North Carolina,Golf,361.0,3009
2017-18,Boys,North Dakota,Cross Country,108.0,695
2017-18,Boys,North Dakota,Football 11-player,86.0,2954
2017-18,Boys,North Dakota,Golf,131.0,929
2017-18,Boys,Ohio,Cross Country,729.0,12809
2017-18,Boys,Ohio,Football 11-player,713.0,42637
2017-18,Boys,Ohio,Golf,693.0,7491
2017-18,Boys,Ohio,Gymnastics,,99
2017-18,Boys,Oklahoma,Cross Country,282.0,3349
2017-18,Boys,Oklahoma,Football 11-player,259.0,14075
2017-18,Boys,Oklahoma,Golf,217.0,1625
2017-18,Boys,Oregon,Cross Country,228.0,3928
2017-18,Boys,Oregon,Football 11-player,196.0,11708
2017-18,Boys,Oregon,Golf,162.0,1464
2017-18,Boys,Pennsylvania,Cross Country,572.0,11440
2017-18,Boys,Pennsylvania,Football 11-player,569.0,25605
2017-18,Boys,Pennsylvania,Golf,515.0,5150
2017-18,Boys,Rhode Island,Cross Country,46.0,966
2017-18,Boys,Rhode Island,Football 11-player,42.0,2798
2017-18,Boys,Rhode Island,Golf,37.0,430
2017-18,Boys,South Carolina,Cross Country,174.0,3478
2017-18,Boys,South Carolina,Football 11-player,205.0,18204
2017-18,Boys,South Carolina,Golf,157.0,1637
2017-18,Boys,South Dakota,Cross Country,159.0,1054
