survey_year,gender,state,sport,schools,participants
1998-99,Girls,Alabama,Basketball,389.0,5891.0
1998-99,Girls,Alaska,Basketball,94.0,1471.0
1998-99,Girls,Alaska,Competitive Spirit Squads,21.0,324.0
1998-99,Girls,Arizona,Competitive Spirit Squads,22.0,407.0
1998-99,Girls,Arkansas,Basketball,299.0,5408.0
1998-99,Girls,Arkansas,Cross Country,63.0,2114.0
1998-99,Girls,California,Basketball,1098.0,30979.0
1998-99,Girls,California,Competitive Spirit Squads,438.0,
1998-99,Girls,California,Cross Country,10.0,401.0
1998-99,Girls,Colorado,Basketball,29.0,7233.0
1998-99,Girls,Colorado,Competitive Spirit Squads,,2488.0
1998-99,Girls,Colorado,Cross Country,71.0,2875.0
1998-99,Girls,Connecticut,Cross Country,39.0,
1998-99,Girls,Connecticut,Basketball,,966.0
1998-99,Girls,Delaware,Competitive Spirit Squads,,132.0
1998-99,Girls,District of Columbia,Basketball,43.0,200.0
1998-99,Girls,Florida,Basketball,420.0,9708.0
1998-99,Girls,Georgia,Basketball,343.0,8855.0
1998-99,Girls,Georgia,Competitive Spirit Squads,219.0,4051.0
1998-99,Girls,Hawaii,Basketball,173.0,4094.0
1998-99,Girls,Illinois,Basketball,,42510.0
1998-99,Girls,Indiana,Basketball,38.0,
1998-99,Girls,Indiana,Competitive Spirit Squads,,883.0
1998-99,Girls,Louisiana,Basketball,376.0,9400.0
1998-99,Girls,Louisiana,Competitive Spirit Squads,,1253.0
1998-99,Girls,Louisiana,Cross Country,79.0,2947.0
1998-99,Girls,Maryland,Basketball,176.0,4518.0
1998-99,Girls,Maryland,Cross Country,190.0,8447.0
1998-99,Girls,Massachusetts,Basketball,319.0,9830.0
1998-99,Girls,Massachusetts,Competitive Spirit Squads,265.0,2059.0
1998-99,Girls,Michigan,Basketball,442.0,12673.0
1998-99,Girls,Minnesota,Basketball,,5612.0
1998-99,Girls,Minnesota,Competitive Spirit Squads,130.0,2500.0
1998-99,Girls,Mississippi,Basketball,260.0,
1998-99,Girls,Mississippi,Competitive Spirit Squads,24.0,4400.0
1998-99,Girls,Mississippi,Cross Country,21.0,858.0
1998-99,Girls,Montana,Basketball,329.0,7462.0
1998-99,Girls,Nebraska,Basketball,,2225.0
1998-99,Girls,Nebraska,Cross Country,,1944.0
1998-99,Girls,Nebraska,Competitive Spirit Squads,14.0,1454.0
1998-99,Girls,New Hampshire,Basketball,86.0,
1998-99,Girls,New Hampshire,Cross Country,,9409.0
1998-99,Girls,New Hampshire,Competitive Spirit Squads,111.0,865.0
1998-99,Girls,North Carolina,Basketball,460.0,3466.0
1998-99,Girls,North Dakota,Cross Country,,1148.0
1998-99,Girls,North Dakota,Basketball,781.0,18424.0
1998-99,Girls,Ohio,Basketball,,9790.0
1998-99,Girls,Ohio,Competitive Spirit Squads,184.0,3009.0
1998-99,Girls,Oklahoma,Competitive Spirit Squads,254.0,4790.0
1998-99,Girls,Oklahoma,Basketball,260.0,6516.0
1998-99,Girls,Oregon,Cross Country,255.0,8925.0
1998-99,Girls,Oregon,Basketball,633.0,18990.0
1998-99,Girls,Pennsylvania,Cross Country,20.0,651.0
1998-99,Girls,Pennsylvania,Basketball,44.0,956.0
1998-99,Girls,Rhode Island,Basketball,,5289.0
1998-99,Girls,Rhode Island,Competitive Spirit Squads,85.0,4929.0
1998-99,Girls,South Carolina,Basketball,196.0,
1998-99,Girls,South Carolina,Competitive Spirit Squads,23.0,256.0
1998-99,Girls,South Dakota,Basketball,176.0,3478.0
1998-99,Girls,South Dakota,Competitive Spirit Squads,,910.0
1998-99,Girls,Tennessee,Basketball,1473.0,70407.0
1998-99,Girls,Tennessee,Competitive Spirit Squads,4175.0,23110.0
1998-99,Girls,Texas,Basketball,,3086.0
1998-99,Girls,Texas,Competitive Spirit Squads,89.0,4748.0
1998-99,Girls,Texas,Cross Country,,1100.0
1998-99,Girls,Vermont,Cross Country,,3046.0
1998-99,Girls,Vermont,Competitive Spirit Squads,259.0,7390.0
1998-99,Girls,Vermont,Basketball,263.0,6385.0
1998-99,Girls,Virginia,Basketball,377.0,10671.0
1998-99,Girls,Washington,Basketball,,2335.0
1998-99,Girls,Washington,Competitive Spirit Squads,129.0,2476.0
1998-99,Girls,West Virginia,Basketball,133.0,
1998-99,Girls,Wisconsin,Basketball,,42462.0
1998-99,Girls,Wyoming,Basketball,,4651.0
1998-99,Girls,Wyoming,Competitive Spirit Squads,,64.0
1998-99,Girls,Alabama,Gymnastics,20.0,391.0
1998-99,Girls,Alaska,Golf,,550.0
