year	county	mode	nb_hh	avg_spending_annual_county	tax_rate	alpha	pop_density	rent	wage	min_dist0	presence_state0	tot_empl0	tot_size0	presence_county0
1999	1001	3	16003	7638.225	.0675	-6.697828	74.05457	2.838649	13601.53763	340.6355	0	0	0	0
1999	1001	1	16003	7638.225	.0675	-8.776512	74.05457	2.838649	13601.53763	340.6355	0	0	0	0
1999	1001	2	16003	7638.225	.0675	-6.616252	74.05457	2.838649	13601.53763	340.6355	0	0	0	0
2000	1001	3	16003	6972.268	.0675	-5.683049	74.05457	2.929559	14014.26433	340.6355	0	0	0	0
2000	1001	2	16003	6972.268	.0675	-5.598649	74.05457	2.929559	14014.26433	340.6355	0	0	0	0
2000	1001	1	16003	6972.268	.0675	-7.837944	74.05457	2.929559	14014.26433	340.6355	0	0	0	0
2001	1001	3	17830	5145.257	.0675	-5.273913	75.51477	2.983155	14250.32561	340.6355	0	0	0	0
2001	1001	1	17830	5145.257	.0675	-7.469936	75.51477	2.983155	14250.32561	340.6355	0	0	0	0
2001	1001	2	17830	5145.257	.0675	-5.186574	75.51477	2.983155	14250.32561	340.6355	0	0	0	0
2002	1001	2	17883	6358.871	.0675	-4.590533	77.23067	2.964523	14653.88798	340.6355	0	0	0	0
2002	1001	1	17883	6358.871	.0675	-6.893754	77.23067	2.964523	14653.88798	340.6355	0	0	0	0
2002	1001	3	17883	6358.871	.0675	-4.680684	77.23067	2.964523	14653.88798	340.6355	0	0	0	0
2003	1001	2	18044	6699.532	.0675	-4.093772	78.72956	2.966536	15285.10341	340.6355	0	0	0	0
2003	1001	1	18044	6699.532	.0675	-6.412383	78.72956	2.966536	15285.10341	340.6355	0	0	0	0
2003	1001	3	18044	6699.532	.0675	-4.183296	78.72956	2.966536	15285.10341	340.6355	0	0	0	0
2004	1001	2	18002	5749.943	.0675	-3.643351	81.36398	2.985278	15801.82652	340.6355	0	0	0	0
2004	1001	1	18002	5749.943	.0675	-5.985443	81.36398	2.985278	15801.82652	340.6355	0	0	0	0
2004	1001	3	18002	5749.943	.0675	-3.732144	81.36398	2.985278	15801.82652	340.6355	0	0	0	0
2005	1001	2	18060	8877.26	.0675	-3.317707	83.56773	3.007108	16535.76762	340.6355	0	0	0	0
2005	1001	1	18060	8877.26	.0675	-5.654822	83.56773	3.007108	16535.76762	340.6355	0	0	0	0
2005	1001	3	18060	8877.26	.0675	-3.405386	83.56773	3.007108	16535.76762	340.6355	0	0	0	0
2006	1001	2	18926	6973.857	.0675	-2.83274	86.34682	3.101066	17787.05164	340.6355	0	0	0	0
2006	1001	3	18926	6973.857	.0675	-2.925604	86.34682	3.101066	17787.05164	340.6355	0	0	0	0
2006	1001	1	18926	6973.857	.0675	-5.144703	86.34682	3.101066	17787.05164	340.6355	0	0	0	0
2007	1001	3	18275	7173.7	.0675	-2.806989	88.1586	3.185087	17871.87669	340.6355	0	0	0	0
2007	1001	2	18275	7173.7	.0675	-2.608268	88.1586	3.185087	17871.87669	340.6355	0	0	0	0
2007	1001	1	18275	7173.7	.0675	-4.719836	88.1586	3.185087	17871.87669	340.6355	0	0	0	0
2008	1001	1	18373	7457.331	.0639757	-4.406807	89.62553	3.248452	18463.00014	340.6355	0	0	0	0
2008	1001	3	18373	7457.331	.0639757	-2.818897	89.62553	3.248452	18463.00014	340.6355	0	0	0	0
2008	1001	2	18373	7457.331	.0639757	-2.547041	89.62553	3.248452	18463.00014	340.6355	0	0	0	0
2009	1001	2	18288	6513.383	.0644618	-2.151931	91.0689	3.335236	19568.71416	340.6355	0	0	0	0
2009	1001	3	18288	6513.383	.0644618	-2.37661	91.0689	3.335236	19568.71416	340.6355	0	0	0	0
2009	1001	1	18288	6513.383	.0644618	-3.997192	91.0689	3.335236	19568.71416	340.6355	0	0	0	0
2010	1001	3	19718	7298.114	.0644271	-2.342113	89.4203	3.238957	19737.73843	340.6355	0	0	0	0
2010	1001	2	19718	7298.114	.0644271	-2.115258	89.4203	3.238957	19737.73843	340.6355	0	0	0	0
2010	1001	1	19718	7298.114	.0644271	-3.590153	89.4203	3.238957	19737.73843	340.6355	0	0	0	0
2011	1001	2	19998	6335.055	.0653125	-1.916734	90.7476	3.242645	19082.32171	340.6355	0	0	0	0
2011	1001	3	19998	6335.055	.0653125	-2.418403	90.7476	3.242645	19082.32171	340.6355	0	0	0	0
2011	1001	1	19998	6335.055	.0653125	-3.223585	90.7476	3.242645	19082.32171	340.6355	0	0	0	0
2012	1001	1	19934	5799.076	.0657292	-2.889859	91.83433	3.306121	19356.05629	192.6931	0	0	0	0
2012	1001	3	19934	5799.076	.0657292	-2.337824	91.83433	3.306121	19356.05629	192.6931	0	0	0	0
2012	1001	2	19934	5799.076	.0657292	-1.695361	91.83433	3.306121	19356.05629	192.6931	0	0	0	0
2013	1001	3	20071	5229.949	.0658854	-1.954468	92.36761	3.368379	19581.36529	192.6931	0	0	0	0
2013	1001	1	20071	5229.949	.0658854	-2.493384	92.36761	3.368379	19581.36529	192.6931	0	0	0	0
2013	1001	2	20071	5229.949	.0658854	-1.493929	92.36761	3.368379	19581.36529	192.6931	0	0	0	0
2014	1001	1	20304	4605.145	.0659375	-2.287995	92.75285	3.422493	19467.68667	151.2171	0	0	0	0
2014	1001	2	20304	4605.145	.0659375	-1.464575	92.75285	3.422493	19467.68667	151.2171	0	0	0	0
2014	1001	3	20304	4605.145	.0659375	-1.895329	92.75285	3.422493	19467.68667	151.2171	0	0	0	0
2015	1001	3	20396	5163.684	.0666667	-1.642247	92.89584	3.460419	19715.55972	151.2171	0	0	0	0
2015	1001	2	20396	5163.684	.0666667	-1.229538	92.89584	3.460419	19715.55972	151.2171	0	0	0	0
2015	1001	1	20396	5163.684	.0666667	-1.889256	92.89584	3.460419	19715.55972	151.2171	0	0	0	0
2016	1001	1	20800	6226.491	.0666667	-1.744551	92.60648	3.373853	20332.51038	151.2171	0	0	0	0
2016	1001	2	20800	6226.491	.0666667	-1.334661	92.60648	3.373853	20332.51038	151.2171	0	0	0	0
2016	1001	3	20800	6226.491	.0666667	-1.576198	92.60648	3.373853	20332.51038	151.2171	0	0	0	0
2017	1001	1	21089	6945.75	.0666667	-1.223881	92.9675	3.3016	20786.37164	151.2171	0	0	0	0
2017	1001	2	21089	6945.75	.0666667	-.9824343	92.9675	3.3016	20786.37164	151.2171	0	0	0	0
2017	1001	3	21089	6945.75	.0666667	-1.224259	92.9675	3.3016	20786.37164	151.2171	0	0	0	0
2018	1001	1	21383	7748.094	.0666667	-.7046191	93.32993	3.286958	21250.36707	151.2171	0	0	0	0
2018	1001	2	21383	7748.094	.0666667	-.6669188	93.32993	3.286958	21250.36707	151.2171	0	0	0	0
2018	1001	3	21383	7748.094	.0666667	-.9089227	93.32993	3.286958	21250.36707	151.2171	0	0	0	0
1999	1003	2	55336	7562.369	.0691715	-6.705334	88.90664	3.289609	13375.26371	486.3275	0	0	0	0
1999	1003	1	55336	7562.369	.0691715	-8.722097	88.90664	3.289609	13375.26371	486.3275	0	0	0	0
1999	1003	3	55336	7562.369	.0691715	-6.786909	88.90664	3.289609	13375.26371	486.3275	0	0	0	0
2000	1003	3	55336	6921.703	.0691715	-5.772131	88.90664	3.382896	13646.86798	486.3275	0	0	0	0
2000	1003	1	55336	6921.703	.0691715	-7.783529	88.90664	3.382896	13646.86798	486.3275	0	0	0	0
2000	1003	2	55336	6921.703	.0691715	-5.687731	88.90664	3.382896	13646.86798	486.3275	0	0	0	0
2001	1003	1	63694	5335.208	.0691715	-7.352051	91.12896	3.420169	14481.10509	486.3275	0	0	0	0
2001	1003	2	63694	5335.208	.0691715	-5.202314	91.12896	3.420169	14481.10509	486.3275	0	0	0	0
2001	1003	3	63694	5335.208	.0691715	-5.289654	91.12896	3.420169	14481.10509	486.3275	0	0	0	0
2002	1003	1	63879	6336.688	.0691715	-6.78214	93.06759	3.471937	15433.34205	486.3275	0	0	0	0
2002	1003	3	63879	6336.688	.0691715	-4.696231	93.06759	3.471937	15433.34205	486.3275	0	0	0	0
2002	1003	2	63879	6336.688	.0691715	-4.606081	93.06759	3.471937	15433.34205	486.3275	0	0	0	0
2003	1003	2	64458	6897.645	.0691715	-4.113648	95.30186	3.475228	15899.43568	486.3275	0	0	0	0
2003	1003	1	64458	6897.645	.0691715	-6.305605	95.30186	3.475228	15899.43568	486.3275	0	0	0	0
2003	1003	3	64458	6897.645	.0691715	-4.203173	95.30186	3.475228	15899.43568	486.3275	0	0	0	0
2004	1003	3	64306	5974.525	.0691715	-3.757491	98.29411	3.558404	16039.97148	486.3275	0	0	0	0
2004	1003	2	64306	5974.525	.0691715	-3.668697	98.29411	3.558404	16039.97148	486.3275	0	0	0	0
2004	1003	1	64306	5974.525	.0691715	-5.884004	98.29411	3.558404	16039.97148	486.3275	0	0	0	0
2005	1003	2	64512	9035.633	.0691715	-3.335018	102.016	3.664665	16941.09001	486.3275	0	0	0	0
2005	1003	3	64512	9035.633	.0691715	-3.422698	102.016	3.664665	16941.09001	486.3275	0	0	0	0
2005	1003	1	64512	9035.633	.0691715	-5.549558	102.016	3.664665	16941.09001	486.3275	0	0	0	0
2006	1003	3	70427	6888.777	.0691957	-2.878828	105.7511	3.742444	18031.07804	486.3275	0	0	0	0
2006	1003	1	70427	6888.777	.0691957	-4.990603	105.7511	3.742444	18031.07804	486.3275	0	0	0	0
2006	1003	2	70427	6888.777	.0691957	-2.785964	105.7511	3.742444	18031.07804	486.3275	0	0	0	0
2007	1003	1	68495	7345.837	.0698478	-4.637723	108.4452	3.7561	18361.69038	486.3275	0	0	0	0
2007	1003	2	68495	7345.837	.0698478	-2.62211	108.4452	3.7561	18361.69038	486.3275	0	0	0	0
2007	1003	3	68495	7345.837	.0698478	-2.820831	108.4452	3.7561	18361.69038	486.3275	0	0	0	0
2008	1003	3	69378	7414.968	.0668961	-2.757833	110.5983	3.916366	19277.3629	486.3275	0	0	0	0
2008	1003	1	69378	7414.968	.0668961	-4.275669	110.5983	3.916366	19277.3629	486.3275	0	0	0	0
2008	1003	2	69378	7414.968	.0668961	-2.485977	110.5983	3.916366	19277.3629	486.3275	0	0	0	0
2009	1003	1	68497	6559.907	.0670169	-3.942948	112.8496	3.886462	19794.93928	486.3275	0	0	0	0
2009	1003	3	68497	6559.907	.0670169	-2.378763	112.8496	3.886462	19794.93928	486.3275	0	0	0	0
2009	1003	2	68497	6559.907	.0670169	-2.154084	112.8496	3.886462	19794.93928	486.3275	0	0	0	0
2010	1003	1	69476	7467.511	.0731582	-3.493015	110.5757	3.730304	19985.11187	486.3275	0	0	0	0
2010	1003	2	69476	7467.511	.0731582	-2.074164	110.5757	3.730304	19985.11187	486.3275	0	0	0	0
2010	1003	3	69476	7467.511	.0731582	-2.30102	110.5757	3.730304	19985.11187	486.3275	0	0	0	0
2011	1003	2	70757	6396.677	.0770743	-1.865116	112.9232	3.697958	19718.98439	486.3275	0	0	0	0
2011	1003	1	70757	6396.677	.0770743	-3.135809	112.9232	3.697958	19718.98439	486.3275	0	0	0	0
2011	1003	3	70757	6396.677	.0770743	-2.366785	112.9232	3.697958	19718.98439	486.3275	0	0	0	0
2012	1003	1	72751	5846.731	.0769384	-2.758193	115.2524	3.762382	20020.20417	343.0326	0	0	0	0
2012	1003	3	72751	5846.731	.0769384	-2.246254	115.2524	3.762382	20020.20417	343.0326	0	0	0	0
2012	1003	2	72751	5846.731	.0769384	-1.603792	115.2524	3.762382	20020.20417	343.0326	0	0	0	0
2013	1003	1	73283	5173.505	.0769565	-2.327347	117.698	3.809795	20671.59798	343.0326	0	0	0	0
2013	1003	2	73283	5173.505	.0769565	-1.390098	117.698	3.809795	20671.59798	343.0326	0	0	0	0
2013	1003	3	73283	5173.505	.0769565	-1.850637	117.698	3.809795	20671.59798	343.0326	0	0	0	0
2014	1003	3	73058	4500.06	.0769928	-1.77223	120.2714	3.898584	21101.98105	295.4423	0	0	0	0
2014	1003	2	73058	4500.06	.0769928	-1.341476	120.2714	3.898584	21101.98105	295.4423	0	0	0	0
2014	1003	1	73058	4500.06	.0769928	-2.125876	120.2714	3.898584	21101.98105	295.4423	0	0	0	0
2015	1003	2	74104	5067.692	.0769928	-1.139479	122.7346	3.938593	20796.30299	295.4423	0	0	0	0
2015	1003	1	74104	5067.692	.0769928	-1.763554	122.7346	3.938593	20796.30299	295.4423	0	0	0	0
2015	1003	3	74104	5067.692	.0769928	-1.552188	122.7346	3.938593	20796.30299	295.4423	0	0	0	0
2016	1003	1	75149	6274.019	.0771014	-1.626995	125.4953	3.975267	21187.13177	295.4423	0	0	0	0
2016	1003	3	75149	6274.019	.0771014	-1.491363	125.4953	3.975267	21187.13177	295.4423	0	0	0	0
2016	1003	2	75149	6274.019	.0771014	-1.249825	125.4953	3.975267	21187.13177	295.4423	0	0	0	0
2017	1003	3	75804	6973.301	.0771014	-1.14084	127.266	4.023293	21734.02436	266.7411	0	0	0	0
2017	1003	2	75804	6973.301	.0771014	-.8990152	127.266	4.023293	21734.02436	266.7411	0	0	0	0
2017	1003	1	75804	6973.301	.0771014	-1.107441	127.266	4.023293	21734.02436	266.7411	0	0	0	0
2018	1003	1	76464	7750.525	.0771014	-.6239004	129.0616	4.138432	22295.03514	266.7411	0	0	0	0
2018	1003	2	76464	7750.525	.0771014	-.6005964	129.0616	4.138432	22295.03514	266.7411	0	0	0	0
2018	1003	3	76464	7750.525	.0771014	-.8426004	129.0616	4.138432	22295.03514	266.7411	0	0	0	0
1999	1005	3	10409	6121.307	.07625	-6.632121	32.78976	3.165274	13430.88163	378.7589	0	0	0	0
1999	1005	1	10409	6121.307	.07625	-8.779713	32.78976	3.165274	13430.88163	378.7589	0	0	0	0
1999	1005	2	10409	6121.307	.07625	-6.550546	32.78976	3.165274	13430.88163	378.7589	0	0	0	0
2000	1005	1	10409	4911.379	.07625	-7.841144	32.78976	3.273254	14182.34564	378.7589	0	0	0	0
2000	1005	2	10409	4911.379	.07625	-5.532943	32.78976	3.273254	14182.34564	378.7589	0	0	0	0
2000	1005	3	10409	4911.379	.07625	-5.617343	32.78976	3.273254	14182.34564	378.7589	0	0	0	0
2001	1005	2	10107	4065.636	.07625	-5.105325	32.61798	3.20887	13717.26421	378.7589	0	0	0	0
2001	1005	1	10107	4065.636	.07625	-7.503632	32.61798	3.20887	13717.26421	378.7589	0	0	0	0
2001	1005	3	10107	4065.636	.07625	-5.192665	32.61798	3.20887	13717.26421	378.7589	0	0	0	0
2002	1005	3	10136	4949.117	.07625	-4.594036	32.38066	3.253222	14453.9521	378.7589	0	0	0	0
2002	1005	2	10136	4949.117	.07625	-4.503885	32.38066	3.253222	14453.9521	378.7589	0	0	0	0
2002	1005	1	10136	4949.117	.07625	-6.938761	32.38066	3.253222	14453.9521	378.7589	0	0	0	0
2003	1005	1	10228	4948.577	.07625	-6.468615	32.31399	3.241278	14428.31193	378.7589	0	0	0	0
2003	1005	2	10228	4948.577	.07625	-4.00254	32.31399	3.241278	14428.31193	378.7589	0	0	0	0
2003	1005	3	10228	4948.577	.07625	-4.092064	32.31399	3.241278	14428.31193	378.7589	0	0	0	0
2004	1005	1	10203	4247.875	.07625	-6.054483	31.96705	3.342838	15140.03952	378.7589	0	0	0	0
2004	1005	2	10203	4247.875	.07625	-3.550305	31.96705	3.342838	15140.03952	378.7589	0	0	0	0
2004	1005	3	10203	4247.875	.07625	-3.639099	31.96705	3.342838	15140.03952	378.7589	0	0	0	0
2005	1005	2	10236	6425.242	.07625	-3.235713	31.67322	3.434227	15663.54497	378.7589	0	0	0	0
2005	1005	1	10236	6425.242	.07625	-5.748131	31.67322	3.434227	15663.54497	378.7589	0	0	0	0
2005	1005	3	10236	6425.242	.07625	-3.323393	31.67322	3.434227	15663.54497	378.7589	0	0	0	0
2006	1005	2	9368	5227.373	.07625	-2.71916	31.48562	3.468424	17132.50394	378.7589	0	0	0	0
2006	1005	1	9368	5227.373	.07625	-5.244184	31.48562	3.468424	17132.50394	378.7589	0	0	0	0
2006	1005	3	9368	5227.373	.07625	-2.812024	31.48562	3.468424	17132.50394	378.7589	0	0	0	0
2007	1005	2	10491	5333.992	.0777083	-2.481752	31.3681	3.435874	17136.74471	378.7589	0	0	0	0
2007	1005	1	10491	5333.992	.0777083	-4.786538	31.3681	3.435874	17136.74471	378.7589	0	0	0	0
2007	1005	3	10491	5333.992	.0777083	-2.680474	31.3681	3.435874	17136.74471	378.7589	0	0	0	0
2008	1005	1	10527	5639.904	.0665365	-4.534361	31.42573	3.585462	16804.9939	378.7589	0	0	0	0
2008	1005	2	10527	5639.904	.0665365	-2.447298	31.42573	3.585462	16804.9939	378.7589	0	0	0	0
2008	1005	3	10527	5639.904	.0665365	-2.719154	31.42573	3.585462	16804.9939	378.7589	0	0	0	0
2009	1005	3	10645	4764.183	.0661458	-2.52009	31.25508	3.606594	17703.7969	378.7589	0	0	0	0
2009	1005	1	10645	4764.183	.0661458	-4.177379	31.25508	3.606594	17703.7969	378.7589	0	0	0	0
2009	1005	2	10645	4764.183	.0661458	-2.295411	31.25508	3.606594	17703.7969	378.7589	0	0	0	0
2010	1005	3	9795	5469.777	.0660417	-2.190496	31.30255	3.471745	18830.42997	378.7589	0	0	0	0
2010	1005	1	9795	5469.777	.0660417	-3.705475	31.30255	3.471745	18830.42997	378.7589	0	0	0	0
2010	1005	2	9795	5469.777	.0660417	-1.96364	31.30255	3.471745	18830.42997	378.7589	0	0	0	0
2011	1005	1	9589	4890.517	.0668403	-3.312322	31.12964	3.469244	18297.77781	378.7589	0	0	0	0
2011	1005	3	9589	4890.517	.0668403	-2.237142	31.12964	3.469244	18297.77781	378.7589	0	0	0	0
2011	1005	2	9589	4890.517	.0668403	-1.735473	31.12964	3.469244	18297.77781	378.7589	0	0	0	0
2012	1005	3	9423	4314.061	.0689062	-2.138236	31.04263	3.544134	18481.16353	222.652	0	0	0	0
2012	1005	1	9423	4314.061	.0689062	-2.913972	31.04263	3.544134	18481.16353	222.652	0	0	0	0
2012	1005	2	9423	4314.061	.0689062	-1.495774	31.04263	3.544134	18481.16353	222.652	0	0	0	0
2013	1005	3	9200	4028.375	.073099	-1.767113	30.87537	3.57829	18618.00861	222.652	0	0	0	0
2013	1005	1	9200	4028.375	.073099	-2.518477	30.87537	3.57829	18618.00861	222.652	0	0	0	0
2013	1005	2	9200	4028.375	.073099	-1.306574	30.87537	3.57829	18618.00861	222.652	0	0	0	0
2014	1005	1	9145	3669.144	.073375	-2.272142	30.64709	3.615695	18818.5382	143.889	0	0	0	0
2014	1005	2	9145	3669.144	.073375	-1.265772	30.64709	3.615695	18818.5382	143.889	0	0	0	0
2014	1005	3	9145	3669.144	.073375	-1.696526	30.64709	3.615695	18818.5382	143.889	0	0	0	0
2015	1005	2	9222	4127.335	.0740625	-1.043796	30.43576	3.732519	18922.63616	143.889	0	0	0	0
2015	1005	1	9222	4127.335	.0740625	-1.885538	30.43576	3.732519	18922.63616	143.889	0	0	0	0
2015	1005	3	9222	4127.335	.0740625	-1.456505	30.43576	3.732519	18922.63616	143.889	0	0	0	0
2016	1005	1	9122	4831.166	.0746875	-1.755123	30.0764	3.714713	18840.6966	143.889	0	0	0	0
2016	1005	3	9122	4831.166	.0746875	-1.39655	30.0764	3.714713	18840.6966	143.889	0	0	0	0
2016	1005	2	9122	4831.166	.0746875	-1.155012	30.0764	3.714713	18840.6966	143.889	0	0	0	0
2017	1005	2	8882	5442.992	.0746875	-.8015691	29.8461	3.759528	19189.3572	139.1189	0	0	0	0
2017	1005	1	8882	5442.992	.0746875	-1.232409	29.8461	3.759528	19189.3572	139.1189	0	0	0	0
2017	1005	3	8882	5442.992	.0746875	-1.043394	29.8461	3.759528	19189.3572	139.1189	0	0	0	0
2018	1005	3	8649	6132.298	.0746875	-.7376665	29.61756	3.867053	19544.46466	139.1189	0	0	0	0
2018	1005	1	8649	6132.298	.0746875	-.7349772	29.61756	3.867053	19544.46466	139.1189	0	0	0	0
2018	1005	2	8649	6132.298	.0746875	-.4956627	29.61756	3.867053	19544.46466	139.1189	0	0	0	0
1999	1007	1	7421	6291.189	.075625	-8.785096	31.98464	3.076194	13547.24354	315.4292	0	0	0	0
1999	1007	3	7421	6291.189	.075625	-6.681865	31.98464	3.076194	13547.24354	315.4292	0	0	0	0
1999	1007	2	7421	6291.189	.075625	-6.600289	31.98464	3.076194	13547.24354	315.4292	0	0	0	0
2000	1007	2	7421	5627.948	.075625	-5.582686	31.98464	3.16836	13955.4138	315.4292	0	0	0	0
2000	1007	3	7421	5627.948	.075625	-5.667086	31.98464	3.16836	13955.4138	315.4292	0	0	0	0
2000	1007	1	7421	5627.948	.075625	-7.846528	31.98464	3.16836	13955.4138	315.4292	0	0	0	0
2001	1007	3	7342	4478.083	.075625	-5.264527	33.77558	3.145864	14392.65401	315.4292	0	0	0	0
2001	1007	1	7342	4478.083	.075625	-7.529726	33.77558	3.145864	14392.65401	315.4292	0	0	0	0
2001	1007	2	7342	4478.083	.075625	-5.177187	33.77558	3.145864	14392.65401	315.4292	0	0	0	0
2002	1007	2	7364	5512.871	.075625	-4.575212	34.05024	3.18399	15037.37012	315.4292	0	0	0	0
2002	1007	3	7364	5512.871	.075625	-4.665362	34.05024	3.18399	15037.37012	315.4292	0	0	0	0
2002	1007	1	7364	5512.871	.075625	-6.957654	34.05024	3.18399	15037.37012	315.4292	0	0	0	0
2003	1007	2	7431	5812.705	.075625	-4.065817	34.37149	3.205909	16038.14676	315.4292	0	0	0	0
2003	1007	1	7431	5812.705	.075625	-6.478481	34.37149	3.205909	16038.14676	315.4292	0	0	0	0
2003	1007	3	7431	5812.705	.075625	-4.155342	34.37149	3.205909	16038.14676	315.4292	0	0	0	0
2004	1007	2	7412	4910.391	.075625	-3.615376	34.88869	3.295729	16549.41624	315.4292	0	0	0	0
2004	1007	3	7412	4910.391	.075625	-3.704169	34.88869	3.295729	16549.41624	315.4292	0	0	0	0
2004	1007	1	7412	4910.391	.075625	-6.06026	34.88869	3.295729	16549.41624	315.4292	0	0	0	0
2005	1007	3	7436	7395.979	.075625	-3.370303	35.40429	3.38438	17125.82127	315.4292	0	0	0	0
2005	1007	1	7436	7395.979	.075625	-5.728713	35.40429	3.38438	17125.82127	315.4292	0	0	0	0
2005	1007	2	7436	7395.979	.075625	-3.282624	35.40429	3.38438	17125.82127	315.4292	0	0	0	0
2006	1007	2	7050	6020.554	.075625	-2.826709	35.49584	3.396966	17669.29466	315.4292	0	0	0	0
2006	1007	3	7050	6020.554	.075625	-2.919573	35.49584	3.396966	17669.29466	315.4292	0	0	0	0
2006	1007	1	7050	6020.554	.075625	-5.285541	35.49584	3.396966	17669.29466	315.4292	0	0	0	0
2007	1007	2	7394	6188.734	.080625	-2.578882	36.04035	3.358209	17657.12747	315.4292	0	0	0	0
2007	1007	3	7394	6188.734	.080625	-2.777602	36.04035	3.358209	17657.12747	315.4292	0	0	0	0
2007	1007	1	7394	6188.734	.080625	-4.83211	36.04035	3.358209	17657.12747	315.4292	0	0	0	0
2008	1007	1	7816	6630.328	.0798932	-4.483091	36.46921	3.476925	18419.33315	315.4292	0	0	0	0
2008	1007	2	7816	6630.328	.0798932	-2.496236	36.46921	3.476925	18419.33315	315.4292	0	0	0	0
2008	1007	3	7816	6630.328	.0798932	-2.768091	36.46921	3.476925	18419.33315	315.4292	0	0	0	0
2009	1007	1	7525	5904.808	.0798307	-4.200896	36.84827	3.544772	19143.91756	315.4292	0	0	0	0
2009	1007	2	7525	5904.808	.0798307	-2.339046	36.84827	3.544772	19143.91756	315.4292	0	0	0	0
2009	1007	3	7525	5904.808	.0798307	-2.563726	36.84827	3.544772	19143.91756	315.4292	0	0	0	0
2010	1007	1	7441	6626.053	.0776562	-3.631236	36.31662	3.307051	19328.17791	315.4292	0	0	0	0
2010	1007	3	7441	6626.053	.0776562	-2.27877	36.31662	3.307051	19328.17791	315.4292	0	0	0	0
2010	1007	2	7441	6626.053	.0776562	-2.051915	36.31662	3.307051	19328.17791	315.4292	0	0	0	0
2011	1007	2	7225	5564.968	.0786588	-1.878834	36.53506	3.362393	18915.17671	315.4292	0	0	0	0
2011	1007	3	7225	5564.968	.0786588	-2.380503	36.53506	3.362393	18915.17671	315.4292	0	0	0	0
2011	1007	1	7225	5564.968	.0786588	-3.356973	36.53506	3.362393	18915.17671	315.4292	0	0	0	0
2012	1007	3	7386	4990.884	.079375	-2.241875	36.57201	3.51882	19411.39989	179.597	0	0	0	0
2012	1007	1	7386	4990.884	.079375	-2.971831	36.57201	3.51882	19411.39989	179.597	0	0	0	0
2012	1007	2	7386	4990.884	.079375	-1.599413	36.57201	3.51882	19411.39989	179.597	0	0	0	0
2013	1007	1	7091	4510.051	.079375	-2.526299	36.54791	3.559857	19517.00915	179.597	0	0	0	0
2013	1007	2	7091	4510.051	.079375	-1.360152	36.54791	3.559857	19517.00915	179.597	0	0	0	0
2013	1007	3	7091	4510.051	.079375	-1.820691	36.54791	3.559857	19517.00915	179.597	0	0	0	0
2014	1007	1	7078	4164.124	.079375	-2.252364	36.38568	3.664382	19724.06511	166.4449	0	0	0	0
2014	1007	3	7078	4164.124	.079375	-1.764231	36.38568	3.664382	19724.06511	166.4449	0	0	0	0
2014	1007	2	7078	4164.124	.079375	-1.333477	36.38568	3.664382	19724.06511	166.4449	0	0	0	0
2015	1007	1	7027	4569.142	.0804167	-1.881853	36.30698	3.758117	19882.07082	166.4449	0	0	0	0
2015	1007	2	7027	4569.142	.0804167	-1.122923	36.30698	3.758117	19882.07082	166.4449	0	0	0	0
2015	1007	3	7027	4569.142	.0804167	-1.535633	36.30698	3.758117	19882.07082	166.4449	0	0	0	0
2016	1007	3	7048	5509.743	.0804167	-1.472409	36.25558	3.731012	20414.08976	166.4449	0	0	0	0
2016	1007	2	7048	5509.743	.0804167	-1.230872	36.25558	3.731012	20414.08976	166.4449	0	0	0	0
2016	1007	1	7048	5509.743	.0804167	-1.74337	36.25558	3.731012	20414.08976	166.4449	0	0	0	0
2017	1007	1	6951	6183.336	.0804167	-1.222355	36.21971	3.789888	20879.59157	166.4449	0	0	0	0
2017	1007	2	6951	6183.336	.0804167	-.8784536	36.21971	3.789888	20879.59157	166.4449	0	0	0	0
2017	1007	3	6951	6183.336	.0804167	-1.120278	36.21971	3.789888	20879.59157	166.4449	0	0	0	0
2018	1007	1	6854	6939.282	.0804167	-.738582	36.18387	3.912597	21355.70614	166.4449	0	0	0	0
2018	1007	3	6854	6939.282	.0804167	-.8210017	36.18387	3.912597	21355.70614	166.4449	0	0	0	0
2018	1007	2	6854	6939.282	.0804167	-.5789976	36.18387	3.912597	21355.70614	166.4449	0	0	0	0
1999	1009	3	19265	6872.845	.072375	-6.713248	79.26269	3.178818	13808.83426	242.2571	0	0	0	0
1999	1009	1	19265	6872.845	.072375	-8.720543	79.26269	3.178818	13808.83426	242.2571	0	0	0	0
1999	1009	2	19265	6872.845	.072375	-6.631673	79.26269	3.178818	13808.83426	242.2571	0	0	0	0
2000	1009	3	19265	6550.391	.072375	-5.69847	79.26269	3.277653	14321.22649	242.2571	0	0	0	0
2000	1009	2	19265	6550.391	.072375	-5.61407	79.26269	3.277653	14321.22649	242.2571	0	0	0	0
2000	1009	1	19265	6550.391	.072375	-7.781975	79.26269	3.277653	14321.22649	242.2571	0	0	0	0
2001	1009	1	20131	5074.95	.072375	-7.452804	80.40726	3.242247	15097.93545	242.2571	0	0	0	0
2001	1009	3	20131	5074.95	.072375	-5.292555	80.40726	3.242247	15097.93545	242.2571	0	0	0	0
2001	1009	2	20131	5074.95	.072375	-5.205215	80.40726	3.242247	15097.93545	242.2571	0	0	0	0
2002	1009	3	20190	6210.02	.072375	-4.718298	81.50221	3.276479	15635.55829	242.2571	0	0	0	0
2002	1009	1	20190	6210.02	.072375	-6.88775	81.50221	3.276479	15635.55829	242.2571	0	0	0	0
