gamma,omega,M_m1,M_m2,M_m3,M_m4,Q
-495.0,-53000.0,18614716.95921112,-62078456.85734175,42792798.17880915,-77920387.95738769,9925321665218648.0
-495.0,-52000.0,18664531.346659467,-62085716.460810356,40719944.79790732,-76723859.0462472,9741186735400546.0
-495.0,-51000.0,18714345.734107815,-62092976.06427896,38647091.417005494,-75527330.13510671,9559915273856520.0
-495.0,-50000.0,18764160.121556167,-62100235.66774757,36574238.036103666,-74330801.22396621,9381507280586564.0
-495.0,-49000.0,18813974.509004515,-62107495.27121618,34501384.65520184,-73134272.31282571,9205962755590684.0
-495.0,-48000.0,18863788.896452863,-62114754.87468478,32428531.27430001,-71937743.40168522,9033281698868882.0
-495.0,-47000.0,18913603.28390121,-62122014.478153385,30355677.893398166,-70741214.49054472,8863464110421153.0
-495.0,-46000.0,18963417.671349563,-62129274.08162199,28282824.512496337,-69544685.57940423,8696509990247501.0
-495.0,-45000.0,19013232.05879791,-62136533.685090594,26209971.13159451,-68348156.66826373,8532419338347922.0
-495.0,-44000.0,19063046.44624626,-62143793.2885592,24137117.75069268,-67151627.75712323,8371192154722418.0
-495.0,-43000.0,19112860.833694607,-62151052.8920278,22064264.369790852,-65955098.845982745,8212828439370992.0
-495.0,-42000.0,19162675.221142955,-62158312.49549641,19991410.988889024,-64758569.93484225,8057328192293640.0
-495.0,-41000.0,19212489.608591307,-62165572.09896501,17918557.607987195,-63562041.02370176,7904691413490362.0
-495.0,-40000.0,19262303.996039655,-62172831.702433616,15845704.227085367,-62365512.11256126,7754918102961160.0
-495.0,-39000.0,19312118.383488003,-62180091.30590222,13772850.846183538,-61168983.20142077,7608008260706033.0
-495.0,-38000.0,19361932.77093635,-62187350.909370825,11699997.46528171,-59972454.290280275,7463961886724982.0
-495.0,-37000.0,19411747.158384703,-62194610.51283943,9627144.084379882,-58775925.37913978,7322778981018005.0
-495.0,-36000.0,19461561.54583305,-62201870.11630804,7554290.703478053,-57579396.46799928,7184459543585104.0
-495.0,-35000.0,19511375.9332814,-62209129.719776645,5481437.322576225,-56382867.556858785,7049003574426277.0
-495.0,-34000.0,19561190.320729747,-62216389.32324525,3408583.9416743815,-55186338.64571829,6916411073541526.0
-495.0,-33000.0,19611004.7081781,-62223648.926713854,1335730.560772553,-53989809.7345778,6786682040930850.0
-495.0,-32000.0,19660819.095626447,-62230908.53018246,-737122.8201292679,-52793280.8234373,6660359826646204.0
-495.0,-31000.0,19710633.483074795,-62238168.13365106,-2809976.2010310963,-51596751.91229681,6543710346782084.0
-495.0,-30000.0,19760447.870523144,-62245427.73711967,-4882829.581932932,-50400223.001156315,6438517777469472.0
-495.0,-29000.0,19810262.25797149,-62252687.34058827,-6955682.962834761,-49203694.09001582,6344782118708367.0
-495.0,-28000.0,19860076.645419843,-62259946.944056876,-9028536.343736589,-48007165.17887533,6262503370498769.0
-495.0,-27000.0,19909891.03286819,-62267206.54752548,-11101389.724638417,-46810636.267734826,6191681532840678.0
-495.0,-26000.0,19959705.42031654,-62274466.150994085,-13174243.105540246,-45614107.35659434,6132316605734096.0
-495.0,-25000.0,20009519.807764888,-62281725.75446269,-15247096.486442074,-44417578.44545384,6084408589179020.0
-495.0,-24000.0,20059334.19521324,-62288985.35793129,-17319949.867343903,-43221049.53431335,6047957483175453.0
-495.0,-23000.0,20109148.582661588,-62296244.9613999,-19392803.24824574,-42024520.62317285,6022963287723393.0
-495.0,-22000.0,20158962.970109936,-62303504.5648685,-21465656.629147567,-40827991.712032355,6009426002822840.0
-495.0,-21000.0,20208777.357558284,-62310764.168337114,-23538510.010049395,-39631462.80089186,6007345628473796.0
-495.0,-20000.0,20258591.745006636,-62318023.77180572,-25611363.390951224,-38434933.88975137,6016722164676257.0
-495.0,-19000.0,20308406.132454984,-62325283.37527432,-27684216.771853052,-37238404.97861087,6037555611430227.0
-495.0,-18000.0,20358220.519903332,-62332542.97874293,-29757070.15275488,-36041876.06747037,6069845968735702.0
-495.0,-17000.0,20408034.90735168,-62339802.58221153,-31829923.533656716,-34845347.156329885,6113593236592688.0
-495.0,-16000.0,20457849.29480003,-62347062.185680136,-33902776.914558545,-33648818.24518938,6168797415001180.0
-495.0,-15000.0,20507663.68224838,-62354321.78914874,-35975630.29546037,-32452289.334048893,6235458503961180.0
-495.0,-14000.0,20557478.06969673,-62361581.392617345,-38048483.6763622,-31255760.422908396,6313576503472686.0
-495.0,-13000.0,20607292.457145076,-62368840.99608595,-40121337.05726403,-30059231.5117679,6403151413535700.0
-495.0,-12000.0,20657106.844593424,-62376100.59955455,-42194190.43816586,-28862702.600627407,6504183234150221.0
-495.0,-11000.0,20706921.232041776,-62383360.20302316,-44267043.81906769,-27666173.689486913,6616671965316250.0
-495.0,-10000.0,20756735.619490124,-62390619.80649176,-46339897.199969515,-26469644.77834642,6740617607033786.0
-495.0,-9000.0,20806550.006938472,-62397879.40996037,-48412750.58087134,-25273115.867205925,6876020159302830.0
-495.0,-8000.0,20856364.39438682,-62405139.01342897,-50485603.96177318,-24076586.95606543,7022879622123382.0
-495.0,-7000.0,20906178.78183517,-62412398.61689758,-52558457.34267501,-22880058.044924933,7181195995495442.0
-495.0,-6000.0,20955993.16928352,-62419658.22036619,-54631310.72357684,-21683529.13378444,7350969279419009.0
-495.0,-5000.0,21005807.55673187,-62426917.82383479,-56704164.104478665,-20487000.222643945,7532199473894081.0
-495.0,-4000.0,21055621.944180217,-62434177.427303396,-58777017.48538049,-19290471.31150345,7724886578920663.0
-495.0,-3000.0,21105436.331628565,-62441437.030772,-60849870.86628233,-18093942.400362957,7929030594498752.0
-495.0,-2000.0,21155250.719076917,-62448696.634240605,-62922724.24718416,-16897413.48922246,8144631520628348.0
-495.0,-1000.0,21205065.106525265,-62455956.23770921,-64995577.628085986,-15700884.578081965,8371689357309452.0
-495.0,0.0,21254879.493973613,-62463215.84117781,-67068431.008987814,-14504355.666941471,8610204104542062.0
-495.0,1000.0,21304693.88142196,-62470475.44464642,-69141284.38988964,-13307826.755800977,8860175762326180.0
-495.0,2000.0,21354508.26887031,-62477735.04811502,-71214137.77079147,-12111297.844660481,9121604330661806.0
-495.0,3000.0,21404322.65631866,-62484994.65158363,-73286991.1516933,-10914768.933519987,9394489809548940.0
-495.0,4000.0,21454137.04376701,-62492254.25505223,-75359844.53259513,-9718240.022379491,9678832198987580.0
-495.0,5000.0,21503951.431215357,-62499513.858520836,-77432697.91349696,-8521711.111238997,9974631498977728.0
-495.0,6000.0,21553765.818663705,-62506773.46198944,-79505551.29439878,-7325182.200098502,1.0281887709519384e+16
-495.0,7000.0,21603580.206112057,-62514033.065458044,-81578404.67530063,-6128653.288958008,1.0600600830612548e+16
-495.0,8000.0,21653394.593560405,-62521292.668926656,-83651258.05620246,-4932124.377817513,1.093077086225722e+16
-495.0,9000.0,21703208.981008753,-62528552.27239526,-85724111.43710428,-3735595.4666770194,1.1272397804453398e+16
-495.0,10000.0,21753023.3684571,-62535811.875863865,-87796964.81800611,-2539066.5555365235,1.1625481657201084e+16
-495.0,11000.0,21802837.75590545,-62543071.47933247,-89869818.19890794,-1342537.6443960294,1.1990022420500276e+16
-495.0,12000.0,21852652.1433538,-62550331.082801074,-91942671.57980977,-146008.7332555335,1.2366020094350974e+16
-495.0,13000.0,21902466.53080215,-62557590.68626968,-94015524.9607116,1050520.1778849605,1.275237108610904e+16
-495.0,14000.0,21952280.918250497,-62564850.28973828,-96088378.34161343,2247049.0890254546,1.3147336944098408e+16
-495.0,15000.0,22002095.305698846,-62572109.89320689,-98161231.72251526,3443578.0001659505,1.3550896349768896e+16
-495.0,16000.0,22051909.693147197,-62579369.49667549,-100234085.10341708,4640106.911306445,1.3963049303120496e+16
-495.0,17000.0,22101724.080595545,-62586629.100144096,-102306938.48431891,5836635.822446939,1.4383795804153218e+16
-495.0,18000.0,22151538.468043894,-62593888.7036127,-104379791.86522076,7033164.733587433,1.4813135852867058e+16
-495.0,19000.0,22201352.85549224,-62601148.307081304,-106452645.24612257,8229693.64472793,1.525106944926201e+16
-495.0,20000.0,22251167.24294059,-62608407.91054991,-108525498.62702441,9426222.555868424,1.5697596593338086e+16
-495.0,21000.0,22300981.63038894,-62615667.51401851,-110598352.00792623,10622751.467008919,1.6152717285095272e+16
-495.0,22000.0,22350796.01783729,-62622927.117487125,-112671205.38882807,11819280.378149413,1.6616431524533584e+16
-495.0,23000.0,22400610.405285638,-62630186.72095573,-114744058.76972988,13015809.289289907,1.7088739311653006e+16
-495.0,24000.0,22450424.792733986,-62637446.324424334,-116816912.15063173,14212338.200430404,1.756964064645355e+16
-495.0,25000.0,22500239.180182338,-62644705.92789294,-118889765.53153355,15408867.111570898,1.805913552893521e+16
-495.0,26000.0,22550053.567630686,-62651965.53136154,-120962618.91243538,16605396.022711392,1.8557223959097984e+16
-495.0,27000.0,22599867.955079034,-62659225.13483015,-123035472.29333721,17801924.933851887,1.906390593694188e+16
-495.0,28000.0,22649682.342527382,-62666484.73829875,-125108325.67423904,18998453.84499238,1.9579181462466892e+16
-495.0,29000.0,22699496.729975734,-62673744.341767356,-127181179.05514087,20194982.75613288,2.0103050535673016e+16
-495.0,30000.0,22749311.117424082,-62681003.94523596,-129254032.4360427,21391511.667273372,2.0635513156560264e+16
-495.0,31000.0,22799125.50487243,-62688263.548704565,-131326885.81694454,22588040.578413866,2.1176569325128628e+16
-495.0,32000.0,22848939.89232078,-62695523.15217317,-133399739.19784635,23784569.48955436,2.1726219041378104e+16
-495.0,33000.0,22898754.279769126,-62702782.75564177,-135472592.57874817,24981098.400694855,2.22844623053087e+16
-495.0,34000.0,22948568.66721748,-62710042.35911038,-137545445.95965,26177627.31183535,2.2851299116920416e+16
-495.0,35000.0,22998383.054665826,-62717301.96257898,-139618299.34055185,27374156.222975843,2.3426729476213256e+16
-495.0,36000.0,23048197.442114174,-62724561.56604759,-141691152.72145367,28570685.134116337,2.40107533831872e+16
-495.0,37000.0,23098011.829562522,-62731821.1695162,-143764006.1023555,29767214.04525684,2.460337083784227e+16
-495.0,38000.0,23147826.217010874,-62739080.7729848,-145836859.48325735,30963742.956397332,2.5204581840178464e+16
-495.0,39000.0,23197640.604459222,-62746340.37645341,-147909712.86415917,32160271.867537826,2.581438639019576e+16
-495.0,40000.0,23247454.99190757,-62753599.97992201,-149982566.24506098,33356800.77867832,2.6432784487894172e+16
-495.0,41000.0,23297269.37935592,-62760859.583390616,-152055419.62596282,34553329.689818814,2.705977613327371e+16
-495.0,42000.0,23347083.76680427,-62768119.18685922,-154128273.00686467,35749858.60095931,2.7695361326334372e+16
-495.0,43000.0,23396898.15425262,-62775378.790327825,-156201126.38776648,36946387.5120998,2.8339540067076136e+16
-495.0,44000.0,23446712.541700967,-62782638.39379643,-158273979.7686683,38142916.4232403,2.899231235549902e+16
-495.0,45000.0,23496526.929149315,-62789897.99726503,-160346833.14957014,39339445.33438079,2.965367819160303e+16
-495.0,46000.0,23546341.316597663,-62797157.60073364,-162419686.53047198,40535974.245521285,3.032363757538816e+16
-495.0,47000.0,23596155.704046015,-62804417.20420224,-164492539.9113738,41732503.15666178,3.1002190506854396e+16
-495.0,48000.0,23645970.091494363,-62811676.80767085,-166565393.29227564,42929032.06780228,3.1689336986001756e+16
-495.0,49000.0,23695784.47894271,-62818936.41113945,-168638246.67317748,44125560.978942774,3.238507701283024e+16
-495.0,50000.0,23745598.86639106,-62826196.014608055,-170711100.0540793,45322089.89008327,3.3089410587339824e+16
-495.0,51000.0,23795413.25383941,-62833455.61807667,-172783953.4349811,46518618.80122376,3.3802337709530532e+16
-495.0,52000.0,23845227.64128776,-62840715.22154527,-174856806.81588295,47715147.71236426,3.4523858379402364e+16
-495.0,53000.0,23895042.028736107,-62847974.825013876,-176929660.1967848,48911676.62350475,3.525397259695531e+16
-495.0,54000.0,23944856.416184455,-62855234.42848248,-179002513.5776866,50108205.534645244,3.599268036218937e+16
-495.0,55000.0,23994670.803632803,-62862494.031951085,-181075366.95858842,51304734.44578574,3.673998167510454e+16
-495.0,56000.0,24044485.191081155,-62869753.63541969,-183148220.33949026,52501263.35692623,3.749587653570084e+16
-495.0,57000.0,24094299.578529503,-62877013.23888829,-185221073.7203921,53697792.26806673,3.8260364943978264e+16
-495.0,58000.0,24144113.96597785,-62884272.8423569,-187293927.10129392,54894321.17920723,3.903344689993678e+16
-495.0,59000.0,24193928.3534262,-62891532.4458255,-189366780.48219573,56090850.090347715,3.981512240357643e+16
-495.0,60000.0,24243742.74087455,-62898792.04929411,-191439633.86309758,57287379.001488216,4.06053914548972e+16
-495.0,61000.0,24293557.1283229,-62906051.65276271,-193512487.24399942,58483907.9126287,4.140425405389909e+16
-495.0,62000.0,24343371.515771247,-62913311.256231315,-195585340.62490124,59680436.823769204,4.221171020058208e+16
-495.0,63000.0,24393185.903219596,-62920570.85969992,-197658194.00580308,60876965.73490969,4.302775989494621e+16
-495.0,64000.0,24443000.290667944,-62927830.463168524,-199731047.38670492,62073494.64605019,4.385240313699145e+16
-495.0,65000.0,24492814.678116295,-62935090.06663713,-201803900.76760674,63270023.557190694,4.468563992671779e+16
-495.0,66000.0,24542629.065564644,-62942349.67010574,-203876754.14850855,64466552.46833118,4.552747026412526e+16
-495.0,67000.0,24592443.45301299,-62949609.273574345,-205949607.5294104,65663081.37947168,4.637789414921386e+16
-495.0,68000.0,24642257.84046134,-62956868.87704295,-208022460.9103122,66859610.29061217,4.7236911581983544e+16
-495.0,69000.0,24692072.22790969,-62964128.48051155,-210095314.29121405,68056139.20175266,4.8104522562434376e+16
-495.0,70000.0,24741886.61535804,-62971388.08398016,-212168167.6721159,69252668.11289316,4.898072709056632e+16
-495.0,71000.0,24791701.002806388,-62978647.68744876,-214241021.0530177,70449197.02403367,4.986552516637937e+16
-495.0,72000.0,24841515.390254736,-62985907.29091737,-216313874.43391955,71645725.93517414,5.075891678987355e+16
-495.0,73000.0,24891329.777703084,-62993166.89438597,-218386727.81482136,72842254.84631464,5.166090196104884e+16
-495.0,74000.0,24941144.165151436,-63000426.497854576,-220459581.1957232,74038783.75745514,5.257148067990525e+16
-495.0,75000.0,24990958.552599784,-63007686.10132318,-222532434.57662502,75235312.66859564,5.349065294644277e+16
-495.0,76000.0,25040772.940048132,-63014945.704791784,-224605287.95752686,76431841.57973614,5.4418418760661416e+16
-495.0,77000.0,25090587.32749648,-63022205.30826039,-226678141.33842868,77628370.49087662,5.535477812256117e+16
-495.0,78000.0,25140401.714944832,-63029464.91172899,-228750994.71933052,78824899.40201712,5.6299731032142056e+16
-495.0,79000.0,25190216.10239318,-63036724.5151976,-230823848.10023233,80021428.31315762,5.725327748940404e+16
-495.0,80000.0,25240030.48984153,-63043984.11866621,-232896701.48113418,81217957.22429812,5.821541749434717e+16
-495.0,81000.0,25289844.877289876,-63051243.72213481,-234969554.862036,82414486.13543859,5.918615104697139e+16
-495.0,82000.0,25339659.264738224,-63058503.32560342,-237042408.24293783,83611015.0465791,6.016547814727674e+16
-495.0,83000.0,25389473.652186576,-63065762.92907202,-239115261.62383968,84807543.9577196,6.115339879526321e+16
-495.0,84000.0,25439288.039634924,-63073022.53254063,-241188115.0047415,86004072.8688601,6.214991299093078e+16
-495.0,85000.0,25489102.427083272,-63080282.13600923,-243260968.38564333,87200601.7800006,6.3155020734279496e+16
-495.0,86000.0,25538916.814531624,-63087541.739477836,-245333821.76654515,88397130.69114107,6.4168722025309304e+16
-495.0,87000.0,25588731.201979972,-63094801.34294644,-247406675.147447,89593659.60228157,6.519101686402024e+16
-495.0,88000.0,25638545.58942832,-63102060.946415044,-249479528.5283488,90790188.51342207,6.622190525041229e+16
-495.0,89000.0,25688359.97687667,-63109320.54988365,-251552381.90925065,91986717.42456257,6.7261387184485464e+16
-495.0,90000.0,25738174.364325017,-63116580.15335225,-253625235.29015246,93183246.33570305,6.8309462666239736e+16
-495.0,91000.0,25787988.751773365,-63123839.75682086,-255698088.6710543,94379775.24684355,6.936613169567515e+16
-495.0,92000.0,25837803.139221717,-63131099.36028946,-257770942.05195612,95576304.15798405,7.043139427279166e+16
-495.0,93000.0,25887617.526670065,-63138358.96375807,-259843795.43285796,96772833.06912455,7.1505250397589304e+16
-495.0,94000.0,25937431.914118413,-63145618.56722667,-261916648.81375977,97969361.98026502,7.258770007006805e+16
-495.0,95000.0,25987246.301566765,-63152878.17069528,-263989502.19466162,99165890.89140552,7.367874329022794e+16
-495.0,96000.0,26037060.689015113,-63160137.77416389,-266062355.57556346,100362419.80254602,7.477838005806893e+16
-495.0,97000.0,26086875.07646346,-63167397.37763249,-268135208.95646527,101558948.71368653,7.588661037359102e+16
-495.0,98000.0,26136689.46391181,-63174656.981101096,-270208062.3373671,102755477.62482703,7.700343423679427e+16
