year	puma	nchild1	nchild2	nchild3	nchild4	nchild5	nchild6	nchild7	nchild8	nchild9	nchild10	nchild11	nchild12	nchild13	nchild14	nchild15	nchild16	nchild17	nchild18	nchild19	nchild20	nchild21	nchild22	nchild23	nchild24	nchild25	nchild26	nchild27	nchild28	nchild29	nchild30	nchild31	nchild32	nchild33	nchild34	nchild35	nchild36	nchild37	nchild38	nchild39	nchild40	nchild41	nchild42	nchild43	nchild44	nchild45	nchild46	nchild47	nchild48	nchild49	nchild50	nchild51	nchild52	nchild53	nchild54	nchild55	nchild56	nchild57	nchild58	nchild59	nchild60	nchild61	nchild62	nchild63	nchild64	nchild65	nchild66	nchild67	nchild68	nchild69	nchild70	nchild71	nchild72	nchild73	nchild74	nchild75	nchild76	nchild77	nchild78	nchild79	nchild80	nchild81	nchild82	nchild83	nchild84	nchild85	nchild86	nchild87	nchild88	nchild89	nchild90	nchild91	nchild92	nchild93	nchild94	nchild95	nchild96	nchild97	nchild98	nchild99	nchild100	nchild101	nchild102	nchild103	nchild104	nchild105	nchild106	nchild107	nchild108	nchild109	nchild110	nchild111	nchild112	nchild113	nchild114	nchild115	nchild116	nchild117	nchild118	nchild119	nchild120	nchild121	nchild122	nchild123	nchild124	nchild125	nchild126	nchild127	nchild128	nchild129	nchild130	nchild131	nchild132	nchild133	nchild134	nchild135	nchild136	nchild137	nchild138	nchild139	nchild140	nchild141	nchild142	nchild143	nchild144	nchild145	nchild146	nchild147	nchild148	nchild149	nchild150	nchild151	nchild152	nchild153	nchild154	nchild155	nchild156	nchild157	nchild158	nchild159	nchild160	nchild161	nchild162	nchild163	nchild164	nchild165	nchild166	nchild167	nchild168	nchild169	nchild170	nchild171	nchild172	nchild173	nchild174	nchild175	nchild176	nchild177	nchild178	nchild179	nchild180	nchild181	nchild182	nchild183	nchild184	nchild185	nchild186	nchild187	nchild188	nchild189	nchild190	nchild191	nchild192	nchild193	nchild194	nchild195	nchild196	nchild197	nchild198	nchild199	nchild200	nchild201	nchild202	nchild203	nchild204	nchild205	nchild206	nchild207	nchild208	nchild209	nchild210	nchild211	nchild212	nchild213	nchild214	nchild215	nchild216	nchild217	nchild218	nchild219	nchild220	nchild221	nchild222	nchild223	nchild224	nchild225	nchild226	nchild227	nchild228	nchild229	nchild230	nchild231	nchild232	nchild233	nchild234	nchild235	nchild236	nchild237	nchild238	nchild239	nchild240	nchild241	nchild242	nchild243	nchild244	nchild245	nchild246	nchild247	nchild248	nchild249	nchild250	nchild251	nchild252	nchild253	nchild254	nchild255	nchild256	nchild257	nchild258	nchild259	nchild260	nchild261	nchild262	nchild263	nchild264	nchild265	nchild266	nchild267	nchild268	nchild269	nchild270	nchild271	nchild272	nchild273	nchild274	nchild275	nchild276	nchild277	nchild278	nchild279	nchild280	nchild281	nchild282	nchild283	nchild284	nchild285	nchild286	nchild287	nchild288	nchild289	nchild290	nchild291	nchild292	nchild293	nchild294	nchild295	nchild296	nchild297	nchild298	nchild299	nchild300	nchild301	nchild302	nchild303	nchild304	nchild305	nchild306	nchild307	nchild308	nchild309	nchild310	nchild311	nchild312	nchild313	nchild314	nchild315	nchild316	nchild317	nchild318	nchild319	nchild320	nchild321	nchild322	nchild323	nchild324	nchild325	nchild326	nchild327	nchild328	nchild329	nchild330	nchild331	nchild332	nchild333	nchild334	nchild335	nchild336	nchild337	nchild338	nchild339	nchild340	nchild341	nchild342	nchild343	nchild344	nchild345	nchild346	nchild347	nchild348	nchild349	nchild350	nchild351	nchild352	nchild353	nchild354	nchild355	nchild356	nchild357	nchild358	nchild359	nchild360	nchild361	nchild362	nchild363	nchild364	nchild365	nchild366	nchild367	nchild368	nchild369	nchild370	nchild371	nchild372	nchild373	nchild374	nchild375	nchild376	nchild377	nchild378	nchild379	nchild380	nchild381	nchild382	nchild383	nchild384	nchild385	nchild386	nchild387	nchild388	nchild389	nchild390	nchild391	nchild392	nchild393	nchild394	nchild395	nchild396	nchild397	nchild398	nchild399	nchild400	nchild401	nchild402	nchild403	nchild404	nchild405	nchild406	nchild407	nchild408	nchild409	nchild410	nchild411	nchild412	nchild413	nchild414	nchild415	nchild416	nchild417	nchild418	nchild419	nchild420	nchild421	nchild422	nchild423	nchild424	nchild425	nchild426	nchild427	nchild428	nchild429	nchild430	nchild431	nchild432	nchild433	nchild434	nchild435	nchild436	nchild437	nchild438	nchild439	nchild440	nchild441	nchild442	nchild443	nchild444	nchild445	nchild446	nchild447	nchild448	nchild449	nchild450	nchild451	nchild452	nchild453	nchild454	nchild455	nchild456	nchild457	nchild458	nchild459	nchild460	nchild461	nchild462	nchild463	nchild464	nchild465	nchild466	nchild467	nchild468	nchild469	nchild470	nchild471	nchild472	nchild473	nchild474	nchild475	nchild476	nchild477	nchild478	nchild479	nchild480	nchild481	nchild482	nchild483	nchild484	nchild485	nchild486	nchild487	nchild488	nchild489	nchild490	nchild491	nchild492	nchild493	nchild494	nchild495	nchild496	nchild497	nchild498	nchild499	nchild500	nchild501	nchild502	nchild503	nchild504	nchild505	nchild506	nchild507	nchild508	nchild509	nchild510	nchild511	nchild512	nchild513	nchild514	nchild515	nchild516	nchild517	nchild518	nchild519	nchild520	nchild521	nchild522	nchild523	nchild524	nchild525	nchild526	nchild527	nchild528	nchild529	nchild530	nchild531	nchild532	nchild533	nchild534	nchild535	nchild536	nchild537	nchild538	nchild539	nchild540	nchild541	nchild542	nchild543	nchild544	nchild545	nchild546	nchild547	nchild548	nchild549	nchild550	nchild551	nchild552	nchild553	nchild554	nchild555	nchild556	nchild557	nchild558	nchild559	nchild560	nchild561	nchild562	nchild563	nchild564	nchild565	nchild566	nchild567	nchild568	nchild569	nchild570	nchild571	nchild572	nchild573	nchild574	nchild575	nchild576	nchild577	nchild578	nchild579	nchild580	nchild581	nchild582	nchild583	nchild584	nchild585	nchild586	nchild587	nchild588	nchild589	nchild590	nchild591	nchild592	nchild593	nchild594	nchild595	nchild596	nchild597	nchild598	nchild599	nchild600	nchild601	nchild602	nchild603	nchild604	nchild605	nchild606	nchild607	nchild608	nchild609	nchild610	nchild611	nchild612	nchild613	nchild614	nchild615	nchild616	nchild617	nchild618	nchild619	nchild620	nchild621	nchild622	nchild623	nchild624	nchild625	nchild626	nchild627	nchild628	nchild629	nchild630	nchild631	nchild632	nchild633	nchild634	nchild635	nchild636	nchild637	nchild638	nchild639	nchild640	nchild641	nchild642	nchild643	nchild644	nchild645	nchild646	nchild647	nchild648	nchild649	nchild650	nchild651	nchild652	nchild653	nchild654	nchild655	nchild656	nchild657	nchild658	nchild659	nchild660	nchild661	nchild662	nchild663	nchild664	nchild665	nchild666	nchild667	nchild668	nchild669	nchild670	nchild671	nchild672	nchild673	nchild674	nchild675	nchild676	nchild677	nchild678	nchild679	nchild680	nchild681	nchild682	nchild683	nchild684	nchild685	nchild686	nchild687	nchild688	nchild689	nchild690	nchild691	nchild692	nchild693	nchild694	nchild695	nchild696	nchild697	nchild698	nchild699	nchild700	nchild701	nchild702	nchild703	nchild704	nchild705	nchild706	nchild707	nchild708	nchild709	nchild710	nchild711	nchild712	nchild713	nchild714	nchild715	nchild716	nchild717	nchild718	nchild719	nchild720	nchild721	nchild722	nchild723	nchild724	nchild725	nchild726	nchild727	nchild728	nchild729	nchild730	nchild731	nchild732	nchild733	nchild734	nchild735	nchild736	nchild737	nchild738	nchild739	nchild740	nchild741	nchild742	nchild743	nchild744	nchild745	nchild746	nchild747	nchild748	nchild749	nchild750	nchild751	nchild752	nchild753	nchild754	nchild755	nchild756	nchild757	nchild758	nchild759	nchild760	nchild761	nchild762	nchild763	nchild764	nchild765	nchild766	nchild767	nchild768	nchild769	nchild770	nchild771	nchild772	nchild773	nchild774	nchild775	nchild776	nchild777	nchild778	nchild779	nchild780	nchild781	nchild782	nchild783	nchild784	nchild785	nchild786	nchild787	nchild788	nchild789	nchild790	nchild791	nchild792	nchild793	nchild794	nchild795	nchild796	nchild797	nchild798	nchild799	nchild800	nchild801	nchild802	nchild803	nchild804	nchild805	nchild806	nchild807	nchild808	nchild809	nchild810	nchild811	nchild812	nchild813	nchild814	nchild815	nchild816	nchild817	nchild818	nchild819	nchild820	nchild821	nchild822	nchild823	nchild824	nchild825	nchild826	nchild827	nchild828	nchild829	nchild830	nchild831	nchild832	nchild833	nchild834	nchild835	nchild836	nchild837	nchild838	nchild839	nchild840	nchild841	nchild842	nchild843	nchild844	nchild845	nchild846	nchild847	nchild848	nchild849	nchild850	nchild851	nchild852	nchild853	nchild854	nchild855	nchild856	nchild857	nchild858	nchild859	nchild860	nchild861	nchild862	nchild863	nchild864	nchild865	nchild866	nchild867	nchild868	nchild869	nchild870	nchild871	nchild872	nchild873	nchild874	nchild875	nchild876	nchild877	nchild878	nchild879	nchild880	nchild881	nchild882	nchild883	nchild884	nchild885	nchild886	nchild887	nchild888	nchild889	nchild890	nchild891	nchild892	nchild893	nchild894	nchild895	nchild896	nchild897	nchild898	nchild899	nchild900	nchild901	nchild902	nchild903	nchild904	nchild905	nchild906	nchild907	nchild908	nchild909	nchild910	nchild911	nchild912	nchild913	nchild914	nchild915	nchild916	nchild917	nchild918	nchild919	nchild920	nchild921	nchild922	nchild923	nchild924	nchild925	nchild926	nchild927	nchild928	nchild929	nchild930	nchild931	nchild932	nchild933	nchild934	nchild935	nchild936	nchild937	nchild938	nchild939	nchild940	nchild941	nchild942	nchild943	nchild944	nchild945	nchild946	nchild947	nchild948	nchild949	nchild950	nchild951	nchild952	nchild953	nchild954	nchild955	nchild956	nchild957	nchild958	nchild959	nchild960	nchild961	nchild962	nchild963	nchild964	nchild965	nchild966	nchild967	nchild968	nchild969	nchild970	nchild971	nchild972	nchild973	nchild974	nchild975	nchild976	nchild977	nchild978	nchild979	nchild980	nchild981	nchild982	nchild983	nchild984	nchild985	nchild986	nchild987	nchild988	nchild989	nchild990	nchild991	nchild992	nchild993	nchild994	nchild995	nchild996	nchild997	nchild998	nchild999	nchild1000
2008	1300	0	0	2	0	0	0	0	4	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	3	2	1	0	2	0	1	1	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	3	1	0	0	1	3	1	0	0	2	1	0	0	2	1	1	0	0	0	2	0	0	2	0	0	2	0	1	1	1	0	0	0	0	1	3	1	0	0	0	2	1	0	2	1	0	4	0	3	1	0	0	0	0	5	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	3	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	0	4	0	0	0	0	4	0	0	2	3	6	0	0	0	0	1	0	2	0	0	0	0	2	2	1	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	2	0	1	0	0	0	2	1	0	0	1	2	0	0	2	0	1	1	3	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	2	0	0	0	0	2	1	0	0	0	2	0	0	1	0	3	0	0	1	1	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	3	0	0	1	0	1	0	0	1	3	0	2	0	0	1	0	2	0	0	0	0	0	0	2	0	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	1	2	1	0	0	3	0	1	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	3	0	2	1	0	0	0	0	0	0	0	1	0	0	3	0	2	0	3	0	0	0	2	0	3	0	0	0	1	0	0	0	0	1	1	0	1	0	2	2	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	3	0	0	0	1	0	1	0	0	2	1	2	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	3	3	0	0	3	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	1	0	3	0	0	1	2	2	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	1	0	1	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	3	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	3	1	1	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1	4	0	1	0	0	0	2	0	0	0	0	2	1	2	2	0	0	0	1	0	3	0	0	1	4	0	0	0	1	1	2	0	0	0	0	3	1	0	2	2	3	2	2	0	0	1	0	3	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0	2	1	0	2	2	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	4	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	3	0	2	0	0	0	3	1	0	0	0	0	1	0	0	2	2	1	4	0	0	0	0	0	3	2	2	0	2	1	0	0	0	0	2	1	2	0	1	0	0	3	0	1	0	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	3	0	4	0	0	0	2	0	0	2	1	0	0	1	2	0	0	1	0	0	1	1	2	0	0	0	5	0	0	0	0	0	0	0	2	0
2008	2700	2	0	2	0	1	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	4	1	0	1	0	1	0	0	0	0	3	1	0	0	0	2	1	2	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	2	0	0	0	2	1	0	1	0	1	0	1	2	0	0	0	2	0	0	1	0	0	1	1	2	1	0	0	2	0	2	0	1	0	0	0	2	1	0	1	0	0	0	0	3	0	0	0	3	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0	2	0	0	0	0	2	0	2	1	0	3	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	1	4	0	0	1	2	1	0	0	1	2	1	0	0	0	1	2	0	1	0	0	2	0	0	2	3	1	0	3	1	0	0	0	0	2	0	3	1	1	0	0	0	4	0	0	1	2	0	0	1	1	0	0	2	0	3	1	0	0	0	0	0	0	1	1	0	3	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	2	4	1	0	0	2	0	0	0	2	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	1	2	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	1	1	0	0	1	0	1	0	0	1	1	0	1	0	3	1	0	2	0	0	2	0	3	0	2	2	0	3	0	0	1	0	0	0	3	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	2	0	0	0	2	0	0	0	4	0	0	3	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	2	2	1	0	0	1	0	0	0	4	0	3	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	4	4	1	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	2	1	2	1	0	2	2	0	0	0	0	0	2	1	1	2	0	0	0	1	1	0	0	0	0	5	3	0	2	1	0	0	0	0	0	2	0	1	0	1	2	0	1	0	1	1	0	3	1	1	0	0	0	3	3	1	1	0	2	0	0	4	0	1	2	0	0	3	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	1	0	0	2	2	0	0	0	2	2	0	0	0	1	0	1	1	0	3	0	0	2	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	3	3	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	4	0	1	0	2	2	0	0	2	0	0	2	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	4	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	1	3	0	0	1	1	2	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	2	1	1	0	0	5	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	3	1	0	0	0	0	0	1	0	2	0	0	0	2	0	1	2	0	1	0	2	0	1	0	3	0	1	2	0	1	1	2	0	0	0	1	0	2	0	4	0	0	1	0	0	0	2	2	1	0	0	1	1	1	1	0	0	1	0	0	1	0	3	0	1	0	3	2	0	3	3	0	1	0	2	1	0	0	1	0	0	0	1	0	0	2	2	0	0	3	0	2	0	2	0	1	2	1	0	2	0	0	0	0	0	0	4	0	0	0	0	2	1	0	0	0	0	2	1	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0
2008	3403	3	1	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	2	2	0	0	1	0	0	0	0	2	2	0	0	0	2	4	0	0	1	1	0	0	1	2	3	3	2	3	0	3	0	0	0	2	1	2	0	0	1	2	0	0	3	1	0	0	3	0	0	1	2	0	0	0	0	3	2	1	0	2	2	0	0	2	2	2	0	1	0	0	0	0	0	2	3	0	1	4	0	1	0	1	1	0	0	0	0	0	3	2	1	2	0	0	1	2	3	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	2	0	0	2	2	2	0	0	2	0	1	1	0	0	1	0	1	2	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	1	2	2	0	0	0	0	1	3	1	0	0	0	1	1	0	0	3	0	1	0	2	0	0	2	1	3	0	1	2	1	3	0	0	2	4	0	1	3	0	2	0	1	0	0	2	0	0	0	0	0	2	0	3	0	2	0	1	1	0	1	1	0	1	2	0	2	2	0	0	1	0	3	1	1	0	0	2	0	0	1	0	2	2	0	0	0	2	3	0	3	0	2	0	1	0	0	2	0	0	3	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	0	0	2	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	1	0	3	0	0	0	1	0	0	2	0	0	1	1	1	0	0	0	1	0	0	4	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	2	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	2	2	2	0	1	0	0	0	0	0	0	1	2	0	3	0	3	1	1	1	2	1	2	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	2	0	2	0	1	1	2	0	2	0	0	2	0	3	0	2	0	0	0	0	0	0	2	0	0	4	2	0	1	0	1	1	0	3	2	0	0	0	1	0	1	0	1	2	1	1	0	0	0	0	2	2	0	0	0	0	1	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	1	1	0	0	0	1	3	2	2	0	1	1	2	0	0	0	0	0	0	2	0	4	0	0	0	0	1	3	0	1	0	0	0	0	0	0	3	2	3	1	0	1	0	0	2	2	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	2	0	2	0	1	1	1	0	0	0	0	0	3	0	2	0	0	0	2	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	1	3	1	3	3	1	1	0	0	3	0	0	0	2	0	1	0	0	0	1	0	2	2	0	3	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	2	1	0	0	2	0	3	0	0	0	0	1	1	2	1	0	1	0	1	0	2	1	1	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	2	2	1	0	0	1	0	1	1	3	1	0	0	1	2	0	0	0	2	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	4	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	3	0	0	2	0	1	1	0	0	0	1	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	2	4	0	1	0	0	2	2	2	2	2	0	0	0	2	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3	0	0	3	0	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	2	1	1	1	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	4	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	2	0	0	2
2008	4702	0	2	0	3	0	0	2	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	2	0	4	1	0	1	0	0	0	0	2	1	0	1	0	2	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	0	2	1	3	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	3	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	0	1	2	2	0	0	0	0	0	2	0	0	0	2	1	0	1	0	1	0	0	0	0	2	0	0	1	4	2	2	0	0	1	0	1	0	0	2	1	0	1	3	2	1	0	0	2	2	0	0	0	2	1	0	0	0	3	0	2	2	0	1	0	0	2	0	0	3	2	0	0	0	0	0	2	0	0	1	0	2	1	0	2	0	0	1	0	0	0	2	0	2	1	0	1	0	0	1	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	3	0	0	2	2	2	0	1	0	0	0	0	2	0	3	2	2	2	3	2	0	5	1	0	0	2	2	0	0	2	3	5	2	0	0	0	1	1	2	0	0	3	0	3	2	0	0	0	2	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	1	2	0	0	0	3	2	0	0	0	1	6	0	1	2	1	0	3	0	1	2	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	1	1	0	0	1	2	1	0	1	4	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	2	1	2	0	0	1	0	0	5	0	0	0	1	0	0	0	4	0	0	0	2	0	0	2	2	0	2	0	0	0	1	0	1	1	1	0	0	1	0	2	0	1	0	1	1	2	2	0	0	0	0	1	2	0	1	0	0	0	0	0	4	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	3	0	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0	1	0	0	1	4	0	0	1	2	2	0	0	0	0	3	0	3	0	3	0	0	0	0	4	1	0	0	0	0	2	6	0	0	1	1	0	0	4	1	0	1	3	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	3	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	3	2	2	2	1	2	0	4	2	0	1	0	0	2	0	0	1	0	2	0	1	0	0	0	2	0	0	1	0	0	1	2	3	0	0	1	1	0	1	0	0	0	2	0	1	1	0	2	0	2	1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	3	2	3	1	3	1	2	0	1	0	3	0	2	0	0	6	1	0	0	0	0	2	0	1	1	0	0	2	3	1	1	2	0	3	0	0	6	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	1	0	1	1	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	2	1	2	2	2	1	0	0	0	2	0	0	6	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	2	0	0	0	5	3	0	3	0	1	0	0	1	0	0	2	1	0	0	0	0	1	2	0	0	0	2	4	1	0	0	0	1	0	2	0	0	1	1	6	1	0	0	1	0	0	1	1	3	0	3	0	0	1	0	1	5	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	0	1	3	4	2	1	0	1	1	2	1	0	2	1	2	2	0	3	0	1	0	0	0	0	1	0	0	2	0	1	0	1	1	2	0	1	2	4	0	0	2	0	0	0	2	3	2	0	0	1	0	1	0	4	0	1	0	0	0	3	2	1	1	0	5	0	0	1	0	0	0	0	3	3	0	0	1	0	3	3	0	0	2	3	0	2	2	0	0	2	1	2	2	0	2
