CODE,ORIG,FIRM_ID,YEAR,PRICE,QUANTITY,HP,LENGTH,WIDTH,SIZE,WEIGHT,FUEL,MPG,FUELPRICE,SEGMENT,steel_price,brand_id,model_id
10709,1,4,1996,22.39494,1188,.0346587,175.1969,72.04724,1.262245,3491.189,0,32.66869,.7653,5,1.012,7,170
10710,1,4,1996,24.04112,538,.0556792,153.937,64.56693,.9939241,2334.802,0,38.55977,.7653,4,1.012,7,50
10711,1,4,1996,29.93258,136,.0445352,158.2677,68.89764,1.090427,2312.775,0,42.76629,.7653,2,1.012,7,54
10712,1,4,1996,34.30009,29,.0349231,164.5669,68.50394,1.127348,2290.749,0,45.23357,.7653,2,1.012,7,53
10713,1,4,1996,8.0008,249749,.0429305,172.8346,68.50394,1.183985,2632.159,0,39.86688,.7653,2,1.012,7,104
10801,1,5,1996,17.01987,11725,.0377285,162.5984,66.14173,1.075454,2385.463,0,40.55424,.7653,2,1.012,8,78
10802,1,5,1996,25.58801,739,.036032,150.2441,64.13386,.9635733,2061.476,0,47.04292,.7653,1,1.012,8,84
10803,1,5,1996,22.35697,1231,.0408849,176.378,67.83858,1.196523,2812.775,0,43.55825,.7653,3,1.012,8,109
10804,1,5,1996,33.18596,13,.0429712,180.315,68.11024,1.228129,2676.211,0,38.55977,.7653,4,1.012,8,128
10805,1,5,1996,29.34328,57,.0438163,189.7638,73.62205,1.39708,3220.264,0,35.35147,.7653,4,1.012,8,140
10806,1,5,1996,28.52413,77,.0328365,181.4961,71.25984,1.293338,3502.203,0,34.08907,.7653,5,1.012,8,88
10807,1,5,1996,13.08308,16312,.0322367,142.5197,64.17323,.9145948,1861.234,0,49.00304,.7653,1,1.012,8,95
11001,2,7,1996,23.03514,1117,.0473896,183.8583,67.32284,1.237786,2764.317,0,34.08907,.7653,3,1.012,9,32
11002,2,7,1996,20.35689,3190,.0456018,169.685,66.53543,1.129007,2477.974,0,41.26572,.7653,2,1.012,9,61
11004,2,7,1996,35.16539,7,.0643602,174.8031,69.68504,1.218116,2874.449,0,34.08907,.7653,4,1.012,9,123
11102,2,8,1996,17.41354,13222,.0480264,174.0157,66.92913,1.164672,2665.198,0,32.66869,.7653,2,1.012,10,98
11104,2,8,1996,18.74676,5924,.0493016,185.0394,69.68504,1.289448,2819.383,0,36.18686,.7653,4,1.012,10,155
11105,2,8,1996,14.25966,38063,.0402562,161.4173,63.77953,1.029512,2235.683,0,52.26991,.7653,1,1.012,10,31
11106,2,8,1996,22.38473,2128,.0509366,170.8661,68.11024,1.163773,2709.251,0,26.72893,.7653,4,1.012,10,91
11301,2,9,1996,13.9154,44455,.0353271,169.5709,66.53543,1.128247,2283.26,0,45.23357,.7653,2,1.012,11,142
11302,2,9,1996,19.17121,5583,.0406672,184.6457,69.68504,1.286704,2852.423,0,34.59038,.7653,3,1.012,11,62
11501,1,4,1996,21.86872,1427,.0377399,170.8661,66.92913,1.143592,2676.211,0,39.86688,.7653,3,1.012,12,72
11502,1,4,1996,17.8727,7091,.0308071,157.874,66.92913,1.056637,2466.96,0,37.33565,.7653,2,1.012,12,73
11504,1,4,1996,30.22767,47,.0457153,184.252,71.65354,1.320231,3171.806,0,31.78575,.7653,4,1.012,12,94
11505,1,4,1996,14.7804,25605,.0316744,146.4567,66.53543,.974456,1894.273,0,47.04292,.7653,1,1.012,12,181
11601,2,10,1996,23.57411,961,.055778,166.6378,66.53543,1.108732,2667.181,0,33.99743,.7653,2,1.012,13,12
11602,2,10,1996,25.27001,402,.0459896,185.0394,68.89764,1.274878,2544.053,0,38.55977,.7653,3,1.012,13,18
11603,2,10,1996,28.64497,98,.0528678,166.1417,66.92913,1.111972,2561.674,0,33.12881,.7653,4,1.012,13,112
11604,2,10,1996,30.49275,45,.0554678,179.5276,66.92913,1.201562,2632.159,0,38.55977,.7653,4,1.012,13,178
11701,1,11,1996,21.62757,477,.0473402,175.1969,66.53543,1.16568,2577.093,0,35.63857,.7653,3,1.012,14,4
11702,1,11,1996,49.05378,1,.0482979,176.378,67.71654,1.194371,3105.727,0,36.18686,.7653,3,1.012,14,55
11703,1,11,1996,60.39158,1,.0469655,188.5827,70.47244,1.328988,3193.833,0,38.55977,.7653,4,1.012,14,75
11704,1,11,1996,56.76212,1,.0670336,186.6142,68.50394,1.278381,3281.938,0,28.68471,.7653,4,1.012,14,76
11706,1,11,1996,61.2275,1,.07264,201.1811,74.01575,1.489057,4405.286,0,23.52146,.7653,4,1.012,14,133
11801,2,12,1996,27.97522,123,.050182,172.3346,68.37008,1.178253,2896.256,0,40.50675,.7653,4,1.012,15,77
11802,2,12,1996,26.42465,280,.053622,181.8898,68.11024,1.238855,2797.357,0,34.59038,.7653,3,1.012,15,87
11803,2,12,1996,24.78099,491,.046252,177.5591,66.53543,1.181397,2875.551,0,33.12881,.7653,5,1.012,15,156
11804,2,12,1996,22.39291,1315,.0462035,174.4095,66.53543,1.160441,2488.987,0,43.55825,.7653,2,1.012,15,58
11901,2,13,1996,24.81005,379,.0717787,177.9528,68.11024,1.21204,2786.344,0,34.08907,.7653,4,1.012,16,5
11902,2,13,1996,13.58593,41915,.0322194,145.6693,62.59843,.9118669,1707.048,0,49.00304,.7653,1,1.012,16,108
11903,2,13,1996,20.59083,2578,.0396495,173.689,67.08268,1.165152,2445.375,0,43.91117,.7653,3,1.012,16,127
11904,2,13,1996,9.573991,42063,.0410762,156.6929,65.74803,1.030225,2312.775,0,44.38011,.7653,2,1.012,16,158
11905,2,13,1996,40.12235,1,.0476105,187.7953,69.68504,1.308652,2940.529,0,32.66869,.7653,4,1.012,16,106
11906,2,13,1996,38.61948,6,.0381623,162.2047,66.53543,1.079236,2279.736,0,45.23357,.7653,2,1.012,16,41
12001,1,6,1996,18.47731,6767,.0432381,159.4488,66.53543,1.0609,2312.775,0,40.76368,.7653,2,1.012,17,45
12002,1,6,1996,21.47533,886,.0401615,176.7717,66.53543,1.176158,2863.436,0,38.55977,.7653,4,1.012,17,56
12003,1,6,1996,28.77766,212,.031818,146.4567,62.99213,.9225619,1885.727,0,45.4477,.7653,1,1.012,17,68
12004,1,6,1996,36.13841,6,.0369004,188.189,70.07874,1.318805,3204.846,0,35.63857,.7653,4,1.012,17,117
12005,1,6,1996,23.0009,1058,.0474954,175.9843,66.92913,1.177847,2863.436,0,40.55424,.7653,3,1.012,17,172
12006,1,6,1996,11.24926,36071,.0387299,154.3307,71.25984,1.099758,2323.789,0,47.04292,.7653,1,1.012,17,164
12101,1,14,1996,23.33684,1748,.0423852,142.748,62.91339,.8980762,1795.154,0,43.37432,.7653,1,1.012,18,2
12102,1,14,1996,5.263793,785980,.0402959,145.6693,61.41732,.8946618,1861.234,0,45.23357,.7653,1,1.012,18,6
12103,1,14,1996,17.21944,9344,.0333824,157.0866,66.53543,1.045182,2246.696,0,47.04292,.7653,2,1.012,18,11
12104,1,14,1996,8.125195,99532,.0492,173.622,66.92913,1.162037,2500,0,39.86688,.7653,3,1.012,18,13
12105,1,14,1996,31.13932,30,.0435139,187.4016,70.86614,1.328043,3128.194,0,35.93916,.7653,4,1.012,18,16
12106,1,14,1996,26.39655,204,.0352315,175.1969,72.04724,1.262245,3491.189,0,32.66869,.7653,5,1.012,18,21
12107,1,14,1996,43.23916,1,.0398808,179.1339,69.29134,1.241243,2808.37,0,43.55825,.7653,3,1.012,18,14
12402,1,15,1996,10.34167,118377,.042078,163.7795,66.92913,1.096162,2257.709,0,39.20243,.7653,2,1.012,19,3
12404,1,15,1996,20.31826,4267,.0397539,145.8425,63.77953,.9301766,2012.379,0,46.80142,.7653,1,1.012,19,63
12405,1,15,1996,28.82434,72,.0378333,174.0157,70.47244,1.226331,2907.489,0,31.36194,.7653,5,1.012,19,79
12406,1,15,1996,20.01212,3255,.0347823,177.1654,68.89764,1.220627,2731.278,0,37.33565,.7653,3,1.012,19,96
12407,1,15,1996,29.46006,65,.045078,186.2205,71.25984,1.327004,3105.727,0,33.60209,.7653,4,1.012,19,138
12408,1,15,1996,7.467332,363427,.0316076,135.0394,64.17323,.8665912,1740.088,0,46.12051,.7653,1,1.012,19,169
12409,1,15,1996,25.0855,692,.0387299,162.2047,66.53543,1.079236,2323.789,0,45.23357,.7653,2,1.012,19,107
12502,1,16,1996,13.44506,50501,.039593,138.5827,61.41732,.8511377,1894.273,0,46.12051,.7653,1,1.012,3,144
12503,1,16,1996,18.30304,7696,.0454,166.1417,66.14173,1.09889,2268.722,0,42.76629,.7653,2,1.012,3,145
12506,1,16,1996,26.21107,238,.0417518,169.685,66.53543,1.129007,2466.96,0,46.12051,.7653,3,1.012,3,147
12507,1,16,1996,19.43136,2914,.0466463,182.6772,67.32284,1.229835,2808.37,0,34.08907,.7653,3,1.012,3,149
12508,1,16,1996,27.35277,53,.0490811,184.6457,68.11024,1.257626,2852.423,0,35.63857,.7653,4,1.012,3,151
12601,1,6,1996,26.3243,191,.0314773,182.2835,67.32284,1.227184,4129.956,0,33.60209,.7653,3,1.012,20,24
12602,1,6,1996,34.31964,9,.056036,187.4016,69.68504,1.305909,2997.357,0,32.52369,.7653,4,1.012,20,25
12701,1,19,1996,18.724,8166,.0296087,150,64.56693,.968504,2026.432,0,44.38011,.7653,1,1.012,21,92
12702,1,19,1996,5.022307,835822,.0267059,137.0079,59.05512,.8091016,1497.797,0,50.04566,.7653,1,1.012,21,103
12703,1,19,1996,21.33043,1830,.0387843,170.0787,65.35433,1.111538,2411.674,0,38.3817,.7653,3,1.012,21,166
12704,1,19,1996,15.52551,20548,.0338739,161.4173,64.56693,1.042222,2214.097,0,42.00261,.7653,2,1.012,21,66
12705,1,19,1996,27.28004,125,.0298343,181.8898,71.25984,1.296144,3854.625,0,35.10666,.7653,5,1.012,21,40
12803,1,19,1996,10.52655,159827,.0271413,151.5748,64.17323,.9727044,2026.432,0,41.26572,.7653,1,1.012,22,83
13002,2,17,1996,18.58857,9382,.0500735,146.063,62.20472,.9085808,1649.736,0,48.35528,.7653,1,1.012,23,160
13003,2,17,1996,16.82791,15271,.0475619,164.9606,66.53543,1.097573,2081.498,0,44.38011,.7653,2,1.012,23,49
13004,2,17,1996,10.89309,86020,.0323397,137.4016,58.66142,.8060172,1607.93,0,56.00348,.7653,1,1.012,23,42
13102,2,18,1996,25.26758,395,.0485382,178.3465,67.32284,1.200679,2389.868,0,42.76629,.7653,3,1.012,24,57
13103,2,18,1996,44.97915,1,.0598975,173.622,68.89764,1.196215,2621.145,0,36.18686,.7653,4,1.012,24,59
13104,2,18,1996,19.13007,5018,.0410762,166.1417,65.35433,1.085808,2312.775,0,41.26572,.7653,2,1.012,24,67
13105,2,18,1996,41.89882,1,.0945237,177.5591,71.25984,1.265283,3491.189,0,30.24218,.7653,4,1.012,24,159
13106,2,18,1996,17.96463,7317,.0366457,163.7795,65.35433,1.07037,2455.947,0,42.00261,.7653,2,1.012,24,120
13201,1,19,1996,23.11508,936,.047036,158.2677,67.32284,1.065503,2444.934,0,40.4253,.7653,2,1.012,25,89
13202,1,19,1996,24.78316,549,.0420947,181.5236,67.83858,1.231431,2768.282,0,39.40339,.7653,3,1.012,25,121
13203,1,19,1996,14.01129,33066,.0283343,146.063,64.96063,.9488344,2117.577,0,48.15037,.7653,1,1.012,25,122
13204,1,19,1996,19.392,3824,.0422326,172.4409,66.92913,1.154132,2367.841,0,40.55424,.7653,3,1.012,25,173
13205,1,19,1996,31.86674,16,.0299198,181.4961,71.25984,1.293338,3843.612,0,35.10666,.7653,5,1.012,25,152
13302,1,5,1996,21.58957,1364,.0460354,173.622,66.53543,1.155202,2313.656,0,41.17398,.7653,2,1.012,26,147
13303,1,5,1996,36.2058,4,.0580301,183.4646,69.29134,1.27125,2929.515,0,35.63857,.7653,4,1.012,26,151
13305,1,5,1996,28.154,140,.0435083,176.378,67.71654,1.194371,2643.172,0,39.86688,.7653,2,1.012,26,135
20103,1,4,1996,16.22,8954,.0337686,161.0236,67.32284,1.084057,2665.198,1,47.04292,.58861,2,1.012,1,34
20104,1,4,1996,25.06879,303,.0314308,174.8031,68.11024,1.190588,2863.436,1,46.12051,.58861,3,1.012,1,36
20105,1,4,1996,27.26558,189,.0328193,167.3228,67.32284,1.126465,2742.291,1,47.04292,.58861,2,1.012,1,35
20201,1,19,1996,28.36299,19,.0366386,188.5827,69.68504,1.314139,3138.767,1,51.13361,.58861,4,1.012,2,1
20202,1,19,1996,13.08287,9881,.0311908,176.378,66.53543,1.173538,2885.463,1,56.00348,.58861,3,1.012,2,20
20204,1,19,1996,47.09125,1,.0329516,175.9843,68.11024,1.198633,2731.278,1,60.31143,.58861,3,1.012,2,28
20205,1,19,1996,57.49926,1,.0366386,188.5827,69.68504,1.314139,3138.767,1,51.13361,.58861,4,1.012,2,29
20302,1,1,1996,31.67974,21,.0323004,174.4095,66.92913,1.167307,2786.344,1,53.45786,.58861,3,1.012,3,146
20304,1,1,1996,56.55846,1,.0363435,185.8268,68.89764,1.280303,3322.467,1,43.36472,.58861,4,1.012,3,148
20305,1,1,1996,36.93011,1,.0379661,196.063,73.22835,1.435737,3766.52,1,42.00261,.58861,4,1.012,3,150
20402,3,2,1996,30.96522,26,.0307468,185.0551,76.1063,1.408386,3749.339,1,39.77183,.58861,5,1.012,4,175
20501,1,14,1996,16.03128,13744,.0365722,138.5827,61.02362,.8456817,1585.903,1,65.33739,.58861,1,1.012,5,48
20502,1,14,1996,33.86281,7,.0346325,185.4331,70.47244,1.306792,3176.211,1,48.00298,.58861,4,1.012,5,179
20503,1,14,1996,17.83063,6654,.031144,160.2362,66.53543,1.066139,2279.736,1,53.45786,.58861,2,1.012,5,185
20504,1,14,1996,22.46655,868,.0266397,174.8031,68.89764,1.204352,2665.198,1,49.00304,.58861,3,1.012,5,177
20505,1,14,1996,31.22774,19,.0266888,175.1969,71.25984,1.24845,3447.136,1,38.55977,.58861,5,1.012,5,80
20506,1,14,1996,15.86329,13198,.0294212,146.063,62.59843,.9143313,1971.366,1,61.89857,.58861,1,1.012,5,139
20704,1,4,1996,15.46992,18931,.032688,148.4252,63.77953,.9466489,2202.643,1,47.04292,.58861,1,1.012,7,131
20705,1,4,1996,20.25421,2490,.034519,171.2598,66.92913,1.146227,2665.198,1,52.26991,.58861,2,1.012,7,163
20709,1,4,1996,26.27149,177,.0249146,175.1969,72.04724,1.262245,3612.335,1,32.66869,.58861,5,1.012,7,170
20711,1,4,1996,16.74475,8449,.0268273,158.2677,68.89764,1.090427,2422.907,1,48.00298,.58861,2,1.012,7,54
20712,1,4,1996,29.74074,81,.026115,164.5669,68.50394,1.127348,2488.987,1,48.00298,.58861,2,1.012,7,53
20713,1,4,1996,13.49785,28669,.0381513,172.8346,68.50394,1.183985,2621.145,1,52.26991,.58861,2,1.012,7,104
20801,1,5,1996,18.80178,4893,.035924,162.5984,66.14173,1.075454,2505.286,1,49.00304,.58861,2,1.012,8,78
20802,1,5,1996,14.93683,21477,.0294486,147.2441,63.38583,.9333189,2037.445,1,53.94582,.58861,1,1.012,8,84
20803,1,5,1996,23.56884,581,.0304721,176.8661,68.57481,1.212856,2953.524,1,47.3774,.58861,3,1.012,8,109
20805,1,5,1996,31.22037,24,.0333184,189.7638,73.62205,1.39708,3451.542,1,39.20243,.58861,4,1.012,8,140
20806,1,5,1996,32.40377,11,.0247636,181.4961,71.25984,1.293338,3634.361,1,48.00298,.58861,5,1.012,8,88
21001,2,7,1996,30.21178,32,.0354424,184.252,67.32284,1.240437,2962.555,1,58.80365,.58861,3,1.012,9,32
21501,1,4,1996,24.90733,325,.0333551,170.8661,66.92913,1.143592,2698.238,1,48.00298,.58861,3,1.012,12,72
21502,1,4,1996,21.45394,1425,.0319219,157.874,68.89764,1.087715,2819.383,1,47.04292,.58861,2,1.012,12,73
21504,1,4,1996,37.94347,1,.0379098,184.252,71.65354,1.320231,3270.925,1,39.86688,.58861,4,1.012,12,94
21604,2,10,1996,28.97408,59,.0300749,183.8583,71.65354,1.31741,3823.789,1,37.93784,.58861,5,1.012,13,178
21702,1,11,1996,36.31829,2,.0308071,176.378,67.71654,1.194371,3083.7,1,44.38011,.58861,3,1.012,14,55
21703,1,11,1996,44.09084,1,.0295411,188.5827,70.47244,1.328988,3215.859,1,47.04292,.58861,4,1.012,14,75
21704,1,11,1996,48.43195,1,.0395795,188.5827,70.47244,1.328988,3436.123,1,44.38011,.58861,4,1.012,14,76
21803,2,12,1996,25.43596,251,.0276788,177.5591,66.53543,1.181397,2962.555,1,37.33565,.58861,5,1.012,15,156
21804,2,12,1996,24.96561,315,.0349231,174.4095,66.53543,1.160441,2577.093,1,56.00348,.58861,2,1.012,15,58
21903,2,13,1996,21.29207,1535,.0302159,173.3898,67.09055,1.163282,2683.921,1,48.30761,.58861,3,1.012,16,127
21906,2,13,1996,19.81634,2747,.0294805,162.2047,66.53543,1.079236,2544.053,1,50.04566,.58861,2,1.012,16,41
22001,1,6,1996,18.78112,4607,.0333883,159.4488,66.53543,1.0609,2455.947,1,51.13361,.58861,2,1.012,17,45
22003,1,6,1996,16.06065,12551,.0278651,148.5394,62.99213,.935681,2065.308,1,55.65233,.58861,1,1.012,17,68
22004,1,6,1996,32.60347,13,.037955,188.189,70.07874,1.318805,3425.11,1,42.00261,.58861,4,1.012,17,117
22005,1,6,1996,23.36984,594,.0291984,175.9843,66.92913,1.177847,2808.37,1,51.13361,.58861,3,1.012,17,172
22101,1,14,1996,11.96413,45975,.030485,143.0984,62.34646,.892168,1902.577,1,62.42591,.58861,1,1.012,18,2
22102,1,14,1996,21.78771,1654,.0309545,145.6693,61.41732,.8946618,1938.326,1,60.31143,.58861,1,1.012,18,6
22103,1,14,1996,18.62073,4580,.0298463,157.0866,66.53543,1.045182,2378.855,1,51.13361,.58861,2,1.012,18,11
22104,1,14,1996,5.965289,168964,.03632,173.622,66.53543,1.155202,2533.04,1,46.12051,.58861,3,1.012,18,13
22105,1,14,1996,35.211,4,.0334047,187.4016,70.86614,1.328043,3292.952,1,48.00298,.58861,4,1.012,18,16
22106,1,14,1996,30.29514,29,.0254683,175.1969,72.04724,1.262245,3612.335,1,38.55977,.58861,5,1.012,18,21
22107,1,14,1996,47.15092,1,.0312869,179.1339,69.29134,1.241243,2940.529,1,47.04292,.58861,3,1.012,18,14
22402,1,15,1996,12.0545,45428,.0286505,163.7795,66.92913,1.096162,2268.722,1,51.13361,.58861,2,1.012,19,3
22404,1,15,1996,16.15864,12677,.0313339,145.8504,63.77953,.9302269,2074.427,1,57.36941,.58861,1,1.012,19,63
22405,1,15,1996,31.89126,15,.0306857,174.0157,70.47244,1.226331,2973.568,1,42.00261,.58861,5,1.012,19,79
22406,1,15,1996,23.68928,535,.0289064,177.1654,68.89764,1.220627,2940.529,1,48.00298,.58861,3,1.012,19,96
22407,1,15,1996,34.50788,5,.033361,186.2205,71.25984,1.327004,3447.136,1,42.76629,.58861,4,1.012,19,138
22409,1,15,1996,24.88552,512,.0265856,162.2047,66.53543,1.079236,2444.934,1,50.04566,.58861,2,1.012,19,107
22502,1,16,1996,14.65239,22584,.0289787,138.5827,61.41732,.8511377,1966.96,1,57.36941,.58861,1,1.012,3,144
22503,1,16,1996,20.95085,1395,.0244025,156.2992,66.14173,1.03379,3524.229,1,58.80365,.58861,2,1.012,3,145
22506,1,16,1996,29.27096,51,.0301498,170.3307,66.47244,1.13223,2852.423,1,53.45786,.58861,3,1.012,3,147
22507,1,16,1996,23.66988,358,.0346414,182.6772,67.32284,1.229835,3031.057,1,58.80365,.58861,3,1.012,3,149
22508,1,16,1996,33.67411,3,.0374892,192.126,68.11024,1.308575,3147.577,1,48.00298,.58861,4,1.012,3,151
22701,1,19,1996,16.70813,10371,.0311141,150,64.56693,.968504,2164.097,1,53.05632,.58861,1,1.012,21,92
22703,1,19,1996,22.21985,1032,.0335215,170.0787,65.35433,1.111538,2314.097,1,51.71142,.58861,3,1.012,21,166
22704,1,19,1996,19.49693,2942,.0273649,161.626,64.56693,1.043569,2465.639,1,52.11703,.58861,2,1.012,21,66
22705,1,19,1996,30.26474,27,.0230847,181.8898,71.25984,1.296144,3898.678,1,48.00298,.58861,5,1.012,21,40
22803,1,19,1996,14.84487,22669,.029202,151.5748,64.17323,.9727044,2191.63,1,54.70107,.58861,1,1.012,22,83
23102,2,18,1996,23.76112,506,.0302602,178.3465,66.62598,1.188251,2675.33,1,53.45786,.58861,3,1.012,24,57
23104,2,18,1996,19.47766,3291,.0281793,168.1102,66.53543,1.118529,2555.066,1,44.38011,.58861,2,1.012,24,67
23201,1,19,1996,22.80254,756,.0354073,158.2677,66.92913,1.059272,2541.85,1,61.89857,.58861,2,1.012,25,89
23202,1,19,1996,29.48968,68,.031672,181.7638,67.90551,1.234276,2841.63,1,58.04757,.58861,3,1.012,25,121
23203,1,19,1996,16.21411,11836,.0280734,146.063,64.96063,.9488344,2279.736,1,56.00348,.58861,1,1.012,25,122
23204,1,19,1996,17.25822,5078,.0261766,172.4409,66.92913,1.154132,2444.934,1,48.00298,.58861,3,1.012,25,173
23205,1,19,1996,32.86953,8,.0225124,181.4961,71.25984,1.293338,3997.797,1,48.00298,.58861,5,1.012,25,152
23302,1,5,1996,35.8643,6,.0337686,169.685,65.74803,1.115646,2665.198,1,53.45786,.58861,2,1.012,26,147
23303,1,5,1996,35.69285,3,.0435342,183.4646,69.29134,1.27125,3215.859,1,53.45786,.58861,4,1.012,26,151
23305,1,5,1996,17.37462,3918,.0333551,176.378,67.71654,1.194371,2698.238,1,45.23357,.58861,2,1.012,26,135
10103,1,4,1997,16.08568,13035,.0435261,161.0236,67.32284,1.084057,2534.802,0,39.11247,.80027,2,1.02,1,34
10104,1,4,1997,17.77669,4980,.0500472,174.8031,68.11024,1.190588,2797.357,0,38.55977,.80027,3,1.02,1,36
10105,1,4,1997,20.16656,3621,.0446619,167.3228,67.32284,1.126465,2614.978,0,39.61375,.80027,2,1.02,1,35
10106,1,4,1997,31.08476,53,.0531512,174.4095,68.50394,1.194773,2709.251,0,36.75228,.80027,3,1.02,1,37
10204,1,19,1997,28.64172,71,.0463265,175.9843,68.11024,1.198633,2698.238,0,40.55424,.80027,3,1.02,2,28
10205,1,19,1997,46.15199,1,.051695,188.5827,70.92126,1.337452,3108.811,0,34.66328,.80027,4,1.02,2,29
10206,1,19,1997,34.34614,4,.0580278,198.0315,74.01575,1.465745,3325.991,0,36.18686,.80027,4,1.02,2,30
10207,1,19,1997,26.27163,205,.0492066,163.3858,68.11024,1.112825,2540.308,0,39.86688,.80027,2,1.02,2,27
10302,1,1,1997,33.3112,17,.0422753,174.4095,66.53543,1.160441,2720.264,0,37.93784,.80027,3,1.02,3,146
10304,1,1,1997,55.10812,1,.0606927,187.6142,70.68504,1.326151,3179.956,0,32.43266,.80027,4,1.02,3,148
10305,1,1,1997,42.04601,1,.0616834,196.063,73.22835,1.435737,3825.991,0,26.77975,.80027,4,1.02,3,150
10306,1,1,1997,39.62602,1,.0439219,161.2992,66.98032,1.080387,2618.282,0,38.85276,.80027,4,1.02,3,183
10402,3,2,1997,31.6399,21,.0418053,186.2205,76.77165,1.429645,3755.507,0,27.03616,.80027,5,1.02,4,175
10404,3,2,1997,22.03522,1531,.0540379,171.6535,67.32284,1.15562,2442.731,0,37.33565,.80027,3,1.02,4,113
10405,3,2,1997,41.64046,1,.0440548,185.8268,70.86614,1.316883,2973.568,0,36.75228,.80027,4,1.02,4,157
10408,3,2,1997,21.13497,1068,.0584718,201.5748,74.40945,1.499907,3557.269,0,31.78575,.80027,4,1.02,4,174
10501,1,14,1997,12.43479,4084,.0328986,138.5827,61.02362,.8456817,1519.824,0,51.13361,.80027,1,1.02,5,48
10502,1,14,1997,28.62866,74,.0439355,185.4331,70.47244,1.306792,3072.687,0,36.18686,.80027,4,1.02,5,179
10503,1,14,1997,18.04337,6251,.0396965,160.2362,66.53543,1.066139,2191.63,0,43.55825,.80027,2,1.02,5,185
10504,1,14,1997,25.04569,470,.0412058,174.8031,68.89764,1.204352,2718.062,0,39.86688,.80027,3,1.02,5,177
10505,1,14,1997,28.81653,58,.0359321,175.1969,71.25984,1.24845,3423.128,0,32.66869,.80027,5,1.02,5,80
10506,1,14,1997,38.54223,8,.0338385,146.063,62.59843,.9143313,1773.128,0,48.00298,.80027,1,1.02,5,139
10507,1,14,1997,15.73908,11940,.0379035,163.7795,66.53543,1.089714,2374.449,0,37.93784,.80027,3,1.02,5,180
10601,2,3,1997,16.1401,13763,.0345483,176.378,65.35433,1.152706,2257.709,0,44.38011,.80027,2,1.02,6,114
10602,2,3,1997,28.66838,140,.037149,181.4961,67.32284,1.221883,2557.269,0,41.84196,.80027,3,1.02,6,43
10603,2,3,1997,14.54422,28392,.0386192,160.2362,65.74803,1.053522,2226.872,0,45.23357,.80027,1,1.02,6,97
10604,2,3,1997,21.38157,1822,.0391889,175.5905,66.92913,1.175212,2704.846,0,40.55424,.80027,3,1.02,6,115
10605,2,3,1997,10.45485,83110,.045914,183.8583,69.68504,1.281217,2918.502,0,40.55424,.80027,3,1.02,6,99
10701,1,4,1997,6.292216,357686,.0262169,127.1654,60.23622,.765996,1563.877,0,50.04566,.80027,1,1.02,7,60
10704,1,4,1997,19.74541,4988,.0346748,148.4252,63.77953,.9466489,1997.357,0,43.74783,.80027,1,1.02,7,131
10708,1,4,1997,27.41693,129,.0483238,167.3228,69.29134,1.159402,2753.304,0,33.60209,.80027,4,1.02,7,70
10709,1,4,1997,23.20401,686,.0346587,175.1969,72.04724,1.262245,3491.189,0,32.66869,.80027,5,1.02,7,170
10711,1,4,1997,19.45554,4365,.0445352,158.2677,68.89764,1.090427,2312.775,0,42.76629,.80027,2,1.02,7,54
10712,1,4,1997,24.7041,541,.0349231,164.5669,68.50394,1.127348,2290.749,0,45.23357,.80027,2,1.02,7,53
10713,1,4,1997,10.92534,82321,.0429305,172.8346,68.50394,1.183985,2632.159,0,39.86688,.80027,2,1.02,7,104
10801,1,5,1997,38.33721,6,.0377285,162.5984,66.14173,1.075454,2385.463,0,40.55424,.80027,2,1.02,8,78
10802,1,5,1997,15.74069,17425,.0362234,150.3937,64.17323,.9651249,2070.485,0,47.04292,.80027,1,1.02,8,84
10803,1,5,1997,21.03009,1885,.0403166,179.1339,68.89764,1.23419,2852.423,0,40.55424,.80027,3,1.02,8,109
10804,1,5,1997,29.27407,49,.0429712,180.315,68.11024,1.228129,2676.211,0,38.55977,.80027,4,1.02,8,128
10805,1,5,1997,32.30703,17,.0456484,189.7638,73.62205,1.39708,3220.264,0,35.63857,.80027,4,1.02,8,140
10806,1,5,1997,28.30979,79,.038768,181.4961,71.25984,1.293338,3466.52,0,31.71247,.80027,5,1.02,8,88
10807,1,5,1997,11.3182,81731,.0322367,142.5197,64.17323,.9145948,1861.234,0,49.00304,.80027,1,1.02,8,95
10808,1,5,1997,8.043843,94779,.0546198,156.6929,65.74803,1.030225,2288.546,0,38.55977,.80027,2,1.02,8,130
11001,2,7,1997,24.66448,433,.0459259,184.252,67.32284,1.240437,2852.423,0,35.63857,.80027,3,1.02,9,32
11002,2,7,1997,21.65307,1472,.0469426,170.0039,66.53543,1.131129,2424.449,0,47.31831,.80027,2,1.02,9,61
11004,2,7,1997,35.07318,6,.062754,178.0157,69.0433,1.229079,2948.018,0,33.69064,.80027,4,1.02,9,123
11102,2,8,1997,16.2689,16741,.0440261,174.0157,66.92913,1.164672,2656.608,0,33.40025,.80027,2,1.02,10,98
11104,2,8,1997,13.1952,29308,.0434533,185.0394,69.68504,1.289448,2876.652,0,35.10666,.80027,4,1.02,10,155
11105,2,8,1997,14.96312,23037,.0402562,161.4173,63.77953,1.029512,2235.683,0,52.26991,.80027,1,1.02,10,31
11106,2,8,1997,28.56527,200,.0509366,170.8661,68.11024,1.163773,2709.251,0,26.72893,.80027,4,1.02,10,91
