year,state,basketball,cross_country,soccer,track_field
2002-03,Hawaii,1594.0,794.0,1653.0,1292.0
2002-03,Idaho,3653.0,786.0,1516.0,2741.0
2002-03,Illinois,18918.0,7819.0,14042.0,16624.0
2002-03,Indiana,9539.0,3981.0,5737.0,9070.0
2002-03,Iowa,8981.0,3651.0,3590.0,9253.0
2002-03,Kansas,8080.0,2386.0,2345.0,6370.0
2002-03,Kentucky,5950.0,2427.0,3930.0,4560.0
2002-03,Louisiana,9401.0,1225.0,1650.0,4877.0
2002-03,Maine,3581.0,951.0,3764.0,3273.0
2002-03,Maryland,4469.0,2100.0,5223.0,8112.0
2002-03,Massachusetts,10577.0,3968.0,12173.0,17528.0
2002-03,Michigan,20837.0,6630.0,13608.0,18883.0
2002-03,Minnesota,12903.0,4486.0,7458.0,13948.0
2002-03,Mississippi,6025.0,1820.0,1885.0,5752.0
2002-03,Missouri,12528.0,4054.0,6484.0,10999.0
2002-03,Montana,3661.0,1067.0,988.0,3027.0
2002-03,Nebraska,7116.0,1398.0,2090.0,6374.0
2002-03,Nevada,2435.0,561.0,1792.0,2080.0
2002-03,New Hampshire,2244.0,736.0,2724.0,3169.0
2002-03,New Jersey,9520.0,3894.0,1336.0,17759.0
2002-03,New Mexico,4560.0,992.0,718.0,3564.0
2002-03,New York,17245.0,6122.0,22213.0,26119.0
2002-03,North Carolina,9451.0,3674.0,7470.0,9407.0
2002-03,North Dakota,2940.0,365.0,719.0,1871.0
2002-03,Ohio,17874.0,6898.0,2301.0,22623.0
2002-03,Oklahoma,7400.0,1238.0,1739.0,4153.0
2002-03,Oregon,6140.0,1928.0,4417.0,5950.0
2002-03,Pennsylvania,19410.0,4940.0,5470.0,18849.0
2002-03,Rhode Island,1174.0,611.0,1362.0,2097.0
2002-03,South Carolina,5110.0,1488.0,3154.0,5078.0
2002-03,South Dakota,3447.0,649.0,,2714.0
2002-03,Tennessee,5005.0,2105.0,4350.0,4980.0
2002-03,Texas,69386.0,28997.0,6700.0,65624.0
2002-03,Utah,2839.0,1146.0,2271.0,3095.0
2002-03,Vermont,1974.0,466.0,2415.0,1215.0
2002-03,Virginia,7842.0,3356.0,6737.0,11933.0
2002-03,Washington,9981.0,3398.0,8724.0,9079.0
2002-03,West Virginia,2437.0,648.0,1443.0,9079.0
2002-03,Wisconsin,13474.0,4874.0,8017.0,10905.0
2002-03,Wyoming,1597.0,273.0,547.0,1567.0
2003-04,Alabama,5358.0,787.0,2897.0,4759.0
2003-04,Alaska,1840.0,778.0,863.0,764.0
2003-04,Arizona,6160.0,1827.0,4368.0,4683.0
2003-04,Arkansas,4043.0,468.0,769.0,2838.0
2003-04,California,33912.0,16618.0,35380.0,34378.0
2003-04,Colorado,7579.0,2941.0,1745721.0,6103.0
2003-04,Connecticut,4263.0,2294.0,5255.0,9212.0
2003-04,Delaware,968.0,542.0,1376.0,1524.0
2003-04,District of Columbia,249.0,130.0,80.0,380.0
2003-04,Florida,10964.0,5576.0,12513.0,10914.0
2003-04,Georgia,9171.0,3869.0,7776.0,8102.0
2003-04,Hawaii,1651.0,1089.0,1727.0,1271.0
2003-04,Idaho,3611.0,822.0,1636.0,2599.0
2003-04,Illinois,18986.0,8125.0,15082.0,16587.0
2003-04,Indiana,10207.0,4295.0,6204.0,9885.0
2003-04,Iowa,8846.0,3596.0,3536.0,9114.0
2003-04,Kansas,8145.0,2419.0,2481.0,6669.0
2003-04,Kentucky,5950.0,2427.0,3930.0,4560.0
2003-04,Louisiana,9401.0,1225.0,1650.0,4877.0
2003-04,Maine,3505.0,968.0,3814.0,3296.0
2003-04,Maryland,4528.0,2020.0,5209.0,7862.0
2003-04,Massachusetts,10418.0,4094.0,42193.0,17149.0
2003-04,Michigan,20661.0,6710.0,13515.0,18663.0
2003-04,Minnesota,13017.0,4501.0,7827.0,14039.0
2003-04,Mississippi,6204.0,1358.0,1939.0,4998.0
2003-04,Missouri,12460.0,4051.0,6486.0,10930.0
2003-04,Montana,3469.0,841.0,945.0,2693.0
2003-04,Nebraska,7045.0,1587.0,2065.0,6902.0
2003-04,Nevada,2475.0,560.0,1800.0,2080.0
2003-04,New Hampshire,2262.0,853.0,2679.0,3069.0
2003-04,New Jersey,10080.0,4225.0,12118.0,12725.0
2003-04,New Mexico,4560.0,992.0,1718.0,3564.0
2003-04,New York,17245.0,6122.0,22213.0,26119.0
2003-04,North Carolina,8493.0,3756.0,7424.0,10012.0
2003-04,North Dakota,2855.0,365.0,687.0,1839.0
2003-04,Ohio,18111.0,7026.0,12622.0,2046.0
2003-04,Oklahoma,7565.0,1250.0,1740.0,325.0
2003-04,Oregon,6768.0,2246.0,4496.0,5628.0
2003-04,Pennsylvania,20550.0,5200.0,16555.0,20153.0
2003-04,Rhode Island,1123.0,663.0,1403.0,2191.0
2003-04,South Carolina,4985.0,1649.0,3221.0,4752.0
2003-04,South Dakota,3011.0,577.0,,2600.0
2003-04,Tennessee,6461.0,2404.0,4807.0,5337.0
2003-04,Texas,69824.0,27777.0,17444.0,65732.0
2003-04,Utah,2955.0,4210.0,2275.0,3202.0
2003-04,Vermont,1774.0,460.0,2130.0,1211.0
2003-04,Virginia,7804.0,3507.0,7109.0,11931.0
2003-04,Washington,9696.0,3380.0,8880.0,9058.0
2003-04,West Virginia,2145.0,581.0,1197.0,1959.0
2003-04,Wisconsin,13013.0,5247.0,8695.0,10906.0
2003-04,Wyoming,1620.0,309.0,585.0,1499.0
2004-05,Alabama,5492.0,838.0,2999.0,4693.0
2004-05,Alaska,1715.0,733.0,888.0,861.0
2004-05,Arizona,6292.0,2119.0,4602.0,5444.0
2004-05,Arkansas,4217.0,671.0,882.0,2936.0
2004-05,California,33596.0,18159.0,37424.0,36113.0
2004-05,Colorado,7923.0,2718.0,6260.0,6516.0
2004-05,Connecticut,4162.0,2295.0,5263.0,9742.0
2004-05,Delaware,615.0,358.0,853.0,1109.0
2004-05,District of Columbia,218.0,115.0,113.0,560.0
2004-05,Florida,10998.0,5574.0,12927.0,11510.0
2004-05,Georgia,9171.0,3869.0,7116.0,8102.0
2004-05,Hawaii,1585.0,889.0,1639.0,641874.0
2004-05,Idaho,3628.0,972.0,1592.0,2859.0
2004-05,Illinois,17871.0,7539.0,13932.0,16197.0
2004-05,Indiana,10316.0,4484.0,6687.0,9839.0
2004-05,Iowa,8934.0,3632.0,3571.0,9205.0
2004-05,Kansas,7975.0,2432.0,2394.0,6934.0
2004-05,Kentucky,6113.0,2123.0,4675.0,4404.0
2004-05,Louisiana,9925.0,1530.0,1935.0,4959.0
2004-05,Maine,3509.0,1004.0,3886.0,3379.0
2004-05,Maryland,4678.0,2142.0,5151.0,8197.0
2004-05,Massachusetts,10396.0,4341.0,12047.0,18331.0
2004-05,Michigan,20541.0,7063.0,13675.0,18719.0
2004-05,Minnesota,13229.0,4573.0,7933.0,14045.0
2004-05,Mississippi,6307.0,1460.0,1986.0,5069.0
2004-05,Missouri,12432.0,4100.0,6486.0,11057.0
2004-05,Montana,3433.0,783.0,791.0,2589.0
2004-05,Nebraska,7172.0,1738.0,2204.0,7307.0
2004-05,Nevada,2439.0,608.0,1940.0,2319.0
2004-05,New Hampshire,2228.0,870.0,2742.0,1124.0
2004-05,New Jersey,10150.0,4416.0,12533.0,19900.0
2004-05,New Mexico,3468.0,1260.0,2222.0,5760.0
2004-05,New York,17850.0,6348.0,22806.0,28184.0
2004-05,North Carolina,8032.0,4066.0,7612.0,10604.0
2004-05,North Dakota,2777.0,373.0,674.0,1927.0
2004-05,Ohio,18338.0,7243.0,13213.0,2916.0
2004-05,Oklahoma,7600.0,1275.0,1700.0,4270.0
2004-05,Oregon,6580.0,2139.0,4738.0,5267.0
2004-05,Pennsylvania,20760.0,5270.0,16765.0,20298.0
2004-05,Rhode Island,1170.0,616.0,1417.0,2541.0
2004-05,South Carolina,5049.0,1540.0,3147.0,5206.0
2004-05,South Dakota,3072.0,669.0,,2632.0
2004-05,Tennessee,6621.0,2616.0,4230.0,5287.0
2004-05,Texas,70232.0,28101.0,18506.0,65856.0
2004-05,Utah,2807.0,1347.0,2438.0,3321.0
2004-05,Vermont,1692.0,482.0,2232.0,1270.0
2004-05,Virginia,7896.0,3731.0,7194.0,13036.0
2004-05,Washington,8663.0,3064.0,7808.0,8259.0
2004-05,West Virginia,2122.0,603.0,1457.0,2248.0
2004-05,Wisconsin,12943.0,5250.0,8524.0,10978.0
2004-05,Wyoming,1611.0,309.0,638.0,1607.0
2005-06,Alabama,5411.0,962.0,2973.0,4875.0
2005-06,Alaska,2101.0,863.0,948.0,989.0
2005-06,Arizona,6366.0,2190.0,4795.0,5685.0
2005-06,Arkansas,4528.0,823.0,1123.0,3688.0
2005-06,California,33596.0,18159.0,37424.0,36113.0
2005-06,Colorado,7675.0,3039.0,6160.0,6536.0
2005-06,Connecticut,4091.0,2468.0,5400.0,10332.0
2005-06,Delaware,966.0,448.0,1341.0,1568.0
2005-06,District of Columbia,225.0,125.0,95.0,489.0
2005-06,Florida,9874.0,5766.0,11894.0,11414.0
2005-06,Georgia,9322.0,4343.0,7927.0,8521.0
2005-06,Hawaii,1432.0,874.0,1673.,1290.0
2005-06,Idaho,3380.0,985.0,1650.0,2995.0
2005-06,Illinois,17718.0,8511.0,14164.0,17686.0
2005-06,Indiana,10089.0,4265.0,6736.0,9903.0
2005-06,Iowa,9216.0,3922.0,4266.0,9376.0
2005-06,Kansas,7883.0,2317.0,2787.0,6995.0
2005-06,Kentucky,6273.0,2275.0,4675.0,4544.0
2005-06,Louisiana,9925.0,1530.0,1935.0,4959.0
2005-06,Maine,3516.0,1030.0,4036.0,3484.0
2005-06,Maryland,4540.0,2236.0,5349.0,7732.0
2005-06,Massachusetts,10562.0,4873.0,12165.0,19314.0
2005-06,Michigan,20604.0,6976.0,13972.0,19230.0
2005-06,Minnesota,11707.0,4444.0,7900.0,13036.0
2005-06,Mississippi,6318.0,1475.0,2016.0,5150.0
2005-06,Missouri,12283.0,4167.0,6808.0,11067.0
2005-06,Montana,3384.0,827.0,701.0,2678.0
2005-06,Nebraska,7004.0,1717.0,2182.0,7574.0
2005-06,Nevada,2590.0,660.0,1945.0,2505.0
2005-06,New Hampshire,2202.0,905.0,2750.0,3354.0
2005-06,New Jersey,9886.0,4507.0,12830.0,28184.0
2005-06,New Mexico,3468.0,1260.0,2222.0,5760.0
2005-06,New York,17850.0,6348.0,22806.0,28184.0
2005-06,North Carolina,7971.0,4083.0,8321.0,11314.0
2005-06,North Dakota,2740.0,345.0,641.0,1815.0
2005-06,Ohio,18273.0,7322.0,13308.0,27870.0
2005-06,Oklahoma,7650.0,1275.0,1700.0,4300.0
2005-06,Oregon,6409.0,2336.0,4772.0,6378.0
2005-06,Pennsylvania,20820.0,5270.0,17325.0,18144.0
2005-06,Rhode Island,1107.0,647.0,1415.0,1475.0
2005-06,South Carolina,4948.0,1783.0,3515.0,5586.0
2005-06,South Dakota,3111.0,649.0,,2601.0
2005-06,Tennessee,6692.0,2718.0,5257.0,5700.0
2005-06,Texas,69122.0,28233.0,18397.0,913.0
2005-06,Utah,2839.0,1447.0,2438.0,3595.0
2005-06,Vermont,1455.0,466.0,2025.0,1170.0
2005-06,Virginia,7888.0,3895.0,7462.0,13471.0
2005-06,Washington,9864.0,3618.0,8880.0,9456.0
2005-06,West Virginia,2193.0,679.0,1523.0,2333.0
2005-06,Wisconsin,12289.0,5520.0,8254.0,10860.0
2005-06,Wyoming,1573.0,378.0,674.0,1498.0
2006-07,Alabama,5411.0,962.0,2973.0,4875.0
2006-07,Alaska,1849.0,807.0,879.0,808.0
2006-07,Arizona,6634.0,2242.0,5228.0,5966.0
2006-07,Arkansas,4320.0,681.0,1203.0,3246.0
2006-07,California,34991.0,20873.0,40895.0,38817.0
2006-07,Colorado,7606.0,3207.0,6659.0,6337.0
2006-07,Connecticut,4157.0,2669.0,5710.0,10353.0
2006-07,Delaware,1041.0,623.0,1405.0,1651.0
2006-07,District of Columbia,205.0,65.0,120.0,176.0
2006-07,Florida,10793.0,6104.0,13562.0,12273.0
2006-07,Georgia,9322.0,4343.0,7927.0,8521.0
2006-07,Hawaii,1390.0,895.0,1662.0,1371.0
2006-07,Idaho,3341.0,1082.0,1767.0,2842.0
2006-07,Illinois,17428.0,8891.0,15588.0,18063.0
2006-07,Indiana,10080.0,4551.0,6905.0,10422.0
2006-07,Iowa,9375.0,3989.0,5031.0,9538.0
2006-07,Kansas,7803.0,2432.0,2884.0,6644.0
2006-07,Kentucky,6205.0,2305.0,4864.0,4514.0
2006-07,Louisiana,9925.0,,1935.0,4959.0
2006-07,Maine,3476.0,1052.0,4229.0,3603.0
2006-07,Maryland,4722.0,2403.0,5665.0,9192.0
2006-07,Massachusetts,10427.0,5038.0,,19591.0
2006-07,Michigan,19140.0,7073.0,14171.0,19053.0
2006-07,Minnesota,11253.0,4451.0,7872.0,13028.0
2006-07,Mississippi,6841.0,1320.0,2276.0,4875.0
2006-07,Missouri,12634.0,4297.0,6898.0,11595.0
2006-07,Montana,3461.0,791.0,790.0,2504.0
2006-07,Nebraska,6986.0,1727.0,2261.0,7561.0
2006-07,Nevada,2479.0,712.0,4975.0,2410.0
2006-07,New Hampshire,2403.0,1037.0,772834.0,3426.0
2006-07,New Jersey,9722.0,4964.0,13188.0,21614.0
2006-07,New Mexico,3528.0,1238.0,917.0,3113.0
2006-07,New York,17850.0,6348.0,22806.0,28184.0
2006-07,North Carolina,8116.0,4316.0,8592.0,11955.0
2006-07,North Dakota,2682.0,402.0,595.0,1933.0
2006-07,Ohio,18653.0,7114.0,13284.0,25195.0
2006-07,Oklahoma,7660.0,1255.0,650.0,4325.0
2006-07,Oregon,6374.0,2424.0,5217.0,6293.0
2006-07,Pennsylvania,21480.0,5470.0,18935.0,21426.0
2006-07,Rhode Island,1135.0,693.0,413.0,2797.0
2006-07,South Carolina,5002.0,1906.0,3672.0,5359.0
2006-07,South Dakota,3032.0,702.0,,2703.0
2006-07,Tennessee,6618.0,2715.0,5389.0,5729.0
2006-07,Texas,70753.0,29091.0,19823.0,67350.0
2006-07,Utah,2766.0,1553.0,2568.0,3788.0
2006-07,Vermont,1496.0,562.0,2091.0,1215.0
2006-07,Virginia,7821.0,4017.0,7597.0,13671.0
2006-07,Washington,9429.0,3717.0,9266.0,9769.0
2006-07,West Virginia,2543.0,642.0,1603.0,2686.0
2006-07,Wisconsin,13068.0,5767.0,8647.0,11470.0
2006-07,Wyoming,1541.0,328.0,720.0,1464.0
2007-08,Alabama,5384.0,1057.0,2973.0,4244.0
2007-08,Alaska,2053.0,896.0,970.0,868.0
2007-08,Arizona,6758.0,2269.0,5298.0,6136.0
2007-08,Arkansas,5221.0,969.0,1618.0,4288.0
2007-08,California,34991.0,20873.0,40895.0,38817.0
2007-08,Colorado,7359.0,3317.0,6923.0,6287.0
2007-08,Connecticut,4059.0,2630.0,5877.0,10768.0
2007-08,Delaware,968.0,630.0,1295.0,1568.0
2007-08,District of Columbia,205.0,65.0,120.0,176.0
2007-08,Florida,10447.0,5960.0,13418.0,12175.0
2007-08,Georgia,9177.0,4615.0,8492.0,8951.0
2007-08,Hawaii,1288.0,1064.0,1666.0,1408.0
2007-08,Idaho,3342.0,1072.0,1756.0,3148.0
2007-08,Illinois,17804.0,8753.0,15919.0,17262.0
2007-08,Indiana,9378.0,4288.0,6538.0,10189.0
2007-08,Iowa,10031.0,4268.0,5383.0,10205.0
2007-08,Kansas,7257.0,2597.0,922975.0,6901.0
2007-08,Kentucky,5852.0,2175.0,4997.0,4571.0
2007-08,Louisiana,3384.0,3120.0,1507.0,5680.0
2007-08,Maine,3402.0,1138.0,4117.0,3840.0
2007-08,Maryland,4758.0,2579.0,5797.0,8942.0
2007-08,Massachusetts,10217.0,5050.0,12530.0,19728.0
2007-08,Michigan,18221.0,7835.0,13879.0,242.0
2007-08,Minnesota,12180.0,5264.0,8878.0,15136.0
2007-08,Mississippi,6941.0,1375.0,2301.0,4974.0
2007-08,Missouri,12530.0,4395.0,7147.0,11873.0
2007-08,Montana,3260.0,842.0,841.0,2579.0
2007-08,Nebraska,6752.0,1866.0,2230.0,7457.0
2007-08,Nevada,2497.0,710.0,2001.0,2419.0
2007-08,New Hampshire,2045.0,930.0,2700.0,3020.0
2007-08,New Jersey,10194.0,4757.0,13504.0,23763.0
2007-08,New Mexico,3510.0,1190.0,977.0,3090.0
2007-08,New York,17750.0,7460.0,23753.0,32820.0
2007-08,North Carolina,8380.0,4505.0,10259.0,11991.0
2007-08,North Dakota,2660.0,470.0,566.0,1841.0
2007-08,Ohio,19539.0,8667.0,13735.0,26042.0
2007-08,Oklahoma,8125.0,1291.0,123.0,4300.0
2007-08,Oregon,6443.0,2494.0,5349.0,6413.0
2007-08,Pennsylvania,21570.0,5570.0,19110.0,22073.0
2007-08,Rhode Island,1110.0,754.0,436.0,2766.0
2007-08,South Carolina,4854.0,1961.0,3856.0,5337.0
2007-08,South Dakota,3073.0,714.0,,2816.0
2007-08,Tennessee,6537.0,2799.0,5542.0,2915.0
2007-08,Texas,71235.0,29102.0,21954.0,66182.0
2007-08,Utah,2768.0,1503.0,2661.0,3824.0
2007-08,Vermont,1187.0,424.0,704.0,1036.0
2007-08,Virginia,7927.0,4112.0,7896.0,13663.0
2007-08,Washington,8366.0,3301.0,8148.0,8698.0
2007-08,West Virginia,2368.0,615.0,676.0,2747.0
2007-08,Wisconsin,12545.0,5768.0,9934.0,11744.0
2007-08,Wyoming,1548.0,290.0,721.0,1595.0
2008-09,Alabama,5411.0,1086.0,3229.0,4546.0
2008-09,Alaska,1858.0,777.0,920.0,969.0
2008-09,Arizona,6758.0,2269.0,5298.0,6136.0
2008-09,Arkansas,4759.0,1162.0,1624.0,3698.0
2008-09,California,32980.0,21901.0,41727.0,41736.0
2008-09,Colorado,7211.0,3535.0,7028.0,6529.0
2008-09,Connecticut,4065.0,2691.0,5847.0,10945.0
2008-09,Delaware,1011.0,613.0,1540.0,1623.0
2008-09,District of Columbia,205.0,65.0,120.0,176.0
2008-09,Florida,10390.0,6158.0,13920.0,12839.0
2008-09,Georgia,9177.0,4615.0,8492.0,8951.0
2008-09,Hawaii,1286.0,981.0,1639.0,1495.0
2008-09,Idaho,3389.0,1190.0,1895.0,3192.0
2008-09,Illinois,18178.0,9121.0,16111.0,17871.0
2008-09,Indiana,8980.0,4277.0,6554.0,10191.0
2008-09,Iowa,8952.0,4194.0,4966.0,9582.0
2008-09,Kansas,7282.0,2721.0,3008.0,6832.0
2008-09,Kentucky,5852.0,2175.0,4997.0,4571.0
2008-09,Louisiana,5536.0,2691.0,3486.0,5507.0
2008-09,Maine,3378.0,1038.0,4096.0,3898.0
2008-09,Maryland,4624.0,2537.0,5638.0,8941.0
2008-09,Massachusetts,10125.0,5118.0,12518.0,19465.0
2008-09,Michigan,18187.0,7633.0,13670.0,17724.0
2008-09,Minnesota,11276.0,4407.0,8273.0,13184.0
2008-09,Mississippi,6941.0,1375.0,2301.0,5133.0
2008-09,Missouri,13250.0,5130.0,8287.0,12494.0
2008-09,Montana,3177.0,849.0,786.0,2556.0
2008-09,Nebraska,6638.0,1869.0,2265.0,7309.0
2008-09,Nevada,2556.0,784.0,2041.0,2816.0
2008-09,New Hampshire,2107.0,1029.0,2797.0,3641.0
2008-09,New Jersey,9618.0,95125.0,13903.0,23828.0
2008-09,New Mexico,3981.0,1483.0,2173.0,3743.0
2008-09,New York,17750.0,7460.0,23753.0,32820.0
2008-09,North Carolina,8119.0,4439.0,3584.0,12773.0
2008-09,North Dakota,2547.0,485.0,605.0,1775.0
2008-09,Ohio,17806.0,8143.0,13609.0,2581.0
2008-09,Oklahoma,8125.0,1291.0,1723.0,4300.0
2008-09,Oregon,6421.0,2509.0,5462.0,6452.0
2008-09,Pennsylvania,21750.0,11320.0,19075.0,26650.0
2008-09,Rhode Island,1082.0,795.0,1488.0,2730.0
2008-09,South Carolina,4962.0,2022.0,4035.0,6071.0
2008-09,South Dakota,2898.0,698.0,,2669.0
2008-09,Tennessee,6537.0,,5542.0,5682.0
2008-09,Texas,71218.0,29096.0,22106.0,65748.0
2008-09,Utah,2776.0,1461.0,2741.0,3926.0
2008-09,Vermont,1165.0,440.0,1596.0,992.0
2008-09,Virginia,7951.0,4436.0,8217.0,14490.0
2008-09,Washington,8001.0,3404.0,7838.0,8438.0
2008-09,West Virginia,2417.0,667.0,1626.0,2785.0
2008-09,Wisconsin,12482.0,5813.0,9613.0,11209.0
2008-09,Wyoming,1664.0,322.0,772.0,1554.0
2009-10,Alabama,5478.0,1166.0,3408.0,4895.0
2009-10,Alaska,1667.0,834.0,947.0,1004.0
2009-10,Arizona,6955.0,2710.0,6061.0,7130.0
2009-10,Arkansas,4633.0,974.0,1535.0,3723.0
2009-10,California,32980.0,21901.0,41727.0,42773.0
2009-10,Colorado,6934.0,3293.0,6889.0,6999.0
2009-10,Connecticut,4044.0,2740.0,5861.0,11526.0
2009-10,Delaware,1061.0,644.0,1769.0,1839.0
2009-10,District of Columbia,205.0,65.0,120.0,176.0
2009-10,Florida,10304.0,6596.0,13991.0,13741.0
2009-10,Georgia,9154.0,5119.0,9122.0,10072.0
2009-10,Hawaii,1237.0,1010.0,1703.0,1676.0
2009-10,Idaho,3378.0,1259.0,1898.0,3389.0
2009-10,Illinois,17584.0,9752.0,16619.0,19157.0
2009-10,Indiana,9017.0,4281.0,6558.0,10622.0
2009-10,Iowa,8566.0,4338.0,5089.0,9800.0
2009-10,Kansas,7130.0,2827.0,3199.0,7159.0
2009-10,Kentucky,5852.0,2175.0,4997.0,4806.0
2009-10,Louisiana,5541.0,2741.0,3490.0,8061.0
2009-10,Maine,3203.0,1040.0,3950.0,3863.0
2009-10,Maryland,4707.0,2585.0,5598.0,9647.0
2009-10,Massachusetts,10047.0,5111.0,12922.0,21319.0
2009-10,Michigan,17580.0,7925.0,13535.0,17828.0
2009-10,Minnesota,11643.0,5052.0,8297.0,15564.0
2009-10,Mississippi,6926.0,1401.0,2403.0,5121.0
2009-10,Missouri,10695.0,3703.0,7955.0,12061.0
2009-10,Montana,3193.0,848.0,825.0,2656.0
2009-10,Nebraska,6535.0,2028.0,2393.0,7566.0
2009-10,Nevada,2556.0,784.0,2041.0,2910.0
2009-10,New Hampshire,3194.0,1056.0,2653.0,3547.0
2009-10,New Jersey,9448.0,5095.0,13483.0,24667.0
2009-10,New Mexico,3773.0,1286.0,2185.0,3673.0
2009-10,New York,17750.0,7460.0,23753.0,32820.0
2009-10,North Carolina,8215.0,4445.0,9858.0,12773.0
2009-10,North Dakota,2433.0,483.0,580.0,1946.0
2009-10,Ohio,17342.0,8570.0,14100.0,24777.0
2009-10,Oklahoma,7200.0,2212.0,2457.0,4364.0
2009-10,Oregon,6238.0,2670.0,5408.0,6991.0
2009-10,Pennsylvania,21720.0,11400.0,19390.0,27040.0
2009-10,Rhode Island,1066.0,757.0,1523.0,2790.0
2009-10,South Carolina,5102.0,2127.0,4220.0,5693.0
2009-10,South Dakota,2936.0,695.0,,2940.0
2009-10,Tennessee,6463.0,2836.0,5854.0,5780.0
2009-10,Texas,70442.0,28102.0,22123.0,66101.0
2009-10,Utah,2937.0,1613.0,2734.0,4168.0
2009-10,Vermont,1091.0,478.0,1502.0,1028.0
2009-10,Virginia,7876.0,4555.0,8177.0,14608.0
2009-10,Washington,9166.0,4347.0,9238.0,10304.0
2009-10,West Virginia,2397.0,727.0,1677.0,2741.0
2009-10,Wisconsin,12479.0,5837.0,9487.0,12207.0
2009-10,Wyoming,1477.0,315.0,812.0,1610.0
2010-11,Alabama,6372.0,1182.0,3408.0,4943.0
2010-11,Alaska,1658.0,879.0,921.0,957.0
2010-11,Arizona,6484.0,2626.0,5803.0,6705.0
2010-11,Arkansas,4633.0,1036.0,1764.0,4168.0
2010-11,California,32839.0,23651.0,42720.0,45713.0
2010-11,Colorado,7306.0,3636.0,7217.0,6971.0
2010-11,Connecticut,4005.0,2775.0,5599.0,11424.0
2010-11,Delaware,1030.0,681.0,1581.0,1932.0
2010-11,District of Columbia,205.0,65.0,120.0,176.0
2010-11,Florida,10288.0,6533.0,14410.0,13770.0
2010-11,Georgia,9154.0,5119.0,9122.0,10072.0
2010-11,Hawaii,1257.0,997.0,1718.0,1706.0
2010-11,Idaho,3423.0,1201.0,1946.0,3290.0
2010-11,Illinois,17933.0,10773.0,16285.0,20854.0
2010-11,Indiana,8878.0,4327.0,6497.0,10468.0
2010-11,Iowa,8407.0,4312.0,5081.0,9802.0
2010-11,Kansas,7168.0,2870.0,3257.0,7316.0
2010-11,Kentucky,5852.0,2175.0,4997.0,4806.0
2010-11,Louisiana,5792.0,2316.0,3641.0,8412.0
2010-11,Maine,3138.0,1127.0,4054.0,3733.0
2010-11,Maryland,4674.0,2667.0,5863.0,10168.0
2010-11,Massachusetts,10202.0,5352.0,12923.0,21201.0
2010-11,Michigan,17368.0,8114.0,13649.0,17545.0
2010-11,Minnesota,11144.0,4952.0,8117.0,15714.0
2010-11,Mississippi,6938.0,1401.0,2403.0,5132.0
2010-11,Missouri,10317.0,3590.0,7711.0,11971.0
2010-11,Montana,3129.0,908.0,840.0,2632.0
2010-11,Nebraska,6456.0,2074.0,2422.0,7476.0
2010-11,Nevada,2508.0,833.0,2331.0,2921.0
2010-11,New Hampshire,2136.0,992.0,2611.0,3676.0
2010-11,New Jersey,9434.0,4630.0,13320.0,24674.0
2010-11,New Mexico,3773.0,1286.0,2185.0,3673.0
2010-11,New York,18104.0,7732.0,23947.0,33368.0
2010-11,North Carolina,8157.0,4627.0,13554.0,13159.0
2010-11,North Dakota,2454.0,504.0,588.0,1848.0
2010-11,Ohio,18247.0,8947.0,14617.0,23431.0
2010-11,Oklahoma,7125.0,2800.0,2500.0,6169.0
2010-11,Oregon,6216.0,2821.0,5121.0,7200.0
2010-11,Pennsylvania,21720.0,11380.0,18795.0,27220.0
2010-11,Rhode Island,1068.0,702.0,1512.0,2557.0
2010-11,South Carolina,4859.0,2018.0,4377.0,6031.0
2010-11,South Dakota,2912.0,714.0,,2872.0
2010-11,Tennessee,6354.0,2828.0,6116.0,5907.0
2010-11,Texas,70442.0,25705.0,22123.0,66101.0
2010-11,Utah,3564.0,1888.0,2902.0,3589.0
2010-11,Vermont,1006.0,503.0,1577.0,1225.0
2010-11,Virginia,7775.0,4693.0,8563.0,14719.0
2010-11,Washington,9009.0,4405.0,9421.0,10353.0
2010-11,West Virginia,2213.0,711.0,1582.0,2599.0
2010-11,Wisconsin,12263.0,6141.0,8938.0,12050.0
2010-11,Wyoming,1544.0,454.0,807.0,1647.0
2011-12,Alabama,6075.0,1155.0,3358.0,5017.0
2011-12,Alaska,1807.0,789.0,983.0,980.0
2011-12,Arizona,6459.0,2731.0,5911.0,6741.0
2011-12,Arkansas,4592.0,956.0,1718.0,4096.0
2011-12,California,35134.0,23769.0,43332.0,46884.0
2011-12,Colorado,7129.0,3763.0,7458.0,7006.0
2011-12,Connecticut,4028.0,2684.0,5808.0,11350.0
2011-12,Delaware,1018.0,719.0,1549.0,1945.0
2011-12,District of Columbia,205.0,65.0,120.0,176.0
2011-12,Florida,11080.0,6584.0,14842.0,11415.0
2011-12,Georgia,9207.0,5711.0,9777.0,10849.0
2011-12,Hawaii,1257.0,997.0,1718.0,1706.0
2011-12,Idaho,3348.0,1285.0,1938.0,3232.0
2011-12,Illinois,17767.0,10762.0,16107.0,19879.0
2011-12,Indiana,8567.0,4328.0,6412.0,10214.0
2011-12,Iowa,8400.0,4476.0,4894.0,9800.0
2011-12,Kansas,7090.0,2898.0,3296.0,7291.0
2011-12,Kentucky,5511.0,2570.0,5640.0,5388.0
2011-12,Louisiana,5648.0,2786.0,3670.0,8063.0
2011-12,Maine,3000.0,1012.0,3780.0,3573.0
