age,p_move
40,0.1429691246925104
42,0.15755891676055597
44,0.1680100955376138
46,0.17246763336993956
48,0.1779792154641006
50,0.18384758115423608
52,0.18739455811740277
54,0.19001539476577964
56,0.197498408833052
58,0.19685581861455592
60,0.19911739685240323
62,0.2024408328490411
64,0.20318326512050933
66,0.20649460926845586
68,0.20907579690279682
70,0.2101332455996052
72,0.20593809222994314
74,0.21347416259888907
76,0.21332512548536794
78,0.229631217838765
80,0.2268976897689769
