id,year,Y,Y2,L,K,M,industry,country
33381,1988,16034.70117188,9846.66796875,143.88539,1982.553955078,6188.033691406,"metal","chile"
33381,1989,20568.125,14574.09863281,151.46606,3290.247558594,5994.026855469,"metal","chile"
33381,1990,17080.98046875,8950.208984375,189.95314,4107.1171875,8130.771972656,"metal","chile"
33381,1991,25213.66992188,15314.95019531,145.95314,4609.774902344,9898.720703125,"metal","chile"
33381,1992,17864.78710938,9303.318359375,87.89595,4936.669433594,8561.469726563,"metal","chile"
33381,1993,17889.76757813,12659.64453125,81.815338,4905.43359375,5230.123046875,"metal","chile"
33381,1994,20547.43359375,13196.08789063,104.95867,4892.643554688,7351.345214844,"metal","chile"
33381,1995,17545.98828125,11812.21679688,95.221878,4836.655761719,5733.770996094,"metal","chile"
33381,1996,17172.0546875,11037.69433594,109.87257,4690.743164063,6134.360351563,"metal","chile"
35748,1979,1762.817626953,1274.125,15.622111,461.9764099121,488.6925964355,"metal","chile"
35748,1981,1359.422241211,782.7455444336,14.953618,331.7101135254,576.6766967773,"metal","chile"
35748,1982,538.8671264648,220.3167724609,10.546721,283.6089477539,318.5503540039,"metal","chile"
35784,1979,851.1627197266,457.5044555664,13.041442,347.1164550781,393.6582641602,"metal","chile"
35919,1982,1289.788330078,650.0523071289,9.138895,429.5213317871,639.7360839844,"metal","chile"
36063,1979,805.5601806641,336.7380371094,13.435411,246.6856231689,468.8221130371,"metal","chile"
36189,1979,4320.036621094,2540.550292969,27.746386,313.4238891602,1779.486328125,"metal","chile"
36189,1980,5975.586914063,775.3969726563,25.595303,373.3834838867,5200.189941406,"metal","chile"
36189,1981,7678.291992188,3119.143310547,26.9013,427.6620178223,4559.148925781,"metal","chile"
36189,1983,1789.129516602,602.2457275391,21.853878,351.7163696289,1186.883789063,"metal","chile"
36189,1984,2658.169433594,664.3114013672,20.3582,320.897277832,1993.857910156,"metal","chile"
36189,1985,2597.906982422,868.4095458984,21.37611,293.8359375,1729.497436523,"metal","chile"
36189,1987,2873.533203125,587.709777832,27.887623,248.7387390137,2285.823486328,"metal","chile"
36189,1988,3801.544433594,1489.350830078,23.073925,229.8218688965,2312.193603516,"metal","chile"
36189,1989,2757.242919922,920.5628051758,18.540598,212.8648376465,1836.680175781,"metal","chile"
36189,1990,2881.809082031,912.5866088867,12.224633,197.5950164795,1969.22253418,"metal","chile"
36189,1991,4933.28125,815.6471557617,13.112327,342.7916870117,4117.634277344,"metal","chile"
36189,1992,5407.106445313,2454.18359375,25.090567,412.2666931152,2952.922851563,"metal","chile"
36189,1993,4585.760253906,1539.107055664,24.434731,352.6358642578,3046.653076172,"metal","chile"
36189,1994,2460.630126953,913.8736572266,28.994677,303.6235656738,1546.756469727,"metal","chile"
36198,1979,3161.505615234,1513.865600586,16.223736,226.4027862549,1647.640014648,"metal","chile"
36198,1980,3108.151855469,1197.984130859,18.61957,185.7731018066,1910.16784668,"metal","chile"
36198,1981,2678.389160156,1020.686035156,15.783651,152.9151611328,1657.70300293,"metal","chile"
36198,1982,1787.406005859,537.9796142578,15.474169,126.3045196533,1249.426513672,"metal","chile"
36198,1983,2299.100341797,746.7860107422,19.69059,104.7188491821,1552.314453125,"metal","chile"
36198,1984,2041.232788086,752.7741088867,20.389221,87.17790222168,1288.458740234,"metal","chile"
36198,1985,2727.523925781,560.3403930664,22.451805,72.89518737793,2167.183349609,"metal","chile"
36198,1986,3517.64453125,940.1173706055,28.297882,61.23955154419,2577.527099609,"metal","chile"
36198,1987,3138.701660156,936.3810424805,22.132404,51.70423126221,2202.320556641,"metal","chile"
36198,1988,2668.505859375,105.4458999634,24.195417,43.88217163086,2563.060058594,"metal","chile"
36198,1989,2268.575683594,536.0853881836,21.444733,37.44622802734,1732.490234375,"metal","chile"
36198,1990,2594.930175781,776.9025268555,22.132404,32.13332366943,1818.027709961,"metal","chile"
36198,1991,2650.280761719,719.4595947266,22.729158,27.73177528381,1930.821044922,"metal","chile"
36198,1992,2271.962402344,561.5981445313,20.757061,24.07110977173,1710.364379883,"metal","chile"
36198,1993,1922.193969727,579.1357421875,20.149347,21.01393890381,1343.058227539,"metal","chile"
36198,1994,1434.937744141,710.7496337891,20.3319,18.4494342804,724.1880493164,"metal","chile"
36198,1995,1118.992919922,238.6404266357,15.489074,16.28809165955,880.3524169922,"metal","chile"
36324,1980,4459.854003906,3088.607666016,33.859459,45458.17578125,1371.246337891,"metal","chile"
36324,1981,3884.020996094,2359.764892578,31.101725,43161.6875,1524.256347656,"metal","chile"
36324,1982,1739.288818359,1055.657470703,23.827709,40984.57421875,683.6314697266,"metal","chile"
36324,1983,1472.579711914,888.6362304688,22.981134,38919.98046875,583.9434814453,"metal","chile"
36324,1984,1599.891357422,655.7789306641,13.42239,36961.5546875,944.112487793,"metal","chile"
36324,1985,1674.295532227,656.1348876953,13.364396,35103.41796875,1018.160644531,"metal","chile"
36324,1986,1385.128173828,545.1028442383,12.631931,33340.09375,840.0252685547,"metal","chile"
36324,1987,1399.258422852,618.1369018555,18.540598,31666.46484375,781.1215209961,"metal","chile"
36324,1988,1344.348754883,705.8577880859,19.762493,30077.75976563,638.4909667969,"metal","chile"
36324,1989,1549.860107422,893.1931762695,19.762493,28569.48828125,656.6669921875,"metal","chile"
36387,1979,1150.88684082,352.5596618652,14.299714,881.8395385742,798.3271484375,"metal","chile"
36477,1979,2779.185058594,847.3690185547,40.385818,348.7755432129,1931.816162109,"metal","chile"
36477,1980,4556.606445313,2000.467407227,33.10313,355.524597168,2556.138916016,"metal","chile"
36477,1981,6211.994628906,2926.050292969,27.39661,343.5353393555,3285.944335938,"metal","chile"
36477,1982,3484.05078125,1901.198974609,20.890007,293.9768676758,1582.85168457,"metal","chile"
36477,1983,2938.830322266,1203.610473633,25.457409,252.4152526855,1735.219848633,"metal","chile"
36477,1984,2649.712646484,1002.141113281,23.983692,217.4425811768,1647.571655273,"metal","chile"
36477,1985,3340.899902344,1695.045654297,17.772743,187.9133911133,1645.854370117,"metal","chile"
36477,1986,569.4154663086,346.5436401367,23.761595,136.1367034912,222.8718414307,"metal","chile"
36477,1987,4836.428710938,757.4721679688,54.706802,101.7635650635,4078.956298828,"metal","chile"
36477,1988,11127.16894531,3316.915527344,34.610886,91.58720397949,7810.252929688,"metal","chile"
36477,1989,11885.53027344,4499.4296875,45.333252,214.8518981934,7386.100585938,"metal","chile"
36477,1990,8294.87109375,258.2515258789,42.302193,296.9213256836,8036.619628906,"metal","chile"
36477,1991,21448.77539063,7688.311035156,90.799492,358.4110412598,13760.46484375,"metal","chile"
36477,1992,29896.75976563,9925.28515625,109.06977,637.8338012695,19971.47460938,"metal","chile"
36477,1993,43329.6953125,18813.90625,109.06977,772.4428710938,24515.78710938,"metal","chile"
36477,1994,28919.90625,8768.76953125,43.397163,691.9758300781,20151.13671875,"metal","chile"
36477,1995,31077.44726563,14115.70898438,46.14785,620.200012207,16961.73828125,"metal","chile"
36477,1996,24610.28320313,15589.90429688,41.000729,556.1174316406,9020.37890625,"metal","chile"
36522,1979,2455.163574219,1406.536621094,15.28305,119.9687957764,1048.626831055,"metal","chile"
36522,1980,4007.481689453,1582.200195313,18.908899,107.9719085693,2425.281494141,"metal","chile"
36522,1981,4977.578613281,2104.053222656,21.829487,142.7801208496,2873.525146484,"metal","chile"
36522,1982,3307.196044922,1570.138916016,20.229727,173.1386413574,1737.057250977,"metal","chile"
36522,1983,2747.554199219,913.3463134766,19.463615,175.8692779541,1834.208007813,"metal","chile"
36522,1984,3338.402832031,906.3483276367,21.849932,218.9522399902,2432.054443359,"metal","chile"
36522,1985,4144.904785156,702.5288085938,29.070528,278.9575805664,3442.375976563,"metal","chile"
36522,1986,4266.240722656,1899.085693359,24.602716,300.3485717773,2367.154785156,"metal","chile"
36522,1987,4088.259277344,1360.990478516,36.467789,383.8555297852,2727.269042969,"metal","chile"
36522,1988,4580.128417969,1850.716064453,40.242271,462.684387207,2729.412353516,"metal","chile"
36522,1989,5320.387695313,1922.60546875,47.480732,444.5362243652,3397.781982422,"metal","chile"
36522,1990,5448.823730469,2104.200683594,45.173779,462.0252075195,3344.623291016,"metal","chile"
36522,1991,6080.181152344,2444.756103516,45.660587,662.1226196289,3635.425292969,"metal","chile"
36522,1992,4255.645996094,1940.743896484,41.92403,858.0306396484,2314.902099609,"metal","chile"
36522,1993,5022.909667969,2794.272949219,39.907162,838.119934082,2228.63671875,"metal","chile"
36522,1994,4532.962402344,2856.002685547,40.318119,1026.898193359,1676.959838867,"metal","chile"
36522,1995,5231.195800781,3072.653808594,40.523598,1083.896728516,2158.541992188,"metal","chile"
36522,1996,5730.481445313,3116.50390625,38.263325,957.0582885742,2613.977294922,"metal","chile"
36837,1979,2881.057861328,936.5826416016,22.075397,36.91180038452,1944.475219727,"metal","chile"
36837,1980,3247.104248047,929.4036254883,25.084755,310.2492675781,2317.700683594,"metal","chile"
36837,1981,5005.728027344,2820.664306641,36.892105,566.1194458008,2185.063964844,"metal","chile"
36837,1982,3602.542236328,1745.437133789,36.085651,567.9065551758,1857.105102539,"metal","chile"
36837,1983,4625.969238281,1671.594482422,41.870163,784.6063842773,2954.374755859,"metal","chile"
36837,1984,7485.739257813,3389.111328125,44.41888,939.0987548828,4096.627929688,"metal","chile"
36837,1987,12586.65820313,7087.594726563,84.738663,6936.118164063,5499.064453125,"metal","chile"
36837,1988,14783.12695313,9177.114257813,89.416191,7404.612304688,5606.012207031,"metal","chile"
36837,1989,13668.0703125,8655.708984375,89.29686,7662.616210938,5012.361816406,"metal","chile"
36837,1990,15984.41113281,8386.873046875,78.832314,7385.311523438,7597.538085938,"metal","chile"
36837,1991,15264.76074219,10459.68164063,76.804436,7170.147460938,4805.079101563,"metal","chile"
36837,1992,14910.4609375,10100.97558594,86.823662,11940.77539063,4809.485351563,"metal","chile"
36837,1993,14623.8828125,9578.6171875,87.763687,16616.671875,5045.265625,"metal","chile"
36837,1994,15824.7890625,10036.99902344,82.490288,16578.76367188,5787.789550781,"metal","chile"
36837,1995,16720.31835938,11520.8671875,79.430344,15637.60644531,5199.451660156,"metal","chile"
36837,1996,19587.79882813,14090.93945313,88.565674,15229.4375,5496.859863281,"metal","chile"
36918,1979,1526.749389648,675.9944458008,16.002668,1268.12878418,850.7549438477,"metal","chile"
36918,1980,2063.437988281,822.0091552734,16.564775,1172.261962891,1241.428710938,"metal","chile"
36918,1981,1711.876220703,196.8521118164,12.882599,1086.946533203,1515.024047852,"metal","chile"
36918,1982,1433.661376953,831.7109375,17.996149,1010.576477051,601.9504394531,"metal","chile"
36918,1983,2453.758544922,1031.181884766,29.388327,931.0247192383,1422.576660156,"metal","chile"
36918,1984,2983.434814453,1174.245849609,28.152788,843.8544921875,1809.188964844,"metal","chile"
37962,1979,714.3587646484,511.5308532715,11.085322,4.532702445984,202.8278961182,"metal","chile"
38295,1988,1700.839599609,385.1672363281,14.287647,136.7843170166,1315.672363281,"metal","chile"
38385,1988,3037.965820313,1094.861206055,16.757959,448.4048461914,1943.104614258,"metal","chile"
38385,1989,3098.156005859,963.219543457,15.538184,390.2075805664,2134.936523438,"metal","chile"
38385,1990,2088.805419922,658.0914306641,15.66299,344.8488464355,1430.714111328,"metal","chile"
38385,1991,2814.455078125,816.2797241211,16.35066,319.7553710938,1998.175415039,"metal","chile"
38385,1992,3336.063232422,1283.236083984,16.866413,329.815032959,2052.827148438,"metal","chile"
38385,1993,4338.737304688,1562.322998047,17.038332,343.9323730469,2776.4140625,"metal","chile"
38385,1994,3256.689453125,1782.358398438,17.210249,399.8649597168,1474.331054688,"metal","chile"
38385,1995,3412.809082031,970.2130737305,16.866413,415.8295898438,2442.595947266,"metal","chile"
38385,1996,3240.369384766,1281.922607422,13.428059,383.5361328125,1958.446777344,"metal","chile"
38565,1979,3018.770019531,2677.175292969,27.42491,161.8215026855,341.5947265625,"metal","chile"
38565,1980,9240.391601563,8322.911132813,90.243271,254.1505432129,917.4808349609,"metal","chile"
38565,1981,8125.89453125,6626.560058594,65.429482,339.2559509277,1499.334228516,"metal","chile"
38565,1982,816.852355957,646.8400268555,22.720137,354.4816894531,170.0123138428,"metal","chile"
38673,1979,1325.580322266,383.3743286133,9.5279064,214.6864471436,942.2059326172,"metal","chile"
38673,1981,2573.978271484,1784.40625,19.956915,208.0195770264,789.5720214844,"metal","chile"
38673,1982,444.4570922852,186.9732208252,30.841724,105.918762207,257.4838562012,"metal","chile"
38754,1981,1988.366943359,1088.890991211,13.654159,86.34997558594,899.4759521484,"metal","chile"
38754,1982,1575.287597656,794.6912841797,10.074674,74.57483673096,780.5963745117,"metal","chile"
39249,1979,718.2877197266,326.7553100586,15.399883,171.5836639404,391.532409668,"metal","chile"
39582,1980,2734.854980469,1223.323730469,15.787794,461.6800842285,1511.53125,"metal","chile"
39582,1981,3161.474853516,1838.333618164,8.1291285,417.9706115723,1323.141113281,"metal","chile"
39582,1982,1672.928344727,1122.865966797,12.704289,383.1929626465,550.0623168945,"metal","chile"
39582,1983,1285.626708984,524.1726074219,11.262689,353.528137207,761.4540405273,"metal","chile"
39582,1984,1783.263427734,375.985748291,11.770254,322.9600219727,1407.277709961,"metal","chile"
39582,1985,2166.899902344,641.1924438477,11.817336,294.1521606445,1525.707519531,"metal","chile"
39582,1986,3103.460449219,667.5777587891,12.505007,267.4729919434,2435.8828125,"metal","chile"
39582,1987,2926.755371094,959.6598510742,16.590059,253.9945068359,1967.095581055,"metal","chile"
39582,1988,3183.159667969,1463.508544922,18.720703,366.6956176758,1719.651123047,"metal","chile"
39582,1989,3375.319091797,1398.763916016,18.720703,657.2595214844,1976.555297852,"metal","chile"
39582,1990,3725.298339844,1686.790649414,17.898787,734.4468994141,2038.5078125,"metal","chile"
39582,1991,4800.335449219,2552.633056641,18.5959,783.9295654297,2247.702636719,"metal","chile"
39582,1992,5356.125,2771.007568359,18.720703,797.7471923828,2585.117431641,"metal","chile"
39582,1993,6093.148925781,3398.258544922,20.935127,994.05859375,2694.890380859,"metal","chile"
39582,1994,5220.859375,2794.409667969,22.982498,1092.961669922,2426.449462891,"metal","chile"
39582,1995,5765.909179688,2894.099609375,22.868219,1094.475708008,2871.809814453,"metal","chile"
39582,1996,5113.020019531,2689.421875,24.755459,1089.185302734,2423.598144531,"metal","chile"
39609,1979,7860.143554688,6824.063964844,40.39397,3308.833496094,1036.079467773,"metal","chile"
39609,1980,7351.295410156,5510.333007813,36.527786,3182.049072266,1840.961914063,"metal","chile"
39609,1981,8287.12109375,5380.644042969,37.510422,3516.466064453,2906.476806641,"metal","chile"
39609,1983,5596.419433594,3923.200439453,34.346577,3376.271972656,1673.219238281,"metal","chile"
39627,1979,5017.655273438,2508.813964844,48.916553,3664.481933594,2508.841552734,"metal","chile"
39627,1980,7681.654785156,3174.424804688,40.763794,3477.826171875,4507.229980469,"metal","chile"
39726,1980,3892.036376953,1705.602172852,14.276008,654.5349731445,2186.434082031,"metal","chile"
39726,1981,4280.215820313,1357.987182617,10.202104,572.2073974609,2922.228759766,"metal","chile"
39879,1979,1687.082275391,1085.826904297,24.442427,151.4675750732,601.2554321289,"metal","chile"
39879,1980,1341.386352539,461.7996520996,11.081517,127.0665740967,879.5866699219,"metal","chile"
40086,1979,5455.725585938,2969.512207031,31.489195,26.87407875061,2486.213378906,"metal","chile"
40086,1981,8198.682617188,4636.922851563,27.929354,85.06534576416,3561.760009766,"metal","chile"
40086,1982,4260.767578125,1913.643310547,30.882437,104.7917938232,2347.124023438,"metal","chile"
40086,1983,2158.398681641,1251.971069336,19.987206,83.83343505859,906.4275512695,"metal","chile"
40086,1984,4841.698730469,14.21115684509,27.650097,67.06674957275,4827.487792969,"metal","chile"
40086,1985,4935.657714844,906.1879882813,28.555641,53.65339279175,4029.469726563,"metal","chile"
40086,1986,6083.090820313,1987.665649414,31.606352,42.9227180481,4095.425048828,"metal","chile"
40086,1987,11330.38671875,2610.033691406,40.953377,34.3381729126,8720.353515625,"metal","chile"
40086,1988,17721.08203125,7729.84375,51.39537,27.47053527832,9991.237304688,"metal","chile"
40086,1989,19282.65039063,5336.029296875,51.469864,141.5773620605,13946.62109375,"metal","chile"
40086,1993,98970.34375,35092.6171875,74.990372,6308.661621094,63877.73046875,"metal","chile"
40086,1994,77697.171875,29899.85351563,68.523689,8445.021484375,47797.32421875,"metal","chile"
40086,1995,91860.1875,31384.96484375,106.38918,9111.053710938,60475.22265625,"metal","chile"
40086,1996,56125.3515625,19679.79492188,65.693642,8378.029296875,36445.5546875,"metal","chile"
40986,1979,309.9217834473,87.11695861816,14.393355,276.4948120117,222.8048095703,"metal","chile"
41121,1979,1361.897460938,908.6663818359,13.697421,106.895652771,453.2311096191,"metal","chile"
41121,1980,1482.162231445,706.6837158203,15.194912,96.94550323486,775.478515625,"metal","chile"
41121,1981,1174.100585938,541.0171508789,14.568021,87.95338439941,633.0834350586,"metal","chile"
41121,1982,1126.026000977,703.1859130859,12.654469,79.82536315918,422.8400878906,"metal","chile"
41121,1983,690.0384521484,192.775177002,11.864416,72.47677612305,497.2632446289,"metal","chile"
41121,1984,948.2075195313,455.251373291,12.335227,65.83135223389,492.9561767578,"metal","chile"
41121,1985,860.9000244141,321.7044067383,11.7061,59.82036209106,539.1956176758,"metal","chile"
41121,1986,1272.395263672,225.9008026123,15.815856,54.38185501099,1046.494384766,"metal","chile"
41121,1987,1505.47644043,417.2990722656,15.281331,49.46002960205,1088.177368164,"metal","chile"
41121,1988,1819.168701172,744.190246582,21.521566,45.00456619263,1074.978515625,"metal","chile"
41121,1989,1583.576171875,392.3839416504,23.165401,40.97011947632,1191.192260742,"metal","chile"
41121,1990,1403.298706055,455.2223510742,19.877729,37.31581878662,948.0764160156,"metal","chile"
41121,1991,1419.249511719,462.2989196777,19.877729,34.00481414795,956.9505615234,"metal","chile"
41121,1992,1885.287841797,614.8785400391,21.316086,31.00387954712,1270.409423828,"metal","chile"
41121,1993,1506.940673828,600.1195068359,20.905127,28.28306007385,906.8211669922,"metal","chile"
41121,1995,1482.448974609,624.7522583008,19.877729,23.57637214661,857.6967163086,"metal","chile"
41121,1996,1368.12109375,504.2921447754,19.877729,21.54417037964,863.8289794922,"metal","chile"
41733,1982,849.6260986328,363.9782714844,6.8008218,880.9611206055,485.6478271484,"metal","chile"
41733,1983,1012.555053711,511.217956543,23.472551,825.5687255859,501.3371276855,"metal","chile"
41733,1984,4421.640136719,1992.641845703,43.553715,852.3880004883,2428.998291016,"metal","chile"
41733,1985,3295.043701172,1566.510986328,30.144674,842.4098510742,1728.532714844,"metal","chile"
41733,1987,7004.454101563,3205.779785156,48.613152,690.4710693359,3798.674316406,"metal","chile"
41733,1988,6929.170410156,2557.119873047,47.269344,625.384765625,4372.050292969,"metal","chile"
41733,1989,5992.403320313,1848.197631836,52.38763,566.6090698242,4144.206054688,"metal","chile"
41733,1990,5858.799804688,2028.073852539,41.360676,513.5227661133,3830.725830078,"metal","chile"
41733,1991,4364.392578125,448.6545410156,42.868057,465.56640625,3915.738037109,"metal","chile"
41733,1993,5955.587890625,1351.049194336,28.404165,383.0770263672,4604.538574219,"metal","chile"
41733,1994,2874.226074219,1046.327880859,30.396296,347.680847168,1827.898193359,"metal","chile"
41814,1981,875.5747070313,459.3320922852,8.6248531,271.6020812988,416.2426452637,"metal","chile"
42813,1980,4200.785644531,675.6860351563,45.069798,2442.084716797,3525.099609375,"metal","chile"
42813,1982,3637.615722656,2495.260253906,27.362499,2127.904785156,1142.35546875,"metal","chile"
42813,1983,3958.438232422,2974.484375,26.619928,1910.978149414,983.9539794922,"metal","chile"
42813,1984,4055.822998047,2807.965087891,22.981997,1856.898193359,1247.858032227,"metal","chile"
42813,1985,3409.971191406,1710.337158203,23.803915,1913.423217773,1699.634033203,"metal","chile"
42813,1986,7187.463867188,4053.619140625,30.144295,2380.932128906,3133.844726563,"metal","chile"
42813,1987,5007.483398438,1700.245849609,35.797573,2918.249511719,3307.237304688,"metal","chile"
42813,1988,3749.615722656,1426.802124023,41.184185,3167.692626953,2322.813476563,"metal","chile"
42813,1989,3797.923828125,1474.204345703,30.48052,3137.416015625,2323.719482422,"metal","chile"
42813,1990,3805.457519531,1886.292724609,30.379255,2998.665527344,1919.164550781,"metal","chile"
42813,1991,2850.267822266,273.586730957,24.625832,2839.040039063,2576.681152344,"metal","chile"
42813,1992,2758.271240234,967.9362182617,25.737005,2580.117431641,1790.335083008,"metal","chile"
42813,1993,3170.904541016,1746.129516602,22.775644,2346.439697266,1424.775024414,"metal","chile"
42813,1994,2541.080566406,1531.903564453,20.570019,2135.394287109,1009.176879883,"metal","chile"
42813,1996,1926.133422852,691.3109130859,22.035732,1772.164672852,1234.822509766,"metal","chile"
42885,1979,2611.255859375,1204.652099609,14.410286,184.8800506592,1406.603759766,"metal","chile"
42921,1979,1040.106323242,911.0750732422,9.5279064,378.1952209473,129.0312652588,"metal","chile"
42921,1987,606.9703369141,249.0528869629,15.097926,131.3037261963,357.9174499512,"metal","chile"
42921,1988,775.4994506836,394.3911743164,12.967279,127.4582290649,381.1082763672,"metal","chile"
42921,1989,671.6970825195,207.6871032715,12.967279,152.4005889893,464.0099487305,"metal","chile"
42921,1994,2329.2890625,1926.084228516,18.918257,253.6676330566,403.204864502,"metal","chile"
42921,1995,2214.5078125,1622.714111328,20.516243,280.6578979492,591.7936401367,"metal","chile"
42921,1996,3428.703125,2801.663085938,21.749119,308.4837646484,627.0399169922,"metal","chile"
42993,1979,1345.192382813,562.0016479492,14.182995,699.342956543,783.1907348633,"metal","chile"
42993,1985,1203.099975586,309.9241027832,13.302387,364.8526916504,893.1759033203,"metal","chile"
42993,1987,884.17578125,51.86470413208,13.302387,297.9543762207,832.3110961914,"metal","chile"
43182,1979,23387.88476563,20557.90234375,187.19031,12358.84667969,2829.983398438,"metal","chile"
43182,1980,30276.59375,26726.24023438,208.0699,11813.65527344,3550.354492188,"metal","chile"
43182,1981,35579.9765625,30177.13085938,220.46222,11163.29882813,5402.847167969,"metal","chile"
43182,1982,24683.21679688,20102.35351563,206.9382,9832.021484375,4580.86328125,"metal","chile"
43182,1983,9092.701171875,2154.614257813,137.3604,9064.771484375,6938.086425781,"metal","chile"
43182,1984,7067.538085938,2523.333496094,73.084473,8345.737304688,4544.205078125,"metal","chile"
43182,1985,2113.800048828,24.63054275513,16.599026,7398.979492188,2089.169433594,"metal","chile"
43209,1979,3270.663818359,1605.123413086,42.254383,1543.833251953,1665.540405273,"metal","chile"
43209,1980,5737.689453125,3972.766357422,35.883511,1694.564697266,1764.922851563,"metal","chile"
43209,1981,10993.90039063,6637.1328125,57.965996,2367.928955078,4356.767578125,"metal","chile"
43209,1982,12067.72167969,7882.504882813,70.395287,3085.5234375,4185.216796875,"metal","chile"
43209,1983,9845.869140625,5898.147460938,62.391846,3081.788330078,3947.721191406,"metal","chile"
43227,1979,10297.31640625,4202.198242188,53.05069,3475.723876953,6095.118164063,"metal","chile"
43227,1980,12897.38867188,6045.122558594,57.173977,3174.283203125,6852.266601563,"metal","chile"
43227,1981,20321.7265625,14097.38476563,55.893757,3144.100341797,6224.342773438,"metal","chile"
43227,1982,9581.025390625,5547.768066406,87.68631,3032.240722656,4033.2578125,"metal","chile"
43227,1983,3946.786376953,322.9450378418,76.406685,2755.517578125,3623.841308594,"metal","chile"
43227,1984,13947.40039063,9508.909179688,74.433838,2515.430419922,4438.490722656,"metal","chile"
43227,1985,9221.599609375,5502.997070313,55.340195,2305.810058594,3718.603271484,"metal","chile"
43227,1986,9940.310546875,3043.919189453,47.798328,1830.023681641,6896.392089844,"metal","chile"
43227,1987,6750.057128906,3435.260498047,51.597416,1696.379638672,3314.796386719,"metal","chile"
44235,1989,1545.517089844,864.6901245117,14.805454,117.4690704346,680.8269042969,"metal","chile"
44235,1990,795.1819458008,403.3345947266,12.823954,80.91748046875,391.8473205566,"metal","chile"
44982,1980,3646.685546875,2917.255371094,12.99128,1585.209228516,729.4302978516,"metal","chile"
44982,1981,3366.7265625,2441.558349609,9.956027,1418.403564453,925.1682128906,"metal","chile"
44982,1983,2273.946044922,1762.633789063,12.419448,1170.343383789,511.3122558594,"metal","chile"
44982,1984,2830.018066406,2011.057006836,13.425735,1076.991210938,818.9611816406,"metal","chile"
44982,1986,4341.274414063,3508.333984375,20.577087,866.5940551758,832.9404296875,"metal","chile"
44982,1987,4908.131835938,3651.490722656,55.441822,777.7627563477,1256.641601563,"metal","chile"
44982,1988,4579.762207031,2223.277587891,40.574429,716.7581787109,2356.484619141,"metal","chile"
44982,1989,4727.831542969,2951.365234375,54.6007,659.4962768555,1776.466308594,"metal","chile"
44982,1990,4989.41015625,477.2521362305,44.592529,592.4346923828,4512.158203125,"metal","chile"
45072,1992,4975.479980469,2776.402099609,13.134115,4906.405761719,2199.078125,"metal","chile"
45072,1993,4451.82421875,3510.994140625,12.683589,4505.998535156,940.8299560547,"metal","chile"
45072,1994,3836.060546875,2666.365966797,10.509329,4142.531738281,1169.694580078,"metal","chile"
45072,1995,3832.119873047,2237.617675781,9.113719,3871.797363281,1594.502441406,"metal","chile"
45072,1996,4887.166992188,2204.945556641,20.02807,3778.004394531,2682.221679688,"metal","chile"
45306,1979,1832.697631836,1043.231689453,18.614466,503.229675293,789.4659423828,"metal","chile"
45504,1995,2430.509765625,1277.435302734,15.477809,8701.885742188,1153.074584961,"metal","chile"
45504,1996,2752.770019531,1648.786499023,14.210922,8000.704589844,1103.983642578,"metal","chile"
45999,1980,24089.82226563,18869.19140625,136.40639,5474.571777344,5220.631347656,"metal","chile"
45999,1981,28918.33398438,22665.0546875,122.50052,5370.387695313,6253.279785156,"metal","chile"
45999,1982,19216.76757813,15873.734375,166.82004,4996.188476563,3343.033447266,"metal","chile"
45999,1983,20123.14453125,16075.84570313,182.94867,4709.868164063,4047.300292969,"metal","chile"
45999,1984,18626.03125,13875.57324219,195.36771,4597.653320313,4750.45703125,"metal","chile"
45999,1985,19303.84960938,10764.38476563,222.86415,4502.949707031,8539.465820313,"metal","chile"
45999,1986,25031.3359375,13569.0625,233.06137,4663.88671875,11462.2734375,"metal","chile"
45999,1987,26561.76171875,16410.57421875,275.99292,5490.648925781,10151.18945313,"metal","chile"
45999,1988,34764.109375,20897.49023438,270.92538,7158.701660156,13866.61816406,"metal","chile"
45999,1993,44628.76953125,35198.1328125,291.1572,7585.826660156,9430.63671875,"metal","chile"
45999,1994,43473.5546875,30724.97460938,306.07214,7405.151367188,12748.57910156,"metal","chile"
46008,1980,3994.824707031,3106.010742188,18.633759,494.3487854004,888.8139038086,"metal","chile"
46008,1981,6697.418945313,4784.342285156,28.349382,571.7060546875,1913.076416016,"metal","chile"
46008,1982,2537.945800781,1207.782592773,30.322285,583.8174438477,1330.163085938,"metal","chile"
46008,1983,1342.768310547,569.3905029297,20.607189,551.7741088867,773.3778686523,"metal","chile"
46008,1984,1245.561157227,642.9830322266,15.382616,496.4820251465,602.578125,"metal","chile"
46008,1985,895.560546875,459.9771118164,11.929293,443.5958862305,435.5834655762,"metal","chile"
46008,1986,1399.015869141,897.2752685547,14.287647,397.4649047852,501.7405395508,"metal","chile"
46008,1987,1456.149902344,598.8758544922,24.83004,357.0793151855,857.2740478516,"metal","chile"
46008,1988,1518.667724609,1181.58996582,14.694944,321.5992431641,337.0778808594,"metal","chile"
46008,1989,925.4764404297,404.7444763184,12.912305,307.0365600586,520.7319946289,"metal","chile"
46008,1990,1356.679443359,945.4130859375,10.441993,291.9776916504,411.2663574219,"metal","chile"
46008,1991,1128.133178711,711.430847168,10.483594,264.5133056641,416.7023620605,"metal","chile"
46008,1992,1493.318359375,1166.319580078,21.586796,240.0507049561,326.998840332,"metal","chile"
46008,1993,1605.235595703,1231.435302734,12.723738,229.3236541748,373.8003234863,"metal","chile"
