"","id","displaced","EDUC","first.displaced","race","gender","year","earn","learn"
"6787",485,0,"HS",0,"White","Female",2007,7000,8.85366542803745
"6788",485,0,"HS",0,"White","Female",2009,12000,9.39266192877014
"6789",485,0,"HS",0,"White","Female",2011,12000,9.39266192877014
"6790",485,0,"HS",0,"White","Female",2013,12000,9.39266192877014
"6798",486,0,"HS",0,"White","Male",2001,50000,10.8197782844103
"6799",486,0,"HS",0,"White","Male",2003,1e+05,11.5129254649702
"6800",486,0,"HS",0,"White","Male",2005,279816,12.5418875232812
"6801",486,0,"HS",0,"White","Male",2007,140000,11.8493977015914
"6802",486,0,"HS",0,"White","Male",2009,125000,11.7360690162844
"6803",486,0,"HS",0,"White","Male",2011,343830,12.7479026281589
"6804",486,0,"HS",0,"White","Male",2013,1e+05,11.5129254649702
"6826",488,0,"HS",0,"White","Male",2001,42000,10.6454248972655
"6827",488,0,"HS",0,"White","Male",2003,57000,10.9508065468167
"6828",488,0,"HS",0,"White","Male",2005,60000,11.0020998412042
"6829",488,0,"HS",0,"White","Male",2007,70000,11.1562505210315
"6830",488,0,"HS",0,"White","Male",2009,71000,11.1704351560235
"6831",488,0,"HS",0,"White","Male",2011,75000,11.2252433925184
"6832",488,0,"HS",0,"White","Male",2013,82000,11.3144745262464
"6924",495,0,"COL",0,"White","Female",2001,20062,9.90658275744343
"6925",495,0,"COL",0,"White","Female",2003,27040,10.2050725301569
"6926",495,0,"COL",0,"White","Female",2005,29821,10.302968122297
"6927",495,0,"COL",0,"White","Female",2007,30972,10.3408388495066
"6928",495,0,"COL",0,"White","Female",2009,32280,10.3822031223839
"6929",495,0,"COL",0,"White","Female",2011,33200,10.4103051549046
"6930",495,0,"COL",0,"White","Female",2013,40729,10.6146956484137
"6938",496,0,"COL",0,"White","Female",2001,2400,7.78322401633604
"6939",496,0,"COL",0,"White","Female",2003,9300,9.13776967914135
"6940",496,0,"COL",0,"White","Female",2005,25000,10.1266311038503
"6941",496,0,"COL",0,"White","Female",2007,44000,10.6919449129004
"6942",496,0,"COL",0,"White","Female",2009,47800,10.7747809184795
"6943",496,0,"COL",0,"White","Female",2011,56000,10.9331069697173
"6944",496,0,"COL",0,"White","Female",2013,62000,11.0348896640272
"6980",499,0,"HS",0,"White","Female",2001,30000,10.3089526606443
"6981",499,0,"HS",0,"White","Female",2003,32000,10.3734911817819
"6982",499,0,"HS",0,"White","Female",2005,36000,10.4912742174382
"6983",499,0,"HS",0,"White","Female",2007,37000,10.5186731916264
"6984",499,0,"HS",0,"White","Female",2009,39000,10.5713169251118
"6985",499,0,"HS",0,"White","Female",2011,49000,10.7995755770928
"6986",499,0,"HS",0,"White","Female",2013,41000,10.6213273456864
"6994",500,0,"COL",0,"White","Female",2001,47500,10.7684849900227
"6995",500,0,"COL",0,"White","Female",2003,49000,10.7995755770928
"6996",500,0,"COL",0,"White","Female",2005,53000,10.8780471925343
"6997",500,0,"COL",0,"White","Female",2007,57000,10.9508065468167
"6998",500,0,"COL",0,"White","Female",2009,62000,11.0348896640272
"6999",500,0,"COL",0,"White","Female",2011,75000,11.2252433925184
"7000",500,0,"COL",0,"White","Female",2013,80000,11.289781913656
"7008",501,0,"COL",0,"White","Female",2001,15000,9.61580548008435
"7009",501,0,"COL",0,"White","Female",2003,47500,10.7684849900227
"7010",501,0,"COL",0,"White","Female",2005,25000,10.1266311038503
"7011",501,0,"COL",0,"White","Female",2007,52000,10.8589989975636
"7012",501,0,"COL",0,"White","Female",2009,55500,10.9241382997345
"7013",501,0,"COL",0,"White","Female",2011,55000,10.9150884642146
"7014",501,0,"COL",0,"White","Female",2013,65000,11.0821425488778
"7022",502,0,"HS",0,"White","Male",2001,85000,11.3504065354725
"7023",502,0,"HS",0,"White","Male",2003,83000,11.3265958867787
"7024",502,0,"HS",0,"White","Male",2005,90000,11.4075649493124
"7025",502,0,"HS",0,"White","Male",2007,96000,11.47210347045
"7026",502,0,"HS",0,"White","Male",2009,108000,11.5898865061064
"7027",502,0,"HS",0,"White","Male",2011,103000,11.5424842672118
"7028",502,0,"HS",0,"White","Male",2013,124000,11.7280368445872
"7176",513,0,"HS",0,"Black","Male",2001,65000,11.0821425488778
"7177",513,0,"HS",0,"Black","Male",2003,90000,11.4075649493124
"7178",513,0,"HS",0,"Black","Male",2005,66500,11.1049572266439
"7179",513,0,"HS",0,"Black","Male",2007,65000,11.0821425488778
"7180",513,0,"HS",0,"Black","Male",2009,59000,10.9852927228879
"7181",513,0,"HS",0,"Black","Male",2011,70000,11.1562505210315
"7182",513,0,"HS",0,"Black","Male",2013,80000,11.289781913656
"7274",520,1,"HS",2001,"Black","Male",2001,55000,10.9150884642146
"7275",520,1,"HS",2001,"Black","Male",2003,52000,10.8589989975636
"7276",520,1,"HS",2001,"Black","Male",2005,73000,11.1982147201305
"7277",520,1,"HS",2001,"Black","Male",2007,80000,11.289781913656
"7278",520,1,"HS",2001,"Black","Male",2009,86000,11.3621025752356
"7279",520,1,"HS",2001,"Black","Male",2011,87000,11.3736633976367
"7280",520,1,"HS",2001,"Black","Male",2013,56000,10.9331069697173
"7372",527,0,"HS",0,"White","Female",2001,39500,10.5840559508892
"7373",527,0,"HS",0,"White","Female",2003,45000,10.7144177687525
"7374",527,0,"HS",0,"White","Female",2005,50000,10.8197782844103
"7375",527,0,"HS",0,"White","Female",2007,62000,11.0348896640272
"7376",527,0,"HS",0,"White","Female",2009,78000,11.2644641056717
"7377",527,0,"HS",0,"White","Female",2011,75000,11.2252433925184
"7378",527,0,"HS",0,"White","Female",2013,75000,11.2252433925184
"7386",528,0,"HS",0,"White","Female",2001,80000,11.289781913656
"7387",528,0,"HS",0,"White","Female",2003,57000,10.9508065468167
"7388",528,0,"HS",0,"White","Female",2005,78000,11.2644641056717
"7389",528,0,"HS",0,"White","Female",2007,97000,11.4824662574855
"7390",528,0,"HS",0,"White","Female",2009,117000,11.6699292137799
"7391",528,0,"HS",0,"White","Female",2011,136000,11.8204101647182
"7392",528,0,"HS",0,"White","Female",2013,130000,11.7752897294377
"7470",534,0,"HS",0,"White","Male",2001,38500,10.5584135202759
"7471",534,0,"HS",0,"White","Male",2003,45000,10.7144177687525
"7472",534,0,"HS",0,"White","Male",2005,44500,10.7032444681543
"7473",534,0,"HS",0,"White","Male",2007,60000,11.0020998412042
"7474",534,0,"HS",0,"White","Male",2009,65000,11.0821425488778
"7475",534,0,"HS",0,"White","Male",2011,54000,10.8967393255464
"7476",534,0,"HS",0,"White","Male",2013,68500,11.1345890242503
"7568",541,1,"No HS",2001,"White","Male",2001,28000,10.2399597891573
"7569",541,1,"No HS",2001,"White","Male",2003,26000,10.1658518170036
"7570",541,1,"No HS",2001,"White","Male",2005,38000,10.5453414387085
"7571",541,1,"No HS",2001,"White","Male",2007,26000,10.1658518170036
"7572",541,1,"No HS",2001,"White","Male",2009,28000,10.2399597891573
"7573",541,1,"No HS",2001,"White","Male",2011,32000,10.3734911817819
"7574",541,1,"No HS",2001,"White","Male",2013,37000,10.5186731916264
"7652",547,1,"No HS",2003,"White","Male",2001,56500,10.9419959171345
"7653",547,1,"No HS",2003,"White","Male",2003,71000,11.1704351560235
"7654",547,1,"No HS",2003,"White","Male",2005,69000,11.1418617835794
"7655",547,1,"No HS",2003,"White","Male",2007,72000,11.1844213979982
"7656",547,1,"No HS",2003,"White","Male",2009,75000,11.2252433925184
"7657",547,1,"No HS",2003,"White","Male",2011,65000,11.0821425488778
"7658",547,1,"No HS",2003,"White","Male",2013,65000,11.0821425488778
"7736",553,0,"COL",0,"White","Male",2001,65000,11.0821425488778
"7737",553,0,"COL",0,"White","Male",2003,50000,10.8197782844103
"7738",553,0,"COL",0,"White","Male",2005,10000,9.21034037197618
"7739",553,0,"COL",0,"White","Male",2007,30000,10.3089526606443
"7740",553,0,"COL",0,"White","Male",2009,30000,10.3089526606443
"7741",553,0,"COL",0,"White","Male",2011,45000,10.7144177687525
"7742",553,0,"COL",0,"White","Male",2013,55000,10.9150884642146
"7806",558,0,"COL",0,"White","Female",2001,32000,10.3734911817819
"7807",558,0,"COL",0,"White","Female",2003,35000,10.4631033404715
"7808",558,0,"COL",0,"White","Female",2005,36000,10.4912742174382
"7809",558,0,"COL",0,"White","Female",2007,40000,10.5966347330961
"7810",558,0,"COL",0,"White","Female",2009,40000,10.5966347330961
"7811",558,0,"COL",0,"White","Female",2011,47000,10.7579028806922
"7812",558,0,"COL",0,"White","Female",2013,52000,10.8589989975636
"7820",559,0,"COL",0,"White","Male",2001,63000,11.0508900053737
"7821",559,0,"COL",0,"White","Male",2003,65000,11.0821425488778
"7822",559,0,"COL",0,"White","Male",2005,82000,11.3144745262464
"7823",559,0,"COL",0,"White","Male",2007,103000,11.5424842672118
"7824",559,0,"COL",0,"White","Male",2009,104000,11.5521461781235
"7825",559,0,"COL",0,"White","Male",2011,120000,11.6952470217642
"7826",559,0,"COL",0,"White","Male",2013,130000,11.7752897294377
"7848",561,0,"COL",0,"White","Female",2001,35000,10.4631033404715
"7849",561,0,"COL",0,"White","Female",2003,35600,10.4801009168401
"7850",561,0,"COL",0,"White","Female",2005,42000,10.6454248972655
"7851",561,0,"COL",0,"White","Female",2007,50000,10.8197782844103
"7852",561,0,"COL",0,"White","Female",2009,59000,10.9852927228879
"7853",561,0,"COL",0,"White","Female",2011,60000,11.0020998412042
"7854",561,0,"COL",0,"White","Female",2013,69000,11.1418617835794
"7862",562,0,"COL",0,"White","Male",2001,47000,10.7579028806922
"7863",562,0,"COL",0,"White","Male",2003,49000,10.7995755770928
"7864",562,0,"COL",0,"White","Male",2005,55000,10.9150884642146
"7865",562,0,"COL",0,"White","Male",2007,63000,11.0508900053737
"7866",562,0,"COL",0,"White","Male",2009,78000,11.2644641056717
"7867",562,0,"COL",0,"White","Male",2011,80000,11.289781913656
"7868",562,0,"COL",0,"White","Male",2013,95000,11.4616321705827
"7904",565,1,"HS",2013,"White","Male",2001,30000,10.3089526606443
"7905",565,1,"HS",2013,"White","Male",2003,30000,10.3089526606443
"7906",565,1,"HS",2013,"White","Male",2005,55000,10.9150884642146
"7907",565,1,"HS",2013,"White","Male",2007,60000,11.0020998412042
"7908",565,1,"HS",2013,"White","Male",2009,72000,11.1844213979982
"7909",565,1,"HS",2013,"White","Male",2011,90000,11.4075649493124
"7910",565,1,"HS",2013,"White","Male",2013,130000,11.7752897294377
"7946",568,0,"HS",0,"White","Female",2001,30000,10.3089526606443
"7947",568,0,"HS",0,"White","Female",2003,34000,10.4341158035983
"7948",568,0,"HS",0,"White","Female",2005,40000,10.5966347330961
"7949",568,0,"HS",0,"White","Female",2007,40000,10.5966347330961
"7950",568,0,"HS",0,"White","Female",2009,43000,10.6689553946757
"7951",568,0,"HS",0,"White","Female",2011,48000,10.77895628989
"7952",568,0,"HS",0,"White","Female",2013,4500,8.41183267575841
"7974",570,0,"COL",0,"White","Male",2001,85000,11.3504065354725
"7975",570,0,"COL",0,"White","Male",2003,1e+05,11.5129254649702
"7976",570,0,"COL",0,"White","Male",2005,94000,11.4510500612521
"7977",570,0,"COL",0,"White","Male",2007,1e+05,11.5129254649702
"7978",570,0,"COL",0,"White","Male",2009,99000,11.5028751291167
"7979",570,0,"COL",0,"White","Male",2011,120000,11.6952470217642
"7980",570,0,"COL",0,"White","Male",2013,120000,11.6952470217642
"7988",571,1,"HS",2011,"White","Male",2001,49000,10.7995755770928
"7989",571,1,"HS",2011,"White","Male",2003,45000,10.7144177687525
"7990",571,1,"HS",2011,"White","Male",2005,45000,10.7144177687525
"7991",571,1,"HS",2011,"White","Male",2007,65000,11.0821425488778
"7992",571,1,"HS",2011,"White","Male",2009,75000,11.2252433925184
"7993",571,1,"HS",2011,"White","Male",2011,60000,11.0020998412042
"7994",571,1,"HS",2011,"White","Male",2013,50000,10.8197782844103
"8016",573,0,"COL",0,"White","Male",2001,40000,10.5966347330961
"8017",573,0,"COL",0,"White","Male",2003,57000,10.9508065468167
"8018",573,0,"COL",0,"White","Male",2005,37000,10.5186731916264
"8019",573,0,"COL",0,"White","Male",2007,47000,10.7579028806922
"8020",573,0,"COL",0,"White","Male",2009,40000,10.5966347330961
"8021",573,0,"COL",0,"White","Male",2011,60000,11.0020998412042
"8022",573,0,"COL",0,"White","Male",2013,55000,10.9150884642146
"8156",583,0,"HS",0,"White","Male",2001,59900,11.0004317841035
"8157",583,0,"HS",0,"White","Male",2003,71500,11.1774527286821
"8158",583,0,"HS",0,"White","Male",2005,36000,10.4912742174382
"8159",583,0,"HS",0,"White","Male",2007,34000,10.4341158035983
"8160",583,0,"HS",0,"White","Male",2009,51500,10.8493370866518
"8161",583,0,"HS",0,"White","Male",2011,54100,10.8985894648346
"8162",583,0,"HS",0,"White","Male",2013,59518,10.9940340667919
"8254",590,1,"No HS",2003,"White","Female",2001,36000,10.4912742174382
"8255",590,1,"No HS",2003,"White","Female",2003,37700,10.5374153734361
"8256",590,1,"No HS",2003,"White","Female",2005,37000,10.5186731916264
"8257",590,1,"No HS",2003,"White","Female",2007,54912,10.9134871828476
"8258",590,1,"No HS",2003,"White","Female",2009,40000,10.5966347330961
"8259",590,1,"No HS",2003,"White","Female",2011,40000,10.5966347330961
"8260",590,1,"No HS",2003,"White","Female",2013,13735,9.52770259852938
"8310",594,0,"HS",0,"Black","Male",2001,70000,11.1562505210315
"8311",594,0,"HS",0,"Black","Male",2003,65000,11.0821425488778
"8312",594,0,"HS",0,"Black","Male",2005,80000,11.289781913656
"8313",594,0,"HS",0,"Black","Male",2007,60000,11.0020998412042
"8314",594,0,"HS",0,"Black","Male",2009,60000,11.0020998412042
"8315",594,0,"HS",0,"Black","Male",2011,30000,10.3089526606443
"8316",594,0,"HS",0,"Black","Male",2013,41000,10.6213273456864
"8478",606,1,"HS",2005,"White","Male",2001,45000,10.7144177687525
"8479",606,1,"HS",2005,"White","Male",2003,35000,10.4631033404715
"8480",606,1,"HS",2005,"White","Male",2005,35000,10.4631033404715
"8481",606,1,"HS",2005,"White","Male",2007,52000,10.8589989975636
"8482",606,1,"HS",2005,"White","Male",2009,68000,11.1272629841582
"8483",606,1,"HS",2005,"White","Male",2011,70000,11.1562505210315
"8484",606,1,"HS",2005,"White","Male",2013,62000,11.0348896640272
"8506",608,0,"COL",0,"White","Female",2001,18000,9.7981270368783
"8507",608,0,"COL",0,"White","Female",2003,8000,8.98719682066197
"8508",608,0,"COL",0,"White","Female",2005,27000,10.2035921449865
"8509",608,0,"COL",0,"White","Female",2007,21000,9.95227771670556
"8510",608,0,"COL",0,"White","Female",2009,31000,10.3417424834673
"8511",608,0,"COL",0,"White","Female",2011,37000,10.5186731916264
"8512",608,0,"COL",0,"White","Female",2013,41000,10.6213273456864
"8520",609,0,"HS",0,"White","Female",2001,31200,10.3481733737976
"8521",609,0,"HS",0,"White","Female",2003,33000,10.4042628404486
"8522",609,0,"HS",0,"White","Female",2005,32000,10.3734911817819
"8523",609,0,"HS",0,"White","Female",2007,37000,10.5186731916264
"8524",609,0,"HS",0,"White","Female",2009,41298,10.6285693516264
"8525",609,0,"HS",0,"White","Female",2011,42000,10.6454248972655
"8526",609,0,"HS",0,"White","Female",2013,42000,10.6454248972655
"8548",611,0,"COL",0,"White","Female",2001,42000,10.6454248972655
"8549",611,0,"COL",0,"White","Female",2003,25600,10.1503476304677
"8550",611,0,"COL",0,"White","Female",2005,58000,10.9681982895286
"8551",611,0,"COL",0,"White","Female",2007,62000,11.0348896640272
"8552",611,0,"COL",0,"White","Female",2009,68000,11.1272629841582
"8553",611,0,"COL",0,"White","Female",2011,65000,11.0821425488778
"8554",611,0,"COL",0,"White","Female",2013,73000,11.1982147201305
"8590",614,0,"COL",0,"Hispanic","Female",2001,46000,10.7363966754712
"8591",614,0,"COL",0,"Hispanic","Female",2003,46000,10.7363966754712
"8592",614,0,"COL",0,"Hispanic","Female",2005,56000,10.9331069697173
"8593",614,0,"COL",0,"Hispanic","Female",2007,67000,11.1124478983731
"8594",614,0,"COL",0,"Hispanic","Female",2009,72000,11.1844213979982
"8595",614,0,"COL",0,"Hispanic","Female",2011,85000,11.3504065354725
"8596",614,0,"COL",0,"Hispanic","Female",2013,85000,11.3504065354725
"8674",620,0,"HS",0,"Black","Male",2001,40000,10.5966347330961
"8675",620,0,"HS",0,"Black","Male",2003,60000,11.0020998412042
"8676",620,0,"HS",0,"Black","Male",2005,55000,10.9150884642146
"8677",620,0,"HS",0,"Black","Male",2007,64000,11.0666383623418
"8678",620,0,"HS",0,"Black","Male",2009,70000,11.1562505210315
"8679",620,0,"HS",0,"Black","Male",2011,70000,11.1562505210315
"8680",620,0,"HS",0,"Black","Male",2013,60000,11.0020998412042
"8730",624,0,"COL",0,"Black","Male",2001,60000,11.0020998412042
"8731",624,0,"COL",0,"Black","Male",2003,58000,10.9681982895286
"8732",624,0,"COL",0,"Black","Male",2005,60000,11.0020998412042
"8733",624,0,"COL",0,"Black","Male",2007,80000,11.289781913656
"8734",624,0,"COL",0,"Black","Male",2009,47000,10.7579028806922
"8735",624,0,"COL",0,"Black","Male",2011,70000,11.1562505210315
"8736",624,0,"COL",0,"Black","Male",2013,80000,11.289781913656
"8800",629,0,"No HS",0,"White","Male",2001,17000,9.74096862303835
"8801",629,0,"No HS",0,"White","Male",2003,19000,9.85219425814858
"8802",629,0,"No HS",0,"White","Male",2005,28900,10.2715968741005
"8803",629,0,"No HS",0,"White","Male",2007,30000,10.3089526606443
"8804",629,0,"No HS",0,"White","Male",2009,13500,9.51044496442652
"8805",629,0,"No HS",0,"White","Male",2011,47500,10.7684849900227
"8806",629,0,"No HS",0,"White","Male",2013,43000,10.6689553946757
"8828",631,0,"No HS",0,"White","Male",2001,26500,10.1849000119743
"8829",631,0,"No HS",0,"White","Male",2003,32000,10.3734911817819
"8830",631,0,"No HS",0,"White","Male",2005,18000,9.7981270368783
"8831",631,0,"No HS",0,"White","Male",2007,26000,10.1658518170036
"8832",631,0,"No HS",0,"White","Male",2009,26000,10.1658518170036
"8833",631,0,"No HS",0,"White","Male",2011,28000,10.2399597891573
"8834",631,0,"No HS",0,"White","Male",2013,47000,10.7579028806922
"8898",636,0,"HS",0,"White","Female",2001,40000,10.5966347330961
"8899",636,0,"HS",0,"White","Female",2003,44000,10.6919449129004
"8900",636,0,"HS",0,"White","Female",2005,40000,10.5966347330961
"8901",636,0,"HS",0,"White","Female",2007,41000,10.6213273456864
"8902",636,0,"HS",0,"White","Female",2009,35000,10.4631033404715
"8903",636,0,"HS",0,"White","Female",2011,38000,10.5453414387085
"8904",636,0,"HS",0,"White","Female",2013,34000,10.4341158035983
"8926",638,0,"HS",0,"White","Male",2001,63000,11.0508900053737
"8927",638,0,"HS",0,"White","Male",2003,95000,11.4616321705827
"8928",638,0,"HS",0,"White","Male",2005,78000,11.2644641056717
"8929",638,0,"HS",0,"White","Male",2007,85000,11.3504065354725
"8930",638,0,"HS",0,"White","Male",2009,72000,11.1844213979982
"8931",638,0,"HS",0,"White","Male",2011,80000,11.289781913656
"8932",638,0,"HS",0,"White","Male",2013,1e+05,11.5129254649702
"8940",639,1,"HS",2001,"White","Male",2001,35000,10.4631033404715
"8941",639,1,"HS",2001,"White","Male",2003,37000,10.5186731916264
"8942",639,1,"HS",2001,"White","Male",2005,35000,10.4631033404715
"8943",639,1,"HS",2001,"White","Male",2007,37000,10.5186731916264
"8944",639,1,"HS",2001,"White","Male",2009,45000,10.7144177687525
"8945",639,1,"HS",2001,"White","Male",2011,46000,10.7363966754712
"8946",639,1,"HS",2001,"White","Male",2013,44000,10.6919449129004
"8954",640,0,"HS",0,"White","Female",2001,24000,10.0858091093301
"8955",640,0,"HS",0,"White","Female",2003,38000,10.5453414387085
"8956",640,0,"HS",0,"White","Female",2005,42000,10.6454248972655
"8957",640,0,"HS",0,"White","Female",2007,52000,10.8589989975636
"8958",640,0,"HS",0,"White","Female",2009,51400,10.8473934514433
"8959",640,0,"HS",0,"White","Female",2011,56000,10.9331069697173
"8960",640,0,"HS",0,"White","Female",2013,70000,11.1562505210315
"9024",645,1,"COL",2003,"White","Male",2001,236000,12.3715870840077
"9025",645,1,"COL",2003,"White","Male",2003,112000,11.6262541502772
"9026",645,1,"COL",2003,"White","Male",2005,279816,12.5418875232812
"9027",645,1,"COL",2003,"White","Male",2007,307823,12.6372802214419
"9028",645,1,"COL",2003,"White","Male",2009,312324,12.6517963895019
"9029",645,1,"COL",2003,"White","Male",2011,343830,12.7479026281589
"9030",645,1,"COL",2003,"White","Male",2013,98000,11.4927227576527
"9052",647,0,"HS",0,"White","Male",2001,51000,10.8395809117065
"9053",647,0,"HS",0,"White","Male",2003,51000,10.8395809117065
"9054",647,0,"HS",0,"White","Male",2005,61000,11.0186291431554
"9055",647,0,"HS",0,"White","Male",2007,46000,10.7363966754712
"9056",647,0,"HS",0,"White","Male",2009,56300,10.9384498141278
"9057",647,0,"HS",0,"White","Male",2011,60000,11.0020998412042
"9058",647,0,"HS",0,"White","Male",2013,59294,10.9902633994283
"9080",649,0,"COL",0,"White","Male",2001,105000,11.5617156291397
"9081",649,0,"COL",0,"White","Male",2003,110000,11.6082356447746
"9082",649,0,"COL",0,"White","Male",2005,110000,11.6082356447746
"9083",649,0,"COL",0,"White","Male",2007,120000,11.6952470217642
"9084",649,0,"COL",0,"White","Male",2009,120000,11.6952470217642
"9085",649,0,"COL",0,"White","Male",2011,1e+05,11.5129254649702
"9086",649,0,"COL",0,"White","Male",2013,110000,11.6082356447746
"9094",650,1,"COL",2009,"White","Female",2001,52000,10.8589989975636
"9095",650,1,"COL",2009,"White","Female",2003,50000,10.8197782844103
"9096",650,1,"COL",2009,"White","Female",2005,58000,10.9681982895286
"9097",650,1,"COL",2009,"White","Female",2007,71000,11.1704351560235
"9098",650,1,"COL",2009,"White","Female",2009,55000,10.9150884642146
"9099",650,1,"COL",2009,"White","Female",2011,43000,10.6689553946757
"9100",650,1,"COL",2009,"White","Female",2013,49000,10.7995755770928
"9136",653,0,"COL",0,"White","Male",2001,65000,11.0821425488778
"9137",653,0,"COL",0,"White","Male",2003,75000,11.2252433925184
"9138",653,0,"COL",0,"White","Male",2005,96000,11.47210347045
"9139",653,0,"COL",0,"White","Male",2007,1e+05,11.5129254649702
"9140",653,0,"COL",0,"White","Male",2009,102000,11.5327280922664
"9141",653,0,"COL",0,"White","Male",2011,97850,11.4911909728242
"9142",653,0,"COL",0,"White","Male",2013,103200,11.5444241320296
"9220",659,1,"HS",2001,"White","Male",2001,42000,10.6454248972655
"9221",659,1,"HS",2001,"White","Male",2003,68000,11.1272629841582
"9222",659,1,"HS",2001,"White","Male",2005,75000,11.2252433925184
"9223",659,1,"HS",2001,"White","Male",2007,75000,11.2252433925184
"9224",659,1,"HS",2001,"White","Male",2009,75000,11.2252433925184
"9225",659,1,"HS",2001,"White","Male",2011,75000,11.2252433925184
"9226",659,1,"HS",2001,"White","Male",2013,75000,11.2252433925184
"9290",664,0,"COL",0,"White","Female",2001,42500,10.6572593549125
"9291",664,0,"COL",0,"White","Female",2003,41000,10.6213273456864
"9292",664,0,"COL",0,"White","Female",2005,43000,10.6689553946757
"9293",664,0,"COL",0,"White","Female",2007,62000,11.0348896640272
"9294",664,0,"COL",0,"White","Female",2009,62000,11.0348896640272
"9295",664,0,"COL",0,"White","Female",2011,60000,11.0020998412042
"9296",664,0,"COL",0,"White","Female",2013,60000,11.0020998412042
"9332",667,1,"HS",2011,"White","Male",2001,55000,10.9150884642146
"9333",667,1,"HS",2011,"White","Male",2003,55000,10.9150884642146
"9334",667,1,"HS",2011,"White","Male",2005,58000,10.9681982895286
"9335",667,1,"HS",2011,"White","Male",2007,65000,11.0821425488778
"9336",667,1,"HS",2011,"White","Male",2009,84000,11.3385720778255
"9337",667,1,"HS",2011,"White","Male",2011,105000,11.5617156291397
"9338",667,1,"HS",2011,"White","Male",2013,128000,11.7597855429018
"9472",677,1,"HS",2009,"Black","Female",2001,23000,10.0432494949113
"9473",677,1,"HS",2009,"Black","Female",2003,30000,10.3089526606443
"9474",677,1,"HS",2009,"Black","Female",2005,36145,10.4952939054344
"9475",677,1,"HS",2009,"Black","Female",2007,40000,10.5966347330961
"9476",677,1,"HS",2009,"Black","Female",2009,18000,9.7981270368783
"9477",677,1,"HS",2009,"Black","Female",2011,30600,10.3287552879405
"9478",677,1,"HS",2009,"Black","Female",2013,27000,10.2035921449865
"9556",683,0,"COL",0,"Black","Female",2001,45000,10.7144177687525
"9557",683,0,"COL",0,"Black","Female",2003,55000,10.9150884642146
"9558",683,0,"COL",0,"Black","Female",2005,52000,10.8589989975636
"9559",683,0,"COL",0,"Black","Female",2007,58000,10.9681982895286
"9560",683,0,"COL",0,"Black","Female",2009,72000,11.1844213979982
"9561",683,0,"COL",0,"Black","Female",2011,55000,10.9150884642146
"9562",683,0,"COL",0,"Black","Female",2013,40000,10.5966347330961
"9598",686,1,"COL",2001,"White","Male",2001,48000,10.77895628989
"9599",686,1,"COL",2001,"White","Male",2003,47300,10.76426557448
"9600",686,1,"COL",2001,"White","Male",2005,57000,10.9508065468167
"9601",686,1,"COL",2001,"White","Male",2007,70100,11.1576780730227
"9602",686,1,"COL",2001,"White","Male",2009,70000,11.1562505210315
"9603",686,1,"COL",2001,"White","Male",2011,76000,11.2384886192685
"9604",686,1,"COL",2001,"White","Male",2013,82000,11.3144745262464
"9626",688,0,"HS",0,"White","Female",2001,34000,10.4341158035983
"9627",688,0,"HS",0,"White","Female",2003,43000,10.6689553946757
"9628",688,0,"HS",0,"White","Female",2005,23000,10.0432494949113
"9629",688,0,"HS",0,"White","Female",2007,27000,10.2035921449865
"9630",688,0,"HS",0,"White","Female",2009,23000,10.0432494949113
"9631",688,0,"HS",0,"White","Female",2011,30000,10.3089526606443
"9632",688,0,"HS",0,"White","Female",2013,28000,10.2399597891573
"9654",690,0,"HS",0,"White","Male",2001,42500,10.6572593549125
"9655",690,0,"HS",0,"White","Male",2003,49000,10.7995755770928
"9656",690,0,"HS",0,"White","Male",2005,45000,10.7144177687525
"9657",690,0,"HS",0,"White","Male",2007,41800,10.6406516185128
"9658",690,0,"HS",0,"White","Male",2009,48500,10.7893190769256
"9659",690,0,"HS",0,"White","Male",2011,44000,10.6919449129004
"9660",690,0,"HS",0,"White","Male",2013,40000,10.5966347330961
"9682",692,0,"HS",0,"White","Female",2001,38000,10.5453414387085
"9683",692,0,"HS",0,"White","Female",2003,50000,10.8197782844103
"9684",692,0,"HS",0,"White","Female",2005,45000,10.7144177687525
"9685",692,0,"HS",0,"White","Female",2007,35000,10.4631033404715
"9686",692,0,"HS",0,"White","Female",2009,4000,8.29404964010203
"9687",692,0,"HS",0,"White","Female",2011,40000,10.5966347330961
"9688",692,0,"HS",0,"White","Female",2013,40000,10.5966347330961
"9948",711,0,"HS",0,"White","Male",2001,40000,10.5966347330961
"9949",711,0,"HS",0,"White","Male",2003,43000,10.6689553946757
"9950",711,0,"HS",0,"White","Male",2005,40000,10.5966347330961
"9951",711,0,"HS",0,"White","Male",2007,43000,10.6689553946757
"9952",711,0,"HS",0,"White","Male",2009,41000,10.6213273456864
"9953",711,0,"HS",0,"White","Male",2011,45000,10.7144177687525
"9954",711,0,"HS",0,"White","Male",2013,50000,10.8197782844103
"9962",712,1,"HS",2001,"White","Female",2001,36000,10.4912742174382
"9963",712,1,"HS",2001,"White","Female",2003,45000,10.7144177687525
"9964",712,1,"HS",2001,"White","Female",2005,41000,10.6213273456864
"9965",712,1,"HS",2001,"White","Female",2007,48000,10.77895628989
"9966",712,1,"HS",2001,"White","Female",2009,51000,10.8395809117065
"9967",712,1,"HS",2001,"White","Female",2011,49000,10.7995755770928
"9968",712,1,"HS",2001,"White","Female",2013,51000,10.8395809117065
"10032",717,0,"HS",0,"White","Male",2001,39000,10.5713169251118
