"","id","displaced","EDUC","first.displaced","race","gender","year","earn","learn"
"121505",8679,1,"HS",2013,"Black","Female",2011,23000,10.0432494949113
"121506",8679,1,"HS",2013,"Black","Female",2013,36000,10.4912742174382
"121542",8682,0,"No HS",0,"Black","Male",2001,28600,10.2611619968079
"121543",8682,0,"No HS",0,"Black","Male",2003,35000,10.4631033404715
"121544",8682,0,"No HS",0,"Black","Male",2005,17050,9.74390548271166
"121545",8682,0,"No HS",0,"Black","Male",2007,12000,9.39266192877014
"121546",8682,0,"No HS",0,"Black","Male",2009,120000,11.6952470217642
"121547",8682,0,"No HS",0,"Black","Male",2011,35000,10.4631033404715
"121548",8682,0,"No HS",0,"Black","Male",2013,1200,7.09007683577609
"121584",8685,1,"HS",2005,"Black","Female",2001,13000,9.47270463644367
"121585",8685,1,"HS",2005,"Black","Female",2003,23000,10.0432494949113
"121586",8685,1,"HS",2005,"Black","Female",2005,20000,9.90348755253613
"121587",8685,1,"HS",2005,"Black","Female",2007,24012,10.0863089843717
"121588",8685,1,"HS",2005,"Black","Female",2009,2700,7.90100705199242
"121589",8685,1,"HS",2005,"Black","Female",2011,5000,8.51719319141624
"121590",8685,1,"HS",2005,"Black","Female",2013,9000,9.10497985631836
"121640",8689,1,"HS",2009,"Black","Male",2001,27000,10.2035921449865
"121641",8689,1,"HS",2009,"Black","Male",2003,49040,10.8003915706101
"121642",8689,1,"HS",2009,"Black","Male",2005,24000,10.0858091093301
"121643",8689,1,"HS",2009,"Black","Male",2007,37000,10.5186731916264
"121644",8689,1,"HS",2009,"Black","Male",2009,19000,9.85219425814858
"121645",8689,1,"HS",2009,"Black","Male",2011,28000,10.2399597891573
"121646",8689,1,"HS",2009,"Black","Male",2013,33000,10.4042628404486
"121696",8693,0,"HS",0,"Black","Female",2001,28000,10.2399597891573
"121697",8693,0,"HS",0,"Black","Female",2003,31000,10.3417424834673
"121698",8693,0,"HS",0,"Black","Female",2005,33000,10.4042628404486
"121699",8693,0,"HS",0,"Black","Female",2007,39000,10.5713169251118
"121700",8693,0,"HS",0,"Black","Female",2009,40000,10.5966347330961
"121701",8693,0,"HS",0,"Black","Female",2011,41000,10.6213273456864
"121702",8693,0,"HS",0,"Black","Female",2013,42000,10.6454248972655
"121766",8698,0,"COL",0,"Black","Male",2001,52000,10.8589989975636
"121767",8698,0,"COL",0,"Black","Male",2003,63000,11.0508900053737
"121768",8698,0,"COL",0,"Black","Male",2005,65000,11.0821425488778
"121769",8698,0,"COL",0,"Black","Male",2007,70000,11.1562505210315
"121770",8698,0,"COL",0,"Black","Male",2009,67000,11.1124478983731
"121771",8698,0,"COL",0,"Black","Male",2011,74000,11.2118203721863
"121772",8698,0,"COL",0,"Black","Male",2013,97000,11.4824662574855
"121850",8704,1,"HS",2003,"Hispanic","Male",2001,32000,10.3734911817819
"121851",8704,1,"HS",2003,"Hispanic","Male",2003,19000,9.85219425814858
"121852",8704,1,"HS",2003,"Hispanic","Male",2005,22500,10.0212705881925
"121853",8704,1,"HS",2003,"Hispanic","Male",2007,19000,9.85219425814858
"121854",8704,1,"HS",2003,"Hispanic","Male",2009,35000,10.4631033404715
"121855",8704,1,"HS",2003,"Hispanic","Male",2011,50000,10.8197782844103
"121856",8704,1,"HS",2003,"Hispanic","Male",2013,60000,11.0020998412042
"121934",8710,0,"No HS",0,"Hispanic","Male",2001,4000,8.29404964010203
"121935",8710,0,"No HS",0,"Hispanic","Male",2003,11000,9.30565055178051
"121936",8710,0,"No HS",0,"Hispanic","Male",2005,13000,9.47270463644367
"121937",8710,0,"No HS",0,"Hispanic","Male",2007,26000,10.1658518170036
"121938",8710,0,"No HS",0,"Hispanic","Male",2009,18000,9.7981270368783
"121939",8710,0,"No HS",0,"Hispanic","Male",2011,13000,9.47270463644367
"121940",8710,0,"No HS",0,"Hispanic","Male",2013,9000,9.10497985631836
"122102",8722,0,"HS",0,"Hispanic","Male",2001,38000,10.5453414387085
"122103",8722,0,"HS",0,"Hispanic","Male",2003,40000,10.5966347330961
"122104",8722,0,"HS",0,"Hispanic","Male",2005,45000,10.7144177687525
"122105",8722,0,"HS",0,"Hispanic","Male",2007,52000,10.8589989975636
"122106",8722,0,"HS",0,"Hispanic","Male",2009,53000,10.8780471925343
"122107",8722,0,"HS",0,"Hispanic","Male",2011,50000,10.8197782844103
"122108",8722,0,"HS",0,"Hispanic","Male",2013,51000,10.8395809117065
"122158",8726,0,"HS",0,"Hispanic","Male",2001,26000,10.1658518170036
"122159",8726,0,"HS",0,"Hispanic","Male",2003,30000,10.3089526606443
"122160",8726,0,"HS",0,"Hispanic","Male",2005,32000,10.3734911817819
"122161",8726,0,"HS",0,"Hispanic","Male",2007,3500,8.1605182474775
"122162",8726,0,"HS",0,"Hispanic","Male",2009,40000,10.5966347330961
"122163",8726,0,"HS",0,"Hispanic","Male",2011,36000,10.4912742174382
"122164",8726,0,"HS",0,"Hispanic","Male",2013,40000,10.5966347330961
"122172",8727,0,"HS",0,"Hispanic","Male",2001,37000,10.5186731916264
"122173",8727,0,"HS",0,"Hispanic","Male",2003,40000,10.5966347330961
"122174",8727,0,"HS",0,"Hispanic","Male",2005,35000,10.4631033404715
"122175",8727,0,"HS",0,"Hispanic","Male",2007,52000,10.8589989975636
"122176",8727,0,"HS",0,"Hispanic","Male",2009,50000,10.8197782844103
"122177",8727,0,"HS",0,"Hispanic","Male",2011,45000,10.7144177687525
"122178",8727,0,"HS",0,"Hispanic","Male",2013,45000,10.7144177687525
"122368",8741,0,"COL",0,"Hispanic","Male",2001,32814,10.3986105325748
"122369",8741,0,"COL",0,"Hispanic","Male",2003,40000,10.5966347330961
"122370",8741,0,"COL",0,"Hispanic","Male",2005,47000,10.7579028806922
"122371",8741,0,"COL",0,"Hispanic","Male",2007,47000,10.7579028806922
"122372",8741,0,"COL",0,"Hispanic","Male",2009,47000,10.7579028806922
"122373",8741,0,"COL",0,"Hispanic","Male",2011,50000,10.8197782844103
"122374",8741,0,"COL",0,"Hispanic","Male",2013,45000,10.7144177687525
"122480",8749,0,"No HS",0,"Black","Male",2001,42000,10.6454248972655
"122481",8749,0,"No HS",0,"Black","Male",2003,42000,10.6454248972655
"122482",8749,0,"No HS",0,"Black","Male",2005,48000,10.77895628989
"122483",8749,0,"No HS",0,"Black","Male",2007,36290,10.4992975002071
"122484",8749,0,"No HS",0,"Black","Male",2009,23940,10.083305979112
"122485",8749,0,"No HS",0,"Black","Male",2011,33000,10.4042628404486
"122486",8749,0,"No HS",0,"Black","Male",2013,26000,10.1658518170036
"123012",8787,0,"HS",0,"Black","Female",2001,20000,9.90348755253613
"123013",8787,0,"HS",0,"Black","Female",2003,15000,9.61580548008435
"123014",8787,0,"HS",0,"Black","Female",2005,23400,10.0604913013458
"123015",8787,0,"HS",0,"Black","Female",2007,35000,10.4631033404715
"123016",8787,0,"HS",0,"Black","Female",2009,26000,10.1658518170036
"123017",8787,0,"HS",0,"Black","Female",2011,28000,10.2399597891573
"123018",8787,0,"HS",0,"Black","Female",2013,10000,9.21034037197618
"123054",8790,0,"HS",0,"Black","Male",2001,41000,10.6213273456864
"123055",8790,0,"HS",0,"Black","Male",2003,265933,12.4909996763376
"123056",8790,0,"HS",0,"Black","Male",2005,54000,10.8967393255464
"123057",8790,0,"HS",0,"Black","Male",2007,66000,11.0974100210086
"123058",8790,0,"HS",0,"Black","Male",2009,64000,11.0666383623418
"123059",8790,0,"HS",0,"Black","Male",2011,64000,11.0666383623418
"123060",8790,0,"HS",0,"Black","Male",2013,56000,10.9331069697173
"123096",8793,1,"HS",2009,"Black","Male",2001,54000,10.8967393255464
"123097",8793,1,"HS",2009,"Black","Male",2003,60000,11.0020998412042
"123098",8793,1,"HS",2009,"Black","Male",2005,69000,11.1418617835794
"123099",8793,1,"HS",2009,"Black","Male",2007,68000,11.1272629841582
"123100",8793,1,"HS",2009,"Black","Male",2009,72000,11.1844213979982
"123101",8793,1,"HS",2009,"Black","Male",2011,44000,10.6919449129004
"123102",8793,1,"HS",2009,"Black","Male",2013,48000,10.77895628989
"123110",8794,0,"HS",0,"Black","Female",2001,20000,9.90348755253613
"123111",8794,0,"HS",0,"Black","Female",2003,20000,9.90348755253613
"123112",8794,0,"HS",0,"Black","Female",2005,26000,10.1658518170036
"123113",8794,0,"HS",0,"Black","Female",2007,24000,10.0858091093301
"123114",8794,0,"HS",0,"Black","Female",2009,25000,10.1266311038503
"123115",8794,0,"HS",0,"Black","Female",2011,27000,10.2035921449865
"123116",8794,0,"HS",0,"Black","Female",2013,25000,10.1266311038503
"123964",8855,1,"HS",2009,"Hispanic","Male",2001,38000,10.5453414387085
"123965",8855,1,"HS",2009,"Hispanic","Male",2003,48000,10.77895628989
"123966",8855,1,"HS",2009,"Hispanic","Male",2005,50000,10.8197782844103
"123967",8855,1,"HS",2009,"Hispanic","Male",2007,50000,10.8197782844103
"123968",8855,1,"HS",2009,"Hispanic","Male",2009,55000,10.9150884642146
"123969",8855,1,"HS",2009,"Hispanic","Male",2011,53000,10.8780471925343
"123970",8855,1,"HS",2009,"Hispanic","Male",2013,42000,10.6454248972655
"123978",8856,0,"HS",0,"Hispanic","Male",2001,24000,10.0858091093301
"123979",8856,0,"HS",0,"Hispanic","Male",2003,24000,10.0858091093301
"123980",8856,0,"HS",0,"Hispanic","Male",2005,20000,9.90348755253613
"123981",8856,0,"HS",0,"Hispanic","Male",2007,24000,10.0858091093301
"123982",8856,0,"HS",0,"Hispanic","Male",2009,29000,10.2750511089686
"123983",8856,0,"HS",0,"Hispanic","Male",2011,10000,9.21034037197618
"123984",8856,0,"HS",0,"Hispanic","Male",2013,36000,10.4912742174382
"123992",8857,0,"No HS",0,"Hispanic","Male",2001,35000,10.4631033404715
"123993",8857,0,"No HS",0,"Hispanic","Male",2003,39800,10.5916221912725
"123994",8857,0,"No HS",0,"Hispanic","Male",2005,38000,10.5453414387085
"123995",8857,0,"No HS",0,"Hispanic","Male",2007,44000,10.6919449129004
"123996",8857,0,"No HS",0,"Hispanic","Male",2009,47000,10.7579028806922
"123997",8857,0,"No HS",0,"Hispanic","Male",2011,48000,10.77895628989
"123998",8857,0,"No HS",0,"Hispanic","Male",2013,59700,10.9970872993807
"124020",8859,0,"HS",0,"Hispanic","Male",2001,21000,9.95227771670556
"124021",8859,0,"HS",0,"Hispanic","Male",2003,23000,10.0432494949113
"124022",8859,0,"HS",0,"Hispanic","Male",2005,23000,10.0432494949113
"124023",8859,0,"HS",0,"Hispanic","Male",2007,25000,10.1266311038503
"124024",8859,0,"HS",0,"Hispanic","Male",2009,23000,10.0432494949113
"124025",8859,0,"HS",0,"Hispanic","Male",2011,23000,10.0432494949113
"124026",8859,0,"HS",0,"Hispanic","Male",2013,37000,10.5186731916264
"124090",8864,0,"HS",0,"Hispanic","Female",2001,14000,9.5468126085974
"124091",8864,0,"HS",0,"Hispanic","Female",2003,15000,9.61580548008435
"124092",8864,0,"HS",0,"Hispanic","Female",2005,17000,9.74096862303835
"124093",8864,0,"HS",0,"Hispanic","Female",2007,20000,9.90348755253613
"124094",8864,0,"HS",0,"Hispanic","Female",2009,21000,9.95227771670556
"124095",8864,0,"HS",0,"Hispanic","Female",2011,21000,9.95227771670556
"124096",8864,0,"HS",0,"Hispanic","Female",2013,27000,10.2035921449865
"124202",8872,1,"HS",2003,"Hispanic","Male",2001,38000,10.5453414387085
"124203",8872,1,"HS",2003,"Hispanic","Male",2003,48000,10.77895628989
"124204",8872,1,"HS",2003,"Hispanic","Male",2005,52000,10.8589989975636
"124205",8872,1,"HS",2003,"Hispanic","Male",2007,48000,10.77895628989
"124206",8872,1,"HS",2003,"Hispanic","Male",2009,75000,11.2252433925184
"124207",8872,1,"HS",2003,"Hispanic","Male",2011,67000,11.1124478983731
"124208",8872,1,"HS",2003,"Hispanic","Male",2013,57000,10.9508065468167
"124300",8879,1,"HS",2001,"Hispanic","Male",2001,34000,10.4341158035983
"124301",8879,1,"HS",2001,"Hispanic","Male",2003,54000,10.8967393255464
"124302",8879,1,"HS",2001,"Hispanic","Male",2005,38000,10.5453414387085
"124303",8879,1,"HS",2001,"Hispanic","Male",2007,36000,10.4912742174382
"124304",8879,1,"HS",2001,"Hispanic","Male",2009,38000,10.5453414387085
"124305",8879,1,"HS",2001,"Hispanic","Male",2011,48000,10.77895628989
"124306",8879,1,"HS",2001,"Hispanic","Male",2013,38000,10.5453414387085
"124314",8880,0,"HS",0,"Hispanic","Male",2001,1e+05,11.5129254649702
"124315",8880,0,"HS",0,"Hispanic","Male",2003,78000,11.2644641056717
"124316",8880,0,"HS",0,"Hispanic","Male",2005,68000,11.1272629841582
"124317",8880,0,"HS",0,"Hispanic","Male",2007,101000,11.5228757958234
"124318",8880,0,"HS",0,"Hispanic","Male",2009,91000,11.418614785499
"124319",8880,0,"HS",0,"Hispanic","Male",2011,111000,11.6172854802945
"124320",8880,0,"HS",0,"Hispanic","Male",2013,141000,11.8565151693603
"124440",8889,0,"HS",0,"Hispanic","Female",2001,14500,9.58190392840867
"124441",8889,0,"HS",0,"Hispanic","Female",2003,17000,9.74096862303835
"124442",8889,0,"HS",0,"Hispanic","Female",2005,17000,9.74096862303835
"124443",8889,0,"HS",0,"Hispanic","Female",2007,307823,12.6372802214419
"124444",8889,0,"HS",0,"Hispanic","Female",2009,21500,9.97580821411575
"124445",8889,0,"HS",0,"Hispanic","Female",2011,22000,9.99879773234045
"124446",8889,0,"HS",0,"Hispanic","Female",2013,23000,10.0432494949113
"124454",8890,0,"HS",0,"Hispanic","Female",2001,24900,10.1226230824528
"124455",8890,0,"HS",0,"Hispanic","Female",2003,25000,10.1266311038503
"124456",8890,0,"HS",0,"Hispanic","Female",2005,25500,10.1464337311465
"124457",8890,0,"HS",0,"Hispanic","Female",2007,26500,10.1849000119743
"124458",8890,0,"HS",0,"Hispanic","Female",2009,26000,10.1658518170036
"124459",8890,0,"HS",0,"Hispanic","Female",2011,27000,10.2035921449865
"124460",8890,0,"HS",0,"Hispanic","Female",2013,30000,10.3089526606443
"124496",8893,0,"HS",0,"Hispanic","Male",2001,34000,10.4341158035983
"124497",8893,0,"HS",0,"Hispanic","Male",2003,32000,10.3734911817819
"124498",8893,0,"HS",0,"Hispanic","Male",2005,37000,10.5186731916264
"124499",8893,0,"HS",0,"Hispanic","Male",2007,70000,11.1562505210315
"124500",8893,0,"HS",0,"Hispanic","Male",2009,43000,10.6689553946757
"124501",8893,0,"HS",0,"Hispanic","Male",2011,51000,10.8395809117065
"124502",8893,0,"HS",0,"Hispanic","Male",2013,52000,10.8589989975636
"124594",8900,0,"HS",0,"Hispanic","Female",2001,13000,9.47270463644367
"124595",8900,0,"HS",0,"Hispanic","Female",2003,15000,9.61580548008435
"124596",8900,0,"HS",0,"Hispanic","Female",2005,11000,9.30565055178051
"124597",8900,0,"HS",0,"Hispanic","Female",2007,21000,9.95227771670556
"124598",8900,0,"HS",0,"Hispanic","Female",2009,24000,10.0858091093301
"124599",8900,0,"HS",0,"Hispanic","Female",2011,18000,9.7981270368783
"124600",8900,0,"HS",0,"Hispanic","Female",2013,16000,9.68034400122192
"124636",8903,1,"HS",2007,"Hispanic","Male",2001,32500,10.3889953683178
"124637",8903,1,"HS",2007,"Hispanic","Male",2003,38000,10.5453414387085
"124638",8903,1,"HS",2007,"Hispanic","Male",2005,36000,10.4912742174382
"124639",8903,1,"HS",2007,"Hispanic","Male",2007,28000,10.2399597891573
"124640",8903,1,"HS",2007,"Hispanic","Male",2009,42000,10.6454248972655
"124641",8903,1,"HS",2007,"Hispanic","Male",2011,14000,9.5468126085974
"124642",8903,1,"HS",2007,"Hispanic","Male",2013,3600,8.1886891244442
"124664",8905,0,"HS",0,"Hispanic","Female",2001,3200,8.07090608878782
"124665",8905,0,"HS",0,"Hispanic","Female",2003,24000,10.0858091093301
"124666",8905,0,"HS",0,"Hispanic","Female",2005,26000,10.1658518170036
"124667",8905,0,"HS",0,"Hispanic","Female",2007,29000,10.2750511089686
"124668",8905,0,"HS",0,"Hispanic","Female",2009,27000,10.2035921449865
"124669",8905,0,"HS",0,"Hispanic","Female",2011,34000,10.4341158035983
"124670",8905,0,"HS",0,"Hispanic","Female",2013,40000,10.5966347330961
"124692",8907,0,"HS",0,"Hispanic","Male",2001,28000,10.2399597891573
"124693",8907,0,"HS",0,"Hispanic","Male",2003,29000,10.2750511089686
"124694",8907,0,"HS",0,"Hispanic","Male",2005,45000,10.7144177687525
"124695",8907,0,"HS",0,"Hispanic","Male",2007,12000,9.39266192877014
"124696",8907,0,"HS",0,"Hispanic","Male",2009,9000,9.10497985631836
"124697",8907,0,"HS",0,"Hispanic","Male",2011,24000,10.0858091093301
"124698",8907,0,"HS",0,"Hispanic","Male",2013,30000,10.3089526606443
"124706",8908,1,"HS",2003,"Hispanic","Male",2001,24000,10.0858091093301
"124707",8908,1,"HS",2003,"Hispanic","Male",2003,15000,9.61580548008435
"124708",8908,1,"HS",2003,"Hispanic","Male",2005,30000,10.3089526606443
"124709",8908,1,"HS",2003,"Hispanic","Male",2007,18000,9.7981270368783
"124710",8908,1,"HS",2003,"Hispanic","Male",2009,18000,9.7981270368783
"124711",8908,1,"HS",2003,"Hispanic","Male",2011,21000,9.95227771670556
"124712",8908,1,"HS",2003,"Hispanic","Male",2013,13000,9.47270463644367
"124720",8909,0,"HS",0,"Hispanic","Female",2001,15600,9.65502619323763
"124721",8909,0,"HS",0,"Hispanic","Female",2003,20000,9.90348755253613
"124722",8909,0,"HS",0,"Hispanic","Female",2005,20000,9.90348755253613
"124723",8909,0,"HS",0,"Hispanic","Female",2007,23000,10.0432494949113
"124724",8909,0,"HS",0,"Hispanic","Female",2009,25000,10.1266311038503
"124725",8909,0,"HS",0,"Hispanic","Female",2011,28000,10.2399597891573
"124726",8909,0,"HS",0,"Hispanic","Female",2013,23000,10.0432494949113
"124748",8911,0,"HS",0,"Hispanic","Male",2001,19000,9.85219425814858
"124749",8911,0,"HS",0,"Hispanic","Male",2003,14000,9.5468126085974
"124750",8911,0,"HS",0,"Hispanic","Male",2005,15500,9.64859530290734
"124751",8911,0,"HS",0,"Hispanic","Male",2007,28000,10.2399597891573
"124752",8911,0,"HS",0,"Hispanic","Male",2009,25000,10.1266311038503
"124753",8911,0,"HS",0,"Hispanic","Male",2011,20800,9.94270826568941
"124754",8911,0,"HS",0,"Hispanic","Male",2013,21000,9.95227771670556
"124762",8912,0,"HS",0,"Hispanic","Female",2001,21000,9.95227771670556
"124763",8912,0,"HS",0,"Hispanic","Female",2003,25000,10.1266311038503
"124764",8912,0,"HS",0,"Hispanic","Female",2005,25000,10.1266311038503
"124765",8912,0,"HS",0,"Hispanic","Female",2007,27000,10.2035921449865
"124766",8912,0,"HS",0,"Hispanic","Female",2009,34000,10.4341158035983
"124767",8912,0,"HS",0,"Hispanic","Female",2011,30000,10.3089526606443
"124768",8912,0,"HS",0,"Hispanic","Female",2013,35000,10.4631033404715
"124790",8914,0,"HS",0,"Hispanic","Male",2001,24000,10.0858091093301
"124791",8914,0,"HS",0,"Hispanic","Male",2003,28000,10.2399597891573
"124792",8914,0,"HS",0,"Hispanic","Male",2005,29000,10.2750511089686
"124793",8914,0,"HS",0,"Hispanic","Male",2007,35000,10.4631033404715
"124794",8914,0,"HS",0,"Hispanic","Male",2009,38000,10.5453414387085
"124795",8914,0,"HS",0,"Hispanic","Male",2011,41000,10.6213273456864
"124796",8914,0,"HS",0,"Hispanic","Male",2013,42000,10.6454248972655
"124972",8927,0,"HS",0,"Hispanic","Female",2001,7000,8.85366542803745
"124973",8927,0,"HS",0,"Hispanic","Female",2003,50000,10.8197782844103
"124974",8927,0,"HS",0,"Hispanic","Female",2005,11500,9.35010231435134
"124975",8927,0,"HS",0,"Hispanic","Female",2007,9800,9.19013766465866
"124976",8927,0,"HS",0,"Hispanic","Female",2009,11000,9.30565055178051
"124977",8927,0,"HS",0,"Hispanic","Female",2011,12000,9.39266192877014
"124978",8927,0,"HS",0,"Hispanic","Female",2013,10000,9.21034037197618
"125042",8932,0,"HS",0,"Hispanic","Female",2001,29000,10.2750511089686
"125043",8932,0,"HS",0,"Hispanic","Female",2003,26000,10.1658518170036
"125044",8932,0,"HS",0,"Hispanic","Female",2005,27000,10.2035921449865
"125045",8932,0,"HS",0,"Hispanic","Female",2007,32500,10.3889953683178
"125046",8932,0,"HS",0,"Hispanic","Female",2009,28000,10.2399597891573
"125047",8932,0,"HS",0,"Hispanic","Female",2011,26000,10.1658518170036
"125048",8932,0,"HS",0,"Hispanic","Female",2013,24000,10.0858091093301
"125070",8934,0,"HS",0,"Hispanic","Female",2001,26000,10.1658518170036
"125071",8934,0,"HS",0,"Hispanic","Female",2003,30000,10.3089526606443
"125072",8934,0,"HS",0,"Hispanic","Female",2005,34326,10.4436583634966
"125073",8934,0,"HS",0,"Hispanic","Female",2007,23000,10.0432494949113
"125074",8934,0,"HS",0,"Hispanic","Female",2009,26000,10.1658518170036
"125075",8934,0,"HS",0,"Hispanic","Female",2011,32000,10.3734911817819
"125076",8934,0,"HS",0,"Hispanic","Female",2013,34607,10.4518112527222
"125084",8935,1,"No HS",2009,"Hispanic","Male",2001,60000,11.0020998412042
"125085",8935,1,"No HS",2009,"Hispanic","Male",2003,75000,11.2252433925184
"125086",8935,1,"No HS",2009,"Hispanic","Male",2005,80000,11.289781913656
"125087",8935,1,"No HS",2009,"Hispanic","Male",2007,25000,10.1266311038503
"125088",8935,1,"No HS",2009,"Hispanic","Male",2009,45000,10.7144177687525
"125089",8935,1,"No HS",2009,"Hispanic","Male",2011,35000,10.4631033404715
"125090",8935,1,"No HS",2009,"Hispanic","Male",2013,27000,10.2035921449865
"125140",8939,1,"HS",2007,"Hispanic","Female",2001,23000,10.0432494949113
"125141",8939,1,"HS",2007,"Hispanic","Female",2003,26000,10.1658518170036
"125142",8939,1,"HS",2007,"Hispanic","Female",2005,28700,10.2646524017477
"125143",8939,1,"HS",2007,"Hispanic","Female",2007,18000,9.7981270368783
"125144",8939,1,"HS",2007,"Hispanic","Female",2009,16100,9.68657455097255
"125145",8939,1,"HS",2007,"Hispanic","Female",2011,19000,9.85219425814858
"125146",8939,1,"HS",2007,"Hispanic","Female",2013,16000,9.68034400122192
"125168",8941,0,"COL",0,"Hispanic","Male",2001,35000,10.4631033404715
"125169",8941,0,"COL",0,"Hispanic","Male",2003,37000,10.5186731916264
"125170",8941,0,"COL",0,"Hispanic","Male",2005,60000,11.0020998412042
"125171",8941,0,"COL",0,"Hispanic","Male",2007,67000,11.1124478983731
"125172",8941,0,"COL",0,"Hispanic","Male",2009,75000,11.2252433925184
"125173",8941,0,"COL",0,"Hispanic","Male",2011,75000,11.2252433925184
"125174",8941,0,"COL",0,"Hispanic","Male",2013,122000,11.7117763237154
"125252",8947,0,"HS",0,"Hispanic","Male",2001,57000,10.9508065468167
"125253",8947,0,"HS",0,"Hispanic","Male",2003,54000,10.8967393255464
"125254",8947,0,"HS",0,"Hispanic","Male",2005,52000,10.8589989975636
"125255",8947,0,"HS",0,"Hispanic","Male",2007,55000,10.9150884642146
"125256",8947,0,"HS",0,"Hispanic","Male",2009,60000,11.0020998412042
"125257",8947,0,"HS",0,"Hispanic","Male",2011,56000,10.9331069697173
"125258",8947,0,"HS",0,"Hispanic","Male",2013,60000,11.0020998412042
"125322",8952,0,"HS",0,"Hispanic","Male",2001,48000,10.77895628989
"125323",8952,0,"HS",0,"Hispanic","Male",2003,56000,10.9331069697173
"125324",8952,0,"HS",0,"Hispanic","Male",2005,70000,11.1562505210315
"125325",8952,0,"HS",0,"Hispanic","Male",2007,72000,11.1844213979982
"125326",8952,0,"HS",0,"Hispanic","Male",2009,70000,11.1562505210315
"125327",8952,0,"HS",0,"Hispanic","Male",2011,72000,11.1844213979982
"125328",8952,0,"HS",0,"Hispanic","Male",2013,72000,11.1844213979982
"125420",8959,1,"HS",2009,"Black","Male",2001,22000,9.99879773234045
"125421",8959,1,"HS",2009,"Black","Male",2003,17500,9.76995615991161
"125422",8959,1,"HS",2009,"Black","Male",2005,40000,10.5966347330961
"125423",8959,1,"HS",2009,"Black","Male",2007,45000,10.7144177687525
"125424",8959,1,"HS",2009,"Black","Male",2009,35000,10.4631033404715
"125425",8959,1,"HS",2009,"Black","Male",2011,30000,10.3089526606443
"125426",8959,1,"HS",2009,"Black","Male",2013,35000,10.4631033404715
"125462",8962,0,"HS",0,"Black","Female",2001,50000,10.8197782844103
"125463",8962,0,"HS",0,"Black","Female",2003,53000,10.8780471925343
"125464",8962,0,"HS",0,"Black","Female",2005,5000,8.51719319141624
"125465",8962,0,"HS",0,"Black","Female",2007,48000,10.77895628989
"125466",8962,0,"HS",0,"Black","Female",2009,58000,10.9681982895286
"125467",8962,0,"HS",0,"Black","Female",2011,62000,11.0348896640272
"125468",8962,0,"HS",0,"Black","Female",2013,59000,10.9852927228879
"125672",8977,0,"HS",0,"Black","Female",2001,29000,10.2750511089686
"125673",8977,0,"HS",0,"Black","Female",2003,32000,10.3734911817819
"125674",8977,0,"HS",0,"Black","Female",2005,36000,10.4912742174382
"125675",8977,0,"HS",0,"Black","Female",2007,44000,10.6919449129004
"125676",8977,0,"HS",0,"Black","Female",2009,54000,10.8967393255464
"125677",8977,0,"HS",0,"Black","Female",2011,47000,10.7579028806922
"125678",8977,0,"HS",0,"Black","Female",2013,46000,10.7363966754712
"125742",8982,0,"COL",0,"Black","Female",2001,40000,10.5966347330961
"125743",8982,0,"COL",0,"Black","Female",2003,43000,10.6689553946757
"125744",8982,0,"COL",0,"Black","Female",2005,46000,10.7363966754712
"125745",8982,0,"COL",0,"Black","Female",2007,53823,10.8934561640875
"125746",8982,0,"COL",0,"Black","Female",2009,20000,9.90348755253613
"125747",8982,0,"COL",0,"Black","Female",2011,20000,9.90348755253613
"125748",8982,0,"COL",0,"Black","Female",2013,32000,10.3734911817819
"125798",8986,0,"HS",0,"Black","Male",2001,65000,11.0821425488778
"125799",8986,0,"HS",0,"Black","Male",2003,75000,11.2252433925184
"125800",8986,0,"HS",0,"Black","Male",2005,1e+05,11.5129254649702
"125801",8986,0,"HS",0,"Black","Male",2007,145000,11.8844890214027
"125802",8986,0,"HS",0,"Black","Male",2009,80000,11.289781913656
"125803",8986,0,"HS",0,"Black","Male",2011,90000,11.4075649493124
"125804",8986,0,"HS",0,"Black","Male",2013,110000,11.6082356447746
"125910",8994,0,"HS",0,"Black","Male",2001,36000,10.4912742174382
"125911",8994,0,"HS",0,"Black","Male",2003,65000,11.0821425488778
"125912",8994,0,"HS",0,"Black","Male",2005,75000,11.2252433925184
"125913",8994,0,"HS",0,"Black","Male",2007,82000,11.3144745262464
"125914",8994,0,"HS",0,"Black","Male",2009,78000,11.2644641056717
"125915",8994,0,"HS",0,"Black","Male",2011,93000,11.4403547721354
"125916",8994,0,"HS",0,"Black","Male",2013,92000,11.4295438560312
"125980",8999,0,"No HS",0,"Black","Male",2001,41000,10.6213273456864
"125981",8999,0,"No HS",0,"Black","Male",2003,51000,10.8395809117065
"125982",8999,0,"No HS",0,"Black","Male",2005,37000,10.5186731916264
"125983",8999,0,"No HS",0,"Black","Male",2007,95000,11.4616321705827
"125984",8999,0,"No HS",0,"Black","Male",2009,110000,11.6082356447746
"125985",8999,0,"No HS",0,"Black","Male",2011,120000,11.6952470217642
"125986",8999,0,"No HS",0,"Black","Male",2013,132000,11.7905572015685
"126134",9010,1,"HS",2011,"Black","Male",2001,45000,10.7144177687525
"126135",9010,1,"HS",2011,"Black","Male",2003,33000,10.4042628404486
"126136",9010,1,"HS",2011,"Black","Male",2005,37000,10.5186731916264
"126137",9010,1,"HS",2011,"Black","Male",2007,48000,10.77895628989
"126138",9010,1,"HS",2011,"Black","Male",2009,37670,10.5366193006861
